"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3889 (1156255) [Krios G4]"
"08/31/2021","10:25:13.068","106.44"
"08/31/2021","10:25:19.766","105.66"
"08/31/2021","10:25:26.467","104.93"
"08/31/2021","10:25:33.166","104.19"
"08/31/2021","10:25:39.866","103.54"
"08/31/2021","10:25:46.568","102.88"
"08/31/2021","10:25:53.265","102.31"
"08/31/2021","10:25:59.964","101.76"
"08/31/2021","10:26:06.668","101.21"
"08/31/2021","10:26:13.364","100.73"
"08/31/2021","10:26:20.066","100.23"
"08/31/2021","10:26:26.762","99.79"
"08/31/2021","10:26:33.462","99.37"
"08/31/2021","10:26:40.160","98.95"
"08/31/2021","10:26:46.860","98.58"
"08/31/2021","10:26:53.562","98.2"
"08/31/2021","10:27:00.259","97.87"
"08/31/2021","10:27:06.958","97.56"
"08/31/2021","10:27:13.662","97.23"
"08/31/2021","10:27:20.358","96.95"
"08/31/2021","10:27:27.057","96.67"
"08/31/2021","10:27:33.756","96.41"
"08/31/2021","10:27:40.456","96.18"
"08/31/2021","10:27:47.158","95.93"
"08/31/2021","10:27:53.854","95.71"
"08/31/2021","10:28:00.556","95.51"
"08/31/2021","10:28:07.253","95.3"
"08/31/2021","10:28:13.953","95.11"
"08/31/2021","10:28:20.655","94.92"
"08/31/2021","10:28:27.352","94.75"
"08/31/2021","10:28:34.051","94.59"
"08/31/2021","10:28:40.750","94.43"
"08/31/2021","10:28:47.450","94.28"
"08/31/2021","10:28:54.152","94.13"
"08/31/2021","10:29:00.848","94"
"08/31/2021","10:29:07.547","93.87"
"08/31/2021","10:29:14.249","93.74"
"08/31/2021","10:29:20.949","93.62"
"08/31/2021","10:29:27.651","93.5"
"08/31/2021","10:29:34.348","93.39"
"08/31/2021","10:29:47.747","93.18"
"08/31/2021","10:29:54.448","93.08"
"08/31/2021","10:30:07.847","92.89"
"08/31/2021","10:30:21.246","92.71"
"08/31/2021","10:30:34.647","92.55"
"08/31/2021","10:30:48.044","92.4"
"08/31/2021","10:31:01.443","92.26"
"08/31/2021","10:31:14.842","92.12"
"08/31/2021","10:31:28.240","91.99"
"08/31/2021","10:31:41.640","91.87"
"08/31/2021","10:31:55.040","91.76"
"08/31/2021","10:32:08.439","91.65"
"08/31/2021","10:32:21.839","91.54"
"08/31/2021","10:32:41.937","91.4"
"08/31/2021","10:33:02.036","91.27"
"08/31/2021","10:33:22.134","91.14"
"08/31/2021","10:33:42.232","91.02"
"08/31/2021","10:34:02.331","90.91"
"08/31/2021","10:34:29.130","90.78"
"08/31/2021","10:34:55.927","90.66"
"08/31/2021","10:35:22.726","90.54"
"08/31/2021","10:35:49.524","90.43"
"08/31/2021","10:36:16.320","90.33"
"08/31/2021","10:36:49.820","90.21"
"08/31/2021","10:37:23.318","90.1"
"08/31/2021","10:38:03.513","89.98"
"08/31/2021","10:38:37.010","89.88"
"08/31/2021","10:39:23.907","89.76"
"08/31/2021","10:40:10.802","89.65"
"08/31/2021","10:40:57.700","89.55"
"08/31/2021","10:41:57.994","89.43"
"08/31/2021","10:42:51.589","89.33"
"08/31/2021","10:43:58.586","89.22"
"08/31/2021","10:45:12.278","89.11"
"08/31/2021","10:46:29.339","89"
"08/31/2021","10:47:53.067","88.89"
"08/31/2021","10:49:30.247","88.78"
"08/31/2021","10:51:07.354","88.67"
"08/31/2021","10:52:51.212","88.57"
"08/31/2021","10:55:01.841","88.46"
"08/31/2021","10:57:29.236","88.35"
"08/31/2021","11:00:13.391","88.24"
"08/31/2021","11:03:17.620","88.13"
"08/31/2021","11:06:52.000","88.02"
"08/31/2021","11:11:06.587","87.91"
"08/31/2021","11:16:18.122","87.8"
"08/31/2021","11:23:36.920","87.69"
"08/31/2021","11:35:57.236","87.58"
"08/31/2021","12:03:28.666","87.47"
"08/31/2021","14:42:52.236","87.61"
"08/31/2021","14:42:58.920","87.75"
"08/31/2021","14:43:12.321","87.61"
"08/31/2021","14:43:32.418","87.49"
"08/31/2021","14:44:36.056","87.69"
"08/31/2021","14:45:09.555","87.55"
"08/31/2021","14:45:43.050","87.44"
"08/31/2021","18:04:58.323","87.54"
"08/31/2021","18:05:45.221","87.66"
"08/31/2021","18:42:02.556","87.76"
"08/31/2021","18:51:48.758","87.66"
"09/01/2021","03:49:40.305","87.76"
"09/01/2021","05:10:03.969","87.66"
"09/01/2021","06:42:21.108","87.55"
"09/01/2021","13:30:27.644","87.65"
"09/01/2021","13:31:21.246","87.76"
"09/01/2021","15:00:30.832","87.88"
"09/01/2021","15:01:31.124","87.77"
"09/01/2021","15:01:51.218","87.87"
"09/01/2021","15:02:41.465","87.77"
"09/01/2021","15:03:31.714","87.88"
"09/01/2021","15:04:35.361","87.77"
"09/01/2021","15:15:11.805","87.9"
"09/01/2021","15:15:38.613","87.8"
"09/01/2021","15:39:18.889","87.9"
"09/01/2021","15:39:59.085","87.8"
"09/01/2021","15:40:59.380","87.96"
"09/01/2021","15:41:39.586","87.84"
"09/01/2021","15:45:34.066","87.74"
"09/01/2021","15:47:27.956","87.86"
"09/01/2021","15:48:51.715","87.75"
"09/01/2021","16:24:02.039","87.64"
"09/02/2021","04:24:02.040","87.7"
"09/02/2021","08:34:24.091","87.81"
"09/02/2021","08:38:45.371","87.71"
"09/02/2021","09:39:56.731","87.84"
"09/02/2021","10:12:02.843","87.97"
"09/02/2021","10:12:22.940","87.86"
"09/02/2021","10:13:39.973","88.02"
"09/02/2021","10:14:13.471","87.91"
"09/02/2021","10:15:07.067","87.8"
"09/02/2021","11:37:21.267","87.9"
"09/02/2021","11:38:08.165","87.8"
"09/02/2021","12:12:38.336","87.91"
"09/02/2021","12:13:18.524","87.8"
"09/02/2021","12:31:37.242","87.91"
"09/02/2021","12:32:30.837","87.8"
"09/02/2021","17:09:39.040","87.68"
"09/02/2021","18:18:22.600","87.83"
"09/02/2021","21:00:03.466","87.72"
"09/03/2021","01:47:38.103","87.83"
"09/03/2021","01:53:23.122","87.72"
"09/03/2021","03:08:55.322","87.85"
"09/03/2021","10:15:40.845","87.74"
"09/03/2021","10:31:02.024","87.84"
"09/03/2021","10:36:57.103","87.74"
"09/03/2021","11:35:14.254","87.88"
"09/03/2021","12:11:11.495","87.99"
"09/03/2021","12:11:44.999","87.88"
"09/03/2021","13:10:25.563","87.77"
"09/03/2021","13:18:34.624","87.66"
"09/03/2021","18:00:24.204","87.76"
"09/03/2021","20:10:42.565","87.87"
"09/03/2021","20:12:59.874","87.77"
"09/03/2021","21:28:05.309","87.87"
"09/03/2021","21:49:34.977","87.77"
"09/04/2021","02:46:42.459","87.66"
"09/04/2021","05:48:09.151","87.76"
"09/04/2021","05:49:46.293","87.87"
"09/04/2021","05:52:33.797","87.77"
"09/04/2021","08:19:30.334","87.87"
"09/04/2021","08:21:17.537","88.04"
"09/04/2021","08:21:47.686","87.94"
"09/04/2021","08:24:05.025","87.82"
"09/04/2021","08:46:24.926","87.92"
"09/04/2021","08:52:43.450","87.82"
"09/04/2021","14:49:31.803","87.71"
"09/04/2021","16:05:10.711","87.83"
"09/04/2021","20:10:56.332","87.96"
"09/04/2021","20:11:33.187","87.85"
"09/04/2021","20:31:02.236","87.95"
"09/04/2021","20:31:42.448","87.84"
"09/04/2021","23:00:26.202","87.74"
"09/04/2021","23:27:30.834","87.84"
"09/04/2021","23:32:28.972","87.74"
"09/05/2021","00:32:06.511","87.85"
"09/05/2021","08:08:30.724","87.74"
"09/05/2021","08:39:33.190","87.84"
"09/05/2021","14:40:59.479","87.74"
"09/05/2021","19:48:56.750","87.63"
"09/05/2021","23:09:05.606","87.73"
"09/06/2021","10:11:17.049","87.63"
"09/06/2021","11:43:37.530","87.73"
"09/06/2021","19:48:46.904","87.84"
"09/07/2021","02:10:39.227","87.74"
"09/07/2021","09:00:26.465","87.84"
"09/07/2021","12:12:08.820","87.81"
"09/07/2021","12:13:26.877","0"
"09/07/2021","12:14:09.438","87.84"
"09/07/2021","12:19:37.066","87.99"
"09/07/2021","12:20:10.562","87.88"
"09/07/2021","12:22:37.958","88"
"09/07/2021","12:23:18.160","87.88"
"09/07/2021","12:51:26.421","87.75"
"09/07/2021","13:09:51.843","87.87"
"09/07/2021","13:10:05.264","88.05"
"09/07/2021","13:10:11.942","88.18"
"09/07/2021","13:10:18.641","88.32"
"09/07/2021","13:10:25.342","88.51"
"09/07/2021","13:10:32.041","88.7"
"09/07/2021","13:10:38.742","88.92"
"09/07/2021","13:10:45.439","89.15"
"09/07/2021","13:10:52.139","89.39"
"09/07/2021","13:10:58.839","89.65"
"09/07/2021","13:11:05.538","89.91"
"09/07/2021","13:11:12.263","90.2"
"09/07/2021","13:11:18.937","90.48"
"09/07/2021","13:11:25.636","90.75"
"09/07/2021","13:11:32.337","91.05"
"09/07/2021","13:11:39.035","91.33"
"09/07/2021","13:11:45.739","91.63"
"09/07/2021","13:11:52.434","91.9"
"09/07/2021","13:11:59.138","92.17"
"09/07/2021","13:12:05.832","92.46"
"09/07/2021","13:12:12.533","92.72"
"09/07/2021","13:12:19.234","93"
"09/07/2021","13:12:25.932","93.25"
"09/07/2021","13:12:32.631","93.5"
"09/07/2021","13:12:39.332","93.75"
"09/07/2021","13:12:46.030","93.97"
"09/07/2021","13:12:52.733","94.21"
"09/07/2021","13:12:59.429","94.42"
"09/07/2021","13:13:06.129","94.63"
"09/07/2021","13:13:12.828","94.85"
"09/07/2021","13:13:19.529","95.04"
"09/07/2021","13:13:26.230","95.23"
"09/07/2021","13:13:32.927","95.42"
"09/07/2021","13:13:39.626","95.59"
"09/07/2021","13:13:46.326","95.77"
"09/07/2021","13:13:53.025","95.92"
"09/07/2021","13:13:59.726","96.07"
"09/07/2021","13:14:06.423","96.23"
"09/07/2021","13:14:13.124","96.36"
"09/07/2021","13:14:19.822","96.5"
"09/07/2021","13:14:26.521","96.63"
"09/07/2021","13:14:33.223","96.74"
"09/07/2021","13:14:39.920","96.86"
"09/07/2021","13:14:53.319","97.07"
"09/07/2021","13:15:06.721","97.26"
"09/07/2021","13:15:20.117","97.43"
"09/07/2021","13:15:33.516","97.59"
"09/07/2021","13:15:46.915","97.73"
"09/07/2021","13:16:00.314","97.86"
"09/07/2021","13:16:13.715","97.97"
"09/07/2021","13:16:27.111","98.08"
"09/07/2021","13:16:47.212","98.22"
"09/07/2021","13:17:07.309","98.34"
"09/07/2021","13:17:34.105","98.47"
"09/07/2021","13:18:07.602","98.6"
"09/07/2021","13:18:47.800","98.7"
"09/07/2021","13:19:54.796","98.81"
"09/07/2021","13:22:05.443","98.92"
"09/07/2021","13:38:30.273","99.03"
"09/07/2021","13:45:15.576","99.14"
"09/07/2021","13:49:43.560","99.25"
"09/07/2021","13:51:54.195","99.36"
"09/07/2021","13:53:34.698","99.47"
"09/07/2021","13:54:51.747","99.58"
"09/07/2021","13:55:52.038","99.68"
"09/07/2021","13:56:38.942","99.8"
"09/07/2021","13:57:12.432","99.92"
"09/07/2021","13:57:32.536","100.1"
"09/07/2021","13:57:45.939","100.31"
"09/07/2021","13:57:52.628","100.45"
"09/07/2021","13:57:59.329","100.61"
"09/07/2021","13:58:06.027","100.8"
"09/07/2021","13:58:12.731","101.01"
"09/07/2021","13:58:19.426","101.23"
"09/07/2021","13:58:26.126","101.49"
"09/07/2021","13:58:32.827","101.75"
"09/07/2021","13:58:39.526","102.05"
"09/07/2021","13:58:46.241","102.35"
"09/07/2021","13:58:52.926","102.65"
"09/07/2021","13:58:59.629","103"
"09/07/2021","13:59:06.323","103.33"
"09/07/2021","13:59:13.022","103.7"
"09/07/2021","13:59:19.726","104.06"
"09/07/2021","13:59:26.426","104.42"
"09/07/2021","13:59:33.121","104.82"
"09/07/2021","13:59:39.822","105.19"
"09/07/2021","13:59:46.529","105.61"
"09/07/2021","13:59:53.235","105.99"
"09/07/2021","13:59:59.919","106.38"
"09/07/2021","14:00:06.620","106.81"
"09/07/2021","14:00:13.321","107.21"
"09/07/2021","14:00:20.020","107.65"
"09/07/2021","14:00:26.724","108.05"
"09/07/2021","14:00:33.417","108.46"
"09/07/2021","14:00:40.118","108.9"
"09/07/2021","14:00:46.824","109.3"
"09/07/2021","14:00:53.517","109.74"
"09/07/2021","14:01:00.221","110.15"
"09/07/2021","14:01:06.915","110.55"
"09/07/2021","14:01:13.616","110.99"
"09/07/2021","14:01:20.316","111.4"
"09/07/2021","14:01:27.015","111.84"
"09/07/2021","14:01:33.721","112.24"
"09/07/2021","14:01:40.414","112.65"
"09/07/2021","14:01:47.119","113.09"
"09/07/2021","14:01:53.813","113.5"
"09/07/2021","14:02:00.511","113.94"
"09/07/2021","14:02:07.217","114.35"
"09/07/2021","14:02:13.910","114.76"
"09/07/2021","14:02:20.610","115.19"
"09/07/2021","14:02:27.310","115.6"
"09/07/2021","14:02:34.009","116.01"
"09/07/2021","14:02:40.714","116.45"
"09/07/2021","14:02:47.431","116.85"
"09/07/2021","14:02:54.107","117.29"
"09/07/2021","14:03:00.806","117.69"
"09/07/2021","14:03:07.507","118.09"
"09/07/2021","14:03:14.211","118.52"
"09/07/2021","14:03:20.906","118.91"
"09/07/2021","14:03:27.604","119.33"
"09/07/2021","14:03:34.310","119.73"
"09/07/2021","14:03:41.004","120.12"
"09/07/2021","14:03:47.720","120.54"
"09/07/2021","14:03:54.403","120.93"
"09/07/2021","14:04:01.104","121.35"
"09/07/2021","14:04:07.806","121.74"
"09/07/2021","14:04:14.507","122.13"
"09/07/2021","14:04:21.207","122.55"
"09/07/2021","14:04:27.902","122.94"
"09/07/2021","14:04:34.601","123.35"
"09/07/2021","14:04:41.305","123.74"
"09/07/2021","14:04:48.008","124.12"
"09/07/2021","14:04:54.703","124.54"
"09/07/2021","14:05:01.400","124.92"
"09/07/2021","14:05:08.099","125.33"
"09/07/2021","14:05:14.802","125.72"
"09/07/2021","14:05:21.502","126.1"
"09/07/2021","14:05:28.205","126.5"
"09/07/2021","14:05:34.902","126.88"
"09/07/2021","14:05:41.597","127.29"
"09/07/2021","14:05:48.306","127.67"
"09/07/2021","14:05:54.995","128.04"
"09/07/2021","14:06:01.705","128.43"
"09/07/2021","14:06:08.396","128.8"
"09/07/2021","14:06:15.095","129.17"
"09/07/2021","14:06:21.798","129.57"
"09/07/2021","14:06:28.502","129.94"
"09/07/2021","14:06:35.194","130.33"
"09/07/2021","14:06:41.890","130.7"
"09/07/2021","14:06:48.598","131.06"
"09/07/2021","14:06:55.299","131.45"
"09/07/2021","14:07:01.991","131.81"
"09/07/2021","14:07:08.691","132.2"
"09/07/2021","14:07:15.394","132.57"
"09/07/2021","14:07:22.094","132.93"
"09/07/2021","14:07:28.798","133.31"
"09/07/2021","14:07:35.494","133.67"
"09/07/2021","14:07:42.190","134.06"
"09/07/2021","14:07:48.896","134.42"
"09/07/2021","14:07:55.589","134.78"
"09/07/2021","14:08:02.296","135.16"
"09/07/2021","14:08:08.985","135.52"
"09/07/2021","14:08:15.687","135.9"
"09/07/2021","14:08:22.398","136.26"
"09/07/2021","14:08:29.086","136.61"
"09/07/2021","14:08:35.793","136.99"
"09/07/2021","14:08:42.494","137.35"
"09/07/2021","14:08:49.194","137.7"
"09/07/2021","14:08:55.885","138.07"
"09/07/2021","14:09:02.584","138.41"
"09/07/2021","14:09:09.291","138.78"
"09/07/2021","14:09:15.985","139.13"
"09/07/2021","14:09:22.684","139.47"
"09/07/2021","14:09:29.392","139.84"
"09/07/2021","14:09:36.082","140.18"
"09/07/2021","14:09:42.795","140.55"
"09/07/2021","14:09:49.487","140.9"
"09/07/2021","14:09:56.181","141.24"
"09/07/2021","14:10:02.880","141.6"
"09/07/2021","14:10:09.579","141.94"
"09/07/2021","14:10:16.282","142.31"
"09/07/2021","14:10:22.979","142.65"
"09/07/2021","14:10:29.679","142.99"
"09/07/2021","14:10:36.380","143.35"
"09/07/2021","14:10:43.076","143.69"
"09/07/2021","14:10:49.793","144.05"
"09/07/2021","14:10:56.475","144.39"
"09/07/2021","14:11:03.175","144.72"
"09/07/2021","14:11:09.877","145.09"
"09/07/2021","14:11:16.575","145.42"
"09/07/2021","14:11:23.277","145.78"
"09/07/2021","14:11:29.974","146.11"
"09/07/2021","14:11:36.672","146.45"
"09/07/2021","14:11:43.380","146.8"
"09/07/2021","14:11:50.079","147.14"
"09/07/2021","14:11:56.775","147.49"
"09/07/2021","14:12:03.470","147.83"
"09/07/2021","14:12:10.170","148.15"
"09/07/2021","14:12:16.870","148.51"
"09/07/2021","14:12:23.568","148.83"
"09/07/2021","14:12:30.276","149.15"
"09/07/2021","14:12:36.967","149.5"
"09/07/2021","14:12:43.669","149.83"
"09/07/2021","14:12:50.371","150.18"
"09/07/2021","14:12:57.066","150.5"
"09/07/2021","14:13:03.771","150.82"
"09/07/2021","14:13:10.466","151.17"
"09/07/2021","14:13:17.165","151.49"
"09/07/2021","14:13:23.864","151.83"
"09/07/2021","14:13:30.565","152.16"
"09/07/2021","14:13:37.276","152.48"
"09/07/2021","14:13:43.964","152.82"
"09/07/2021","14:13:50.672","153.14"
"09/07/2021","14:13:57.374","153.48"
"09/07/2021","14:14:04.063","153.8"
"09/07/2021","14:14:10.765","154.12"
"09/07/2021","14:14:17.462","154.46"
"09/07/2021","14:14:24.159","154.78"
"09/07/2021","14:14:30.860","155.1"
"09/07/2021","14:14:37.560","155.44"
"09/07/2021","14:14:44.269","155.75"
"09/07/2021","14:14:50.967","156.09"
"09/07/2021","14:14:57.658","156.41"
"09/07/2021","14:15:04.362","156.73"
"09/07/2021","14:15:11.056","157.06"
"09/07/2021","14:15:17.760","157.38"
"09/07/2021","14:15:24.454","157.72"
"09/07/2021","14:15:31.155","158.03"
"09/07/2021","14:15:37.854","158.34"
"09/07/2021","14:15:44.553","158.68"
"09/07/2021","14:15:51.299","158.99"
"09/07/2021","14:15:57.953","159.33"
"09/07/2021","14:16:04.652","159.64"
"09/07/2021","14:16:11.350","159.95"
"09/07/2021","14:16:18.050","160.28"
"09/07/2021","14:16:24.757","160.58"
"09/07/2021","14:16:31.448","160.91"
"09/07/2021","14:16:38.149","161.22"
"09/07/2021","14:16:44.847","161.53"
"09/07/2021","14:16:51.555","161.85"
"09/07/2021","14:16:58.270","162.16"
"09/07/2021","14:17:04.946","162.49"
"09/07/2021","14:17:11.645","162.79"
"09/07/2021","14:17:18.346","163.1"
"09/07/2021","14:17:25.044","163.42"
"09/07/2021","14:17:31.748","163.73"
"09/07/2021","14:17:38.444","164.03"
"09/07/2021","14:17:45.148","164.35"
"09/07/2021","14:17:51.848","164.66"
"09/07/2021","14:17:58.543","164.98"
"09/07/2021","14:18:05.269","165.28"
"09/07/2021","14:18:11.946","165.58"
"09/07/2021","14:18:18.639","165.91"
"09/07/2021","14:18:25.340","166.21"
"09/07/2021","14:18:32.039","166.53"
"09/07/2021","14:18:38.743","166.83"
"09/07/2021","14:18:45.437","167.13"
"09/07/2021","14:18:52.145","167.46"
"09/07/2021","14:18:58.836","167.76"
"09/07/2021","14:19:05.538","168.08"
"09/07/2021","14:19:12.265","168.38"
"09/07/2021","14:19:18.935","168.68"
"09/07/2021","14:19:25.635","169"
"09/07/2021","14:19:32.335","169.3"
"09/07/2021","14:19:39.033","169.62"
"09/07/2021","14:19:45.740","169.91"
"09/07/2021","14:19:52.440","170.21"
"09/07/2021","14:19:59.133","170.53"
"09/07/2021","14:20:05.832","170.83"
"09/07/2021","14:20:12.532","171.15"
"09/07/2021","14:20:19.235","171.44"
"09/07/2021","14:20:25.932","171.73"
"09/07/2021","14:20:32.630","172.05"
"09/07/2021","14:20:39.330","172.34"
"09/07/2021","14:20:46.031","172.66"
"09/07/2021","14:20:52.745","172.95"
"09/07/2021","14:20:59.429","173.24"
"09/07/2021","14:21:06.127","173.55"
"09/07/2021","14:21:12.825","173.84"
"09/07/2021","14:21:19.527","174.15"
"09/07/2021","14:21:26.233","174.44"
"09/07/2021","14:21:32.930","174.73"
"09/07/2021","14:21:39.625","175.04"
"09/07/2021","14:21:46.323","175.33"
"09/07/2021","14:21:53.029","175.62"
"09/07/2021","14:21:59.731","175.93"
"09/07/2021","14:22:06.422","176.22"
"09/07/2021","14:22:13.121","176.53"
"09/07/2021","14:22:19.820","176.82"
"09/07/2021","14:22:26.519","177.11"
"09/07/2021","14:22:33.225","177.42"
"09/07/2021","14:22:39.918","177.7"
"09/07/2021","14:22:46.619","178.01"
"09/07/2021","14:22:53.323","178.3"
"09/07/2021","14:23:00.017","178.59"
"09/07/2021","14:23:06.724","178.89"
"09/07/2021","14:23:13.416","179.18"
"09/07/2021","14:23:20.115","179.49"
"09/07/2021","14:23:26.815","179.77"
"09/07/2021","14:23:33.515","180.06"
"09/07/2021","14:23:40.222","180.37"
"09/07/2021","14:23:46.915","180.65"
"09/07/2021","14:23:53.613","180.96"
"09/07/2021","14:24:00.323","181.24"
"09/07/2021","14:24:07.011","181.52"
"09/07/2021","14:24:13.715","181.83"
"09/07/2021","14:24:20.412","182.11"
"09/07/2021","14:24:27.110","182.42"
"09/07/2021","14:24:33.813","182.7"
"09/07/2021","14:24:40.509","182.98"
"09/07/2021","14:24:47.210","183.29"
"09/07/2021","14:24:53.908","183.57"
"09/07/2021","14:25:00.607","183.87"
"09/07/2021","14:25:07.321","184.16"
"09/07/2021","14:25:14.007","184.44"
"09/07/2021","14:25:20.707","184.74"
"09/07/2021","14:25:27.406","185.02"
"09/07/2021","14:25:34.107","185.31"
"09/07/2021","14:25:40.814","185.59"
"09/07/2021","14:25:47.506","185.87"
"09/07/2021","14:25:54.205","186.17"
"09/07/2021","14:26:00.906","186.44"
"09/07/2021","14:26:07.604","186.74"
"09/07/2021","14:26:14.320","187.02"
"09/07/2021","14:26:21.005","187.29"
"09/07/2021","14:26:27.703","187.59"
"09/07/2021","14:26:34.403","187.87"
"09/07/2021","14:26:41.103","188.14"
"09/07/2021","14:26:47.810","188.44"
"09/07/2021","14:26:54.505","188.71"
"09/07/2021","14:27:01.203","189.01"
"09/07/2021","14:27:07.907","189.28"
"09/07/2021","14:27:14.601","189.56"
"09/07/2021","14:27:21.318","189.85"
"09/07/2021","14:27:28.000","190.13"
"09/07/2021","14:27:34.705","190.42"
"09/07/2021","14:27:41.401","190.69"
"09/07/2021","14:27:48.100","190.97"
"09/07/2021","14:27:54.808","191.26"
"09/07/2021","14:28:01.500","191.53"
"09/07/2021","14:28:08.197","191.83"
"09/07/2021","14:28:14.899","192.1"
"09/07/2021","14:28:21.598","192.37"
"09/07/2021","14:28:28.314","192.66"
"09/07/2021","14:28:34.999","192.94"
"09/07/2021","14:28:41.698","193.23"
"09/07/2021","14:28:48.398","193.5"
"09/07/2021","14:28:55.097","193.77"
"09/07/2021","14:29:01.808","194.06"
"09/07/2021","14:29:08.505","194.33"
"09/07/2021","14:29:15.196","194.63"
"09/07/2021","14:29:21.897","194.9"
"09/07/2021","14:29:28.595","195.17"
"09/07/2021","14:29:35.312","195.46"
"09/07/2021","14:29:41.994","195.73"
"09/07/2021","14:29:48.693","196.02"
"09/07/2021","14:29:55.397","196.29"
"09/07/2021","14:30:02.092","196.56"
"09/07/2021","14:30:08.799","196.85"
"09/07/2021","14:30:15.503","197.12"
"09/07/2021","14:30:22.192","197.41"
"09/07/2021","14:30:28.890","197.68"
"09/07/2021","14:30:35.591","197.95"
"09/07/2021","14:30:42.310","198.24"
"09/07/2021","14:30:48.989","198.51"
"09/07/2021","14:30:55.690","198.8"
"09/07/2021","14:31:02.400","199.06"
"09/07/2021","14:31:09.088","199.33"
"09/07/2021","14:31:15.791","199.62"
"09/07/2021","14:31:22.505","199.89"
"09/07/2021","14:31:29.186","200.17"
"09/07/2021","14:31:35.886","200.44"
"09/07/2021","14:31:42.587","200.71"
"09/07/2021","14:31:49.301","200.99"
"09/07/2021","14:31:55.984","201.26"
"09/07/2021","14:32:02.684","201.52"
"09/07/2021","14:32:09.394","201.81"
"09/07/2021","14:32:16.082","202.07"
"09/07/2021","14:32:22.787","202.36"
"09/07/2021","14:32:29.486","202.62"
"09/07/2021","14:32:36.181","202.89"
"09/07/2021","14:32:42.879","203.17"
"09/07/2021","14:32:49.580","203.44"
"09/07/2021","14:32:56.290","203.72"
"09/07/2021","14:33:02.980","203.98"
"09/07/2021","14:33:09.681","204.25"
"09/07/2021","14:33:16.394","204.53"
"09/07/2021","14:33:23.076","204.8"
"09/07/2021","14:33:29.780","205.08"
"09/07/2021","14:33:36.474","205.34"
"09/07/2021","14:33:43.176","205.61"
"09/07/2021","14:33:49.874","205.89"
"09/07/2021","14:33:56.578","206.15"
"09/07/2021","14:34:03.284","206.43"
"09/07/2021","14:34:09.974","206.69"
"09/07/2021","14:34:16.673","206.96"
"09/07/2021","14:34:23.390","207.24"
"09/07/2021","14:34:30.071","207.5"
"09/07/2021","14:34:36.773","207.78"
"09/07/2021","14:34:43.469","208.04"
"09/07/2021","14:34:50.169","208.3"
"09/07/2021","14:34:56.868","208.59"
"09/07/2021","14:35:03.573","208.85"
"09/07/2021","14:35:10.302","209.13"
"09/07/2021","14:35:16.967","209.39"
"09/07/2021","14:35:23.667","209.65"
"09/07/2021","14:35:30.378","209.93"
"09/07/2021","14:35:37.068","210.19"
"09/07/2021","14:35:43.772","210.47"
"09/07/2021","14:35:50.468","210.73"
"09/07/2021","14:35:57.166","210.99"
"09/07/2021","14:36:03.865","211.27"
"09/07/2021","14:36:10.570","211.52"
"09/07/2021","14:36:17.282","211.8"
"09/07/2021","14:36:23.964","212.06"
"09/07/2021","14:36:30.664","212.32"
"09/07/2021","14:36:37.372","212.6"
"09/07/2021","14:36:44.063","212.86"
"09/07/2021","14:36:50.770","213.13"
"09/07/2021","14:36:57.461","213.39"
"09/07/2021","14:37:04.161","213.65"
"09/07/2021","14:37:10.861","213.92"
"09/07/2021","14:37:17.561","214.18"
"09/07/2021","14:37:24.288","214.43"
"09/07/2021","14:37:30.959","214.71"
"09/07/2021","14:37:37.659","214.96"
"09/07/2021","14:37:44.362","215.23"
"09/07/2021","14:37:51.056","215.49"
"09/07/2021","14:37:57.760","215.74"
"09/07/2021","14:38:04.457","216.02"
"09/07/2021","14:38:11.154","216.27"
"09/07/2021","14:38:17.855","216.54"
"09/07/2021","14:38:24.562","216.8"
"09/07/2021","14:38:31.279","217.05"
"09/07/2021","14:38:37.953","217.32"
"09/07/2021","14:38:44.652","217.57"
"09/07/2021","14:38:51.352","217.85"
"09/07/2021","14:38:58.050","218.1"
"09/07/2021","14:39:04.756","218.35"
"09/07/2021","14:39:11.449","218.62"
"09/07/2021","14:39:18.150","218.88"
"09/07/2021","14:39:24.848","219.15"
"09/07/2021","14:39:31.549","219.4"
"09/07/2021","14:39:38.278","219.65"
"09/07/2021","14:39:44.947","219.92"
"09/07/2021","14:39:51.646","220.17"
"09/07/2021","14:39:58.346","220.44"
"09/07/2021","14:40:05.047","220.7"
"09/07/2021","14:40:11.752","220.95"
"09/07/2021","14:40:18.445","221.22"
"09/07/2021","14:40:25.146","221.47"
"09/07/2021","14:40:31.843","221.74"
"09/07/2021","14:40:38.543","222"
"09/07/2021","14:40:45.281","222.24"
"09/07/2021","14:40:51.942","222.51"
"09/07/2021","14:40:58.640","222.77"
"09/07/2021","14:41:05.340","223.04"
"09/07/2021","14:41:12.039","223.28"
"09/07/2021","14:41:18.745","223.54"
"09/07/2021","14:41:25.439","223.81"
"09/07/2021","14:41:32.140","224.06"
"09/07/2021","14:41:38.837","224.33"
"09/07/2021","14:41:45.544","224.58"
"09/07/2021","14:41:52.265","224.83"
"09/07/2021","14:41:58.936","225.1"
"09/07/2021","14:42:05.637","225.35"
"09/07/2021","14:42:12.336","225.62"
"09/07/2021","14:42:19.034","225.86"
"09/07/2021","14:42:25.746","226.11"
"09/07/2021","14:42:32.434","226.38"
