"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3846 (1137337) [Titan Krios G3i (3.1)]"
"08/15/2021","13:08:37.349","266.89"
"08/15/2021","13:08:44.049","267"
"08/15/2021","13:08:50.747","267.11"
"08/15/2021","13:09:04.148","267.33"
"08/15/2021","13:09:10.846","267.44"
"08/15/2021","13:09:17.546","267.54"
"08/15/2021","13:09:24.244","267.66"
"08/15/2021","13:09:37.643","267.88"
"08/15/2021","13:09:44.343","267.98"
"08/15/2021","13:09:51.043","268.09"
"08/15/2021","13:09:57.741","268.2"
"08/15/2021","13:10:04.441","268.31"
"08/15/2021","13:10:11.140","268.43"
"08/15/2021","13:10:17.839","268.54"
"08/15/2021","13:10:31.238","268.76"
"08/15/2021","13:10:37.938","268.86"
"08/15/2021","13:10:44.636","268.98"
"08/15/2021","13:10:51.340","269.09"
"08/15/2021","13:10:58.036","269.19"
"08/15/2021","13:11:04.735","269.31"
"08/15/2021","13:11:11.434","269.42"
"08/15/2021","13:11:18.134","269.53"
"08/15/2021","13:11:24.833","269.64"
"08/15/2021","13:11:31.532","269.75"
"08/15/2021","13:11:38.232","269.87"
"08/15/2021","13:11:44.932","269.97"
"08/15/2021","13:11:51.631","270.08"
"08/15/2021","13:11:58.332","270.2"
"08/15/2021","13:12:05.030","270.3"
"08/15/2021","13:12:11.729","270.42"
"08/15/2021","13:12:18.431","270.53"
"08/15/2021","13:12:25.128","270.64"
"08/15/2021","13:12:31.827","270.75"
"08/15/2021","13:12:38.526","270.86"
"08/15/2021","13:12:45.226","270.98"
"08/15/2021","13:12:58.625","271.2"
"08/15/2021","13:13:05.325","271.31"
"08/15/2021","13:13:12.024","271.42"
"08/15/2021","13:13:18.724","271.53"
"08/15/2021","13:13:25.427","271.64"
"08/15/2021","13:13:32.123","271.75"
"08/15/2021","13:13:38.822","271.87"
"08/15/2021","13:13:45.519","271.97"
"08/15/2021","13:13:52.222","272.08"
"08/15/2021","13:13:58.925","272.2"
"08/15/2021","13:14:05.620","272.31"
"08/15/2021","13:14:12.320","272.43"
"08/15/2021","13:14:19.019","272.54"
"08/15/2021","13:14:25.718","272.65"
"08/15/2021","13:14:32.424","272.76"
"08/15/2021","13:14:39.119","272.87"
"08/15/2021","13:14:45.817","272.99"
"08/15/2021","13:14:59.216","273.2"
"08/15/2021","13:15:05.918","273.32"
"08/15/2021","13:15:12.614","273.43"
"08/15/2021","13:15:19.314","273.54"
"08/15/2021","13:15:26.017","273.66"
"08/15/2021","13:15:32.711","273.77"
"08/15/2021","13:15:39.419","273.88"
"08/15/2021","13:15:46.111","273.99"
"08/15/2021","13:15:52.811","274.1"
"08/15/2021","13:15:59.509","274.22"
"08/15/2021","13:16:06.208","274.33"
"08/15/2021","13:16:12.908","274.45"
"08/15/2021","13:16:19.607","274.55"
"08/15/2021","13:16:26.307","274.66"
"08/15/2021","13:16:33.006","274.78"
"08/15/2021","13:16:39.705","274.89"
"08/15/2021","13:16:46.407","275"
"08/15/2021","13:16:53.103","275.11"
"08/15/2021","13:16:59.803","275.22"
"08/15/2021","13:17:06.503","275.34"
"08/15/2021","13:17:13.201","275.45"
"08/15/2021","13:17:19.901","275.56"
"08/15/2021","13:17:26.597","275.68"
"08/15/2021","13:17:33.303","275.79"
"08/15/2021","13:17:39.999","275.91"
"08/15/2021","13:17:53.402","276.12"
"08/15/2021","13:18:00.097","276.24"
"08/15/2021","13:18:06.796","276.35"
"08/15/2021","13:18:13.496","276.46"
"08/15/2021","13:18:20.195","276.58"
"08/15/2021","13:18:26.894","276.69"
"08/15/2021","13:18:33.594","276.81"
"08/15/2021","13:18:40.297","276.92"
"08/15/2021","13:18:46.993","277.03"
"08/15/2021","13:18:53.693","277.14"
"08/15/2021","13:19:00.393","277.26"
"08/15/2021","13:19:07.092","277.37"
"08/15/2021","13:19:13.792","277.49"
"08/15/2021","13:19:20.492","277.6"
"08/15/2021","13:19:27.193","277.71"
"08/15/2021","13:19:33.891","277.82"
"08/15/2021","13:19:40.591","277.94"
"08/15/2021","13:19:47.301","278.05"
"08/15/2021","13:19:53.989","278.16"
"08/15/2021","13:20:00.689","278.28"
"08/15/2021","13:20:07.388","278.39"
"08/15/2021","13:20:14.089","278.51"
"08/15/2021","13:20:20.788","278.62"
"08/15/2021","13:20:27.487","278.73"
"08/15/2021","13:20:34.187","278.85"
"08/15/2021","13:20:40.886","278.96"
"08/15/2021","13:20:47.585","279.08"
"08/15/2021","13:20:54.296","279.19"
"08/15/2021","13:21:00.984","279.3"
"08/15/2021","13:21:07.684","279.42"
"08/15/2021","13:21:21.083","279.64"
"08/15/2021","13:21:27.783","279.75"
"08/15/2021","13:21:34.482","279.86"
"08/15/2021","13:21:41.188","279.98"
"08/15/2021","13:21:47.881","280.09"
"08/15/2021","13:21:54.580","280.2"
"08/15/2021","13:22:01.297","280.32"
"08/15/2021","13:22:07.979","280.43"
"08/15/2021","13:22:14.678","280.55"
"08/15/2021","13:22:21.379","280.66"
"08/15/2021","13:22:28.077","280.77"
"08/15/2021","13:22:34.776","280.88"
"08/15/2021","13:22:41.476","280.99"
"08/15/2021","13:22:48.175","281.1"
"08/15/2021","13:22:54.874","281.22"
"08/15/2021","13:23:01.574","281.33"
"08/15/2021","13:23:08.276","281.45"
"08/15/2021","13:23:14.973","281.56"
"08/15/2021","13:23:21.673","281.67"
"08/15/2021","13:23:28.372","281.78"
"08/15/2021","13:23:35.071","281.89"
"08/15/2021","13:23:41.770","282.01"
"08/15/2021","13:23:48.471","282.12"
"08/15/2021","13:23:55.171","282.23"
"08/15/2021","13:24:01.869","282.35"
"08/15/2021","13:24:08.568","282.46"
"08/15/2021","13:24:15.267","282.58"
"08/15/2021","13:24:21.967","282.69"
"08/15/2021","13:24:28.666","282.8"
"08/15/2021","13:24:35.365","282.91"
"08/15/2021","13:24:42.065","283.02"
"08/15/2021","13:24:48.764","283.14"
"08/15/2021","13:24:55.464","283.25"
"08/15/2021","13:25:02.167","283.36"
"08/15/2021","13:25:08.862","283.48"
"08/15/2021","13:25:15.563","283.59"
"08/15/2021","13:25:22.260","283.71"
"08/15/2021","13:25:28.961","283.82"
"08/15/2021","13:25:35.659","283.92"
"08/15/2021","13:25:42.359","284.04"
"08/15/2021","13:25:49.059","284.15"
"08/15/2021","13:25:55.758","284.27"
"08/15/2021","13:26:02.456","284.38"
"08/15/2021","13:26:09.167","284.49"
"08/15/2021","13:26:15.856","284.61"
"08/15/2021","13:26:22.556","284.72"
"08/15/2021","13:26:35.953","284.94"
"08/15/2021","13:26:42.654","285.05"
"08/15/2021","13:26:49.352","285.17"
"08/15/2021","13:26:56.052","285.28"
"08/15/2021","13:27:02.751","285.39"
"08/15/2021","13:27:09.448","285.51"
"08/15/2021","13:27:16.156","285.62"
"08/15/2021","13:27:22.849","285.74"
"08/15/2021","13:27:29.548","285.85"
"08/15/2021","13:27:42.947","286.07"
"08/15/2021","13:27:49.647","286.18"
"08/15/2021","13:27:56.346","286.3"
"08/15/2021","13:28:03.045","286.41"
"08/15/2021","13:28:09.745","286.52"
"08/15/2021","13:28:16.444","286.64"
"08/15/2021","13:28:23.146","286.75"
"08/15/2021","13:28:29.843","286.86"
"08/15/2021","13:28:36.542","286.97"
"08/15/2021","13:28:49.941","287.18"
"08/15/2021","13:29:03.339","287.37"
"08/15/2021","13:29:16.738","287.54"
"08/15/2021","13:29:30.136","287.7"
"08/15/2021","13:29:43.536","287.84"
"08/15/2021","13:29:56.936","287.97"
"08/15/2021","13:30:17.033","288.12"
"08/15/2021","13:30:37.131","288.24"
"08/15/2021","13:31:03.931","288.35"
"08/15/2021","13:34:01.462","288.24"
"08/15/2021","13:34:34.959","288.13"
"08/15/2021","13:35:08.457","288.01"
"08/15/2021","13:35:41.954","287.88"
"08/15/2021","13:36:08.755","287.77"
"08/15/2021","13:36:35.549","287.66"
"08/15/2021","13:37:02.346","287.55"
"08/15/2021","13:37:29.156","287.43"
"08/15/2021","13:37:55.941","287.32"
"08/15/2021","13:38:22.740","287.21"
"08/15/2021","13:38:49.537","287.1"
"08/15/2021","13:39:16.335","286.98"
"08/15/2021","13:39:43.133","286.87"
"08/15/2021","13:40:09.931","286.77"
"08/15/2021","13:40:36.729","286.66"
"08/15/2021","13:41:03.526","286.56"
"08/15/2021","13:41:30.326","286.45"
"08/15/2021","13:42:03.821","286.33"
"08/15/2021","13:42:37.320","286.21"
"08/15/2021","13:43:10.818","286.09"
"08/15/2021","13:43:44.315","285.97"
"08/15/2021","13:44:17.810","285.86"
"08/15/2021","13:44:51.308","285.75"
"08/15/2021","13:45:24.804","285.65"
"08/15/2021","13:45:58.302","285.54"
"08/15/2021","13:46:31.799","285.44"
"08/15/2021","13:47:11.995","285.33"
"08/15/2021","13:47:52.191","285.22"
"08/15/2021","13:48:32.392","285.11"
"08/15/2021","13:49:12.584","285.01"
"08/15/2021","13:49:59.481","284.89"
"08/15/2021","13:50:46.376","284.78"
"08/15/2021","13:51:33.282","284.67"
"08/15/2021","13:52:20.168","284.57"
"08/15/2021","13:53:13.764","284.46"
"08/15/2021","13:54:07.360","284.35"
"08/15/2021","13:55:00.956","284.25"
"08/15/2021","13:56:01.248","284.14"
"08/15/2021","13:57:08.242","284.03"
"08/15/2021","13:58:18.588","283.92"
"08/15/2021","13:59:25.583","283.82"
"08/15/2021","14:00:45.975","283.71"
"08/15/2021","14:02:09.718","283.6"
"08/15/2021","14:03:36.807","283.5"
"08/15/2021","14:05:10.601","283.4"
"08/15/2021","14:07:04.487","283.29"
"08/15/2021","14:09:01.730","283.19"
"08/15/2021","14:11:19.066","283.09"
"08/15/2021","14:15:16.895","283.2"
"08/15/2021","14:15:30.303","283.3"
"08/15/2021","14:15:43.693","283.41"
"08/15/2021","14:15:57.092","283.54"
"08/15/2021","14:16:10.491","283.7"
"08/15/2021","14:16:23.889","283.86"
"08/15/2021","14:16:37.301","284.05"
"08/15/2021","14:16:50.686","284.24"
"08/15/2021","14:17:04.086","284.44"
"08/15/2021","14:17:10.784","284.55"
"08/15/2021","14:17:17.483","284.66"
"08/15/2021","14:17:24.183","284.77"
"08/15/2021","14:17:30.883","284.88"
"08/15/2021","14:17:37.581","284.99"
"08/15/2021","14:17:44.304","285.12"
"08/15/2021","14:17:50.980","285.23"
"08/15/2021","14:17:57.680","285.36"
"08/15/2021","14:18:04.379","285.48"
"08/15/2021","14:18:11.078","285.6"
"08/15/2021","14:18:17.778","285.74"
"08/15/2021","14:18:24.478","285.86"
"08/15/2021","14:18:31.178","285.98"
"08/15/2021","14:18:37.877","286.11"
"08/15/2021","14:18:44.576","286.24"
"08/15/2021","14:18:51.281","286.38"
"08/15/2021","14:18:57.975","286.51"
"08/15/2021","14:19:04.674","286.64"
"08/15/2021","14:19:11.374","286.78"
"08/15/2021","14:19:18.073","286.91"
"08/15/2021","14:19:24.773","287.06"
"08/15/2021","14:19:31.472","287.19"
"08/15/2021","14:19:38.171","287.32"
"08/15/2021","14:19:44.871","287.47"
"08/15/2021","14:19:51.569","287.6"
"08/15/2021","14:19:58.272","287.75"
"08/15/2021","14:20:04.968","287.88"
"08/15/2021","14:20:11.667","288.02"
"08/15/2021","14:20:18.367","288.17"
"08/15/2021","14:20:25.067","288.31"
"08/15/2021","14:20:31.765","288.45"
"08/15/2021","14:20:38.465","288.59"
"08/15/2021","14:20:45.166","288.73"
"08/15/2021","14:20:51.862","288.87"
"08/15/2021","14:20:58.563","289.01"
"08/15/2021","14:21:05.262","289.16"
"08/15/2021","14:21:11.962","289.3"
"08/15/2021","14:21:18.661","289.45"
"08/15/2021","14:21:25.361","289.59"
"08/15/2021","14:21:32.060","289.73"
"08/15/2021","14:21:38.759","289.88"
"08/15/2021","14:21:45.459","290.02"
"08/15/2021","14:21:52.165","290.16"
"08/15/2021","14:21:58.857","290.31"
"08/15/2021","14:22:05.557","290.45"
"08/15/2021","14:22:12.256","290.6"
"08/15/2021","14:22:18.956","290.75"
"08/15/2021","14:22:25.655","290.89"
"08/15/2021","14:22:32.354","291.03"
"08/15/2021","14:22:39.054","291.17"
"08/15/2021","14:22:45.753","291.31"
"08/15/2021","14:22:52.452","291.46"
"08/15/2021","14:22:59.171","291.61"
"08/15/2021","14:23:05.851","291.76"
"08/15/2021","14:23:12.551","291.9"
"08/15/2021","14:23:19.250","292.04"
"08/15/2021","14:23:25.948","292.19"
"08/15/2021","14:23:32.649","292.33"
"08/15/2021","14:23:39.347","292.48"
"08/15/2021","14:23:46.047","292.62"
"08/15/2021","14:23:52.751","292.76"
"08/15/2021","14:23:59.446","292.91"
"08/15/2021","14:24:06.147","293.05"
"08/15/2021","14:24:12.844","293.2"
"08/15/2021","14:24:19.543","293.34"
"08/15/2021","14:24:26.243","293.48"
"08/15/2021","14:24:32.940","293.63"
"08/15/2021","14:24:39.642","293.76"
"08/15/2021","14:24:46.341","293.91"
"08/15/2021","14:24:53.040","294.05"
"08/15/2021","14:24:59.740","294.19"
"08/15/2021","14:25:06.439","294.34"
"08/15/2021","14:25:13.139","294.48"
"08/15/2021","14:25:19.835","294.63"
"08/15/2021","14:25:26.537","294.77"
"08/15/2021","14:25:33.237","294.9"
"08/15/2021","14:25:39.936","295.05"
"08/15/2021","14:25:46.635","295.19"
"08/15/2021","14:25:53.335","295.34"
"08/15/2021","14:26:00.034","295.47"
"08/15/2021","14:26:06.734","295.61"
"08/15/2021","14:26:13.433","295.76"
"08/15/2021","14:26:20.132","295.9"
"08/15/2021","14:26:26.832","296.04"
"08/15/2021","14:26:33.531","296.18"
"08/15/2021","14:26:40.230","296.32"
"08/15/2021","14:26:46.930","296.46"
"08/15/2021","14:26:53.629","296.6"
"08/15/2021","14:27:00.328","296.74"
"08/15/2021","14:27:07.027","296.88"
"08/15/2021","14:27:13.726","297.02"
"08/15/2021","14:27:20.426","297.17"
"08/15/2021","14:27:27.125","297.3"
"08/15/2021","14:27:33.825","297.44"
"08/15/2021","14:27:40.524","297.58"
"08/15/2021","14:27:47.223","297.72"
"08/15/2021","14:27:53.923","297.86"
"08/15/2021","14:28:00.622","298"
"08/15/2021","14:28:07.324","298.13"
"08/15/2021","14:28:14.021","298.28"
"08/15/2021","14:28:20.720","298.41"
"08/15/2021","14:28:27.421","298.56"
"08/15/2021","14:28:34.119","298.69"
"08/15/2021","14:28:40.819","298.82"
"08/15/2021","14:28:47.518","298.96"
"08/15/2021","14:28:54.217","299.1"
"08/15/2021","14:29:00.917","299.24"
"08/15/2021","14:29:07.616","299.37"
"08/15/2021","14:29:14.317","299.5"
"08/15/2021","14:29:21.015","299.63"
"08/15/2021","14:29:27.714","299.76"
"08/15/2021","14:29:34.418","299.89"
"08/15/2021","14:29:41.110","300.01"
"08/15/2021","14:29:47.814","300.12"
"08/15/2021","14:29:54.511","300.24"
"08/15/2021","14:30:01.211","300.35"
"08/15/2021","14:30:07.909","300.46"
"08/15/2021","14:30:14.610","300.56"
"08/15/2021","14:30:28.009","300.74"
"08/15/2021","14:30:41.410","300.91"
"08/15/2021","14:30:54.807","301.05"
"08/15/2021","14:31:08.204","301.19"
"08/15/2021","14:31:21.603","301.31"
"08/15/2021","14:31:35.002","301.42"
"08/15/2021","14:31:55.100","301.54"
"08/15/2021","14:32:15.196","301.65"
"08/15/2021","14:32:41.996","301.76"
"08/15/2021","14:33:22.192","301.86"
"08/15/2021","14:36:49.872","301.76"
"08/15/2021","14:37:50.169","301.64"
"08/15/2021","14:38:43.764","301.53"
"08/15/2021","14:39:37.357","301.41"
"08/15/2021","14:40:24.255","301.31"
"08/15/2021","14:41:11.146","301.21"
"08/15/2021","14:42:04.740","301.1"
"08/15/2021","14:42:51.640","301"
"08/15/2021","14:43:38.534","300.9"
"08/15/2021","14:44:32.129","300.79"
"08/15/2021","14:45:25.724","300.69"
"08/15/2021","14:46:19.319","300.59"
"08/15/2021","14:47:19.613","300.48"
"08/15/2021","14:48:19.906","300.38"
"08/15/2021","14:49:20.202","300.28"
"08/15/2021","14:50:33.897","300.17"
"08/15/2021","14:51:40.889","300.07"
"08/15/2021","14:52:57.931","299.96"
"08/15/2021","14:54:18.324","299.85"
"08/15/2021","14:55:38.720","299.75"
"08/15/2021","14:57:05.808","299.65"
"08/15/2021","14:58:46.301","299.54"
"08/15/2021","15:00:23.446","299.44"
"08/15/2021","15:02:10.634","299.34"
"08/15/2021","15:04:17.923","299.23"
"08/15/2021","15:06:25.211","299.13"
"08/15/2021","15:08:45.897","299.03"
"08/15/2021","15:11:40.080","298.92"
"08/15/2021","15:14:40.964","298.82"
"08/15/2021","15:18:32.091","298.71"
"08/15/2021","15:23:13.465","298.6"
"08/15/2021","15:28:28.337","298.5"
"08/15/2021","15:35:27.050","298.4"
"08/15/2021","15:47:37.303","298.29"
"08/15/2021","17:27:06.434","298.4"
"08/15/2021","17:51:46.998","298.5"
"08/15/2021","18:15:03.820","298.6"
"08/15/2021","18:40:01.140","298.71"
"08/15/2021","19:01:57.566","298.81"
"08/15/2021","19:24:20.788","298.91"
"08/15/2021","19:48:31.214","299.02"
"08/15/2021","20:10:20.928","299.12"
"08/15/2021","20:32:34.124","299.22"
"08/15/2021","20:57:14.676","299.33"
"08/15/2021","21:19:47.956","299.43"
"08/15/2021","21:44:55.317","299.54"
"08/15/2021","22:10:52.924","299.65"
"08/15/2021","22:34:39.895","299.75"
"08/15/2021","22:58:53.664","299.85"
"08/15/2021","23:26:38.457","299.96"
"08/15/2021","23:52:19.306","300.06"
"08/16/2021","00:19:23.912","300.16"
"08/16/2021","00:49:39.445","300.27"
"08/16/2021","01:18:11.135","300.37"
"08/16/2021","01:47:23.029","300.47"
"08/16/2021","02:21:09.599","300.58"
"08/16/2021","02:53:49.161","300.68"
"08/16/2021","03:31:20.158","300.79"
"08/16/2021","04:10:11.541","300.9"
"08/16/2021","04:48:26.074","301"
"08/16/2021","05:28:47.900","301.1"
"08/16/2021","06:03:04.622","301"
"08/16/2021","06:03:11.309","300.9"
"08/16/2021","06:03:18.009","300.74"
"08/16/2021","06:03:24.708","300.54"
"08/16/2021","06:03:31.417","300.26"
"08/16/2021","06:03:38.116","299.95"
"08/16/2021","06:03:44.808","299.59"
"08/16/2021","06:03:51.507","299.14"
"08/16/2021","06:03:58.211","298.67"
"08/16/2021","06:04:04.920","298.13"
"08/16/2021","06:04:11.613","297.48"
"08/16/2021","06:04:18.312","296.79"
"08/16/2021","06:04:25.012","295.91"
"08/16/2021","06:04:31.713","294.96"
"08/16/2021","06:04:38.415","293.84"
"08/16/2021","06:04:45.119","292.46"
"08/16/2021","06:04:51.811","290.98"
"08/16/2021","06:04:58.512","289.19"
"08/16/2021","06:05:05.211","287.35"
"08/16/2021","06:05:11.910","285.33"
"08/16/2021","06:05:18.609","282.98"
"08/16/2021","06:05:25.321","280.62"
"08/16/2021","06:05:32.010","277.92"
"08/16/2021","06:05:38.708","275.27"
"08/16/2021","06:05:45.413","272.49"
"08/16/2021","06:05:52.109","269.37"
"08/16/2021","06:05:58.807","266.38"
"08/16/2021","06:06:05.505","263.08"
"08/16/2021","06:06:12.205","259.93"
"08/16/2021","06:06:18.904","256.7"
"08/16/2021","06:06:25.604","253.17"
"08/16/2021","06:06:32.303","249.84"
"08/16/2021","06:06:39.005","246.23"
"08/16/2021","06:06:45.703","242.84"
"08/16/2021","06:06:52.414","239.42"
"08/16/2021","06:06:59.103","235.72"
"08/16/2021","06:07:05.803","232.3"
"08/16/2021","06:07:12.501","228.63"
"08/16/2021","06:07:19.203","225.19"
"08/16/2021","06:07:25.902","221.76"
"08/16/2021","06:07:32.601","218.11"
"08/16/2021","06:07:39.301","214.74"
"08/16/2021","06:07:45.999","211.38"
"08/16/2021","06:07:52.700","207.78"
"08/16/2021","06:07:59.402","204.48"
"08/16/2021","06:08:06.099","200.98"
"08/16/2021","06:08:12.798","197.77"
"08/16/2021","06:08:19.498","194.56"
"08/16/2021","06:08:26.201","191.18"
"08/16/2021","06:08:32.896","188.08"
"08/16/2021","06:08:39.595","184.82"
"08/16/2021","06:08:46.299","181.8"
"08/16/2021","06:08:52.996","178.84"
"08/16/2021","06:08:59.695","175.72"
"08/16/2021","06:09:06.397","172.88"
"08/16/2021","06:09:13.094","169.86"
"08/16/2021","06:09:19.797","167.11"
"08/16/2021","06:09:26.493","164.41"
"08/16/2021","06:09:33.194","161.59"
"08/16/2021","06:09:39.899","159.02"
"08/16/2021","06:09:46.592","156.29"
"08/16/2021","06:09:53.299","153.82"
"08/16/2021","06:09:59.993","151.41"
"08/16/2021","06:10:06.691","148.89"
"08/16/2021","06:10:13.391","146.59"
"08/16/2021","06:10:20.090","144.35"
"08/16/2021","06:10:26.789","142"
"08/16/2021","06:10:33.490","139.88"
"08/16/2021","06:10:40.192","137.66"
"08/16/2021","06:10:46.888","135.65"
"08/16/2021","06:10:53.587","133.68"
"08/16/2021","06:11:00.295","131.64"
"08/16/2021","06:11:06.988","129.8"
"08/16/2021","06:11:13.685","127.9"
"08/16/2021","06:11:20.384","126.16"
"08/16/2021","06:11:27.084","124.48"
"08/16/2021","06:11:33.782","122.73"
"08/16/2021","06:11:40.485","121.17"
"08/16/2021","06:11:47.181","119.54"
"08/16/2021","06:11:53.880","118.09"
"08/16/2021","06:12:00.580","116.67"
"08/16/2021","06:12:07.297","115.2"
"08/16/2021","06:12:13.981","113.89"
"08/16/2021","06:12:20.679","112.53"
"08/16/2021","06:12:27.379","111.32"
"08/16/2021","06:12:34.079","110.16"
"08/16/2021","06:12:40.778","108.96"
"08/16/2021","06:12:47.480","107.87"
"08/16/2021","06:12:54.177","106.75"
"08/16/2021","06:13:00.875","105.76"
"08/16/2021","06:13:07.576","104.8"
"08/16/2021","06:13:14.295","103.82"
"08/16/2021","06:13:20.974","102.96"
"08/16/2021","06:13:27.673","102.06"
"08/16/2021","06:13:34.373","101.27"
"08/16/2021","06:13:41.071","100.51"
"08/16/2021","06:13:47.772","99.72"
"08/16/2021","06:13:54.471","99.02"
"08/16/2021","06:14:01.171","98.3"
"08/16/2021","06:14:07.870","97.66"
"08/16/2021","06:14:14.569","97.05"
"08/16/2021","06:14:21.275","96.43"
"08/16/2021","06:14:27.968","95.88"
"08/16/2021","06:14:34.670","95.35"
"08/16/2021","06:14:41.369","94.82"
"08/16/2021","06:14:48.067","94.34"
"08/16/2021","06:14:54.768","93.85"
"08/16/2021","06:15:01.467","93.42"
"08/16/2021","06:15:08.166","93"
"08/16/2021","06:15:14.865","92.57"
"08/16/2021","06:15:21.565","92.2"
"08/16/2021","06:15:28.265","91.81"
"08/16/2021","06:15:34.963","91.46"
"08/16/2021","06:15:41.662","91.13"
"08/16/2021","06:15:48.362","90.8"
"08/16/2021","06:15:55.061","90.5"
"08/16/2021","06:16:01.760","90.2"
"08/16/2021","06:16:08.461","89.93"
"08/16/2021","06:16:15.166","89.67"
"08/16/2021","06:16:21.860","89.41"
"08/16/2021","06:16:28.560","89.17"
"08/16/2021","06:16:35.258","88.93"
"08/16/2021","06:16:41.958","88.72"
"08/16/2021","06:16:48.657","88.51"
"08/16/2021","06:16:55.357","88.3"
"08/16/2021","06:17:02.057","88.12"
"08/16/2021","06:17:08.757","87.92"
"08/16/2021","06:17:15.455","87.76"
"08/16/2021","06:17:22.165","87.59"
"08/16/2021","06:17:28.853","87.42"
"08/16/2021","06:17:35.552","87.27"
"08/16/2021","06:17:42.252","87.11"
"08/16/2021","06:17:48.952","86.98"
"08/16/2021","06:17:55.650","86.84"
"08/16/2021","06:18:02.349","86.7"
"08/16/2021","06:18:09.051","86.58"
"08/16/2021","06:18:15.749","86.46"
"08/16/2021","06:18:22.448","86.33"
"08/16/2021","06:18:29.161","86.22"
"08/16/2021","06:18:35.847","86.11"
"08/16/2021","06:18:42.547","86"
"08/16/2021","06:18:55.951","85.8"
"08/16/2021","06:19:09.344","85.61"
"08/16/2021","06:19:22.744","85.44"
"08/16/2021","06:19:36.152","85.27"
"08/16/2021","06:19:49.540","85.12"
"08/16/2021","06:20:02.939","84.97"
"08/16/2021","06:20:16.338","84.83"
"08/16/2021","06:20:29.737","84.71"
"08/16/2021","06:20:43.136","84.59"
"08/16/2021","06:20:56.534","84.47"
"08/16/2021","06:21:16.634","84.31"
"08/16/2021","06:21:30.032","84.21"
"08/16/2021","06:21:50.130","84.07"
"08/16/2021","06:22:10.231","83.94"
"08/16/2021","06:22:30.329","83.81"
"08/16/2021","06:22:50.429","83.7"
"08/16/2021","06:23:10.526","83.59"
"08/16/2021","06:23:30.627","83.49"
"08/16/2021","06:23:57.427","83.35"
"08/16/2021","06:24:24.221","83.24"
"08/16/2021","06:24:51.020","83.13"
"08/16/2021","06:25:17.816","83.02"
"08/16/2021","06:25:51.313","82.89"
"08/16/2021","06:26:24.811","82.78"
"08/16/2021","06:26:58.307","82.66"
"08/16/2021","06:27:38.504","82.54"
"08/16/2021","06:28:18.701","82.43"
"08/16/2021","06:28:58.898","82.32"
"08/16/2021","06:29:45.794","82.2"
"08/16/2021","06:30:32.691","82.09"
"08/16/2021","06:31:19.585","81.99"
"08/16/2021","06:32:13.181","81.88"
"08/16/2021","06:33:13.476","81.77"
"08/16/2021","06:34:13.769","81.66"
"08/16/2021","06:35:20.764","81.55"
"08/16/2021","06:36:27.758","81.44"
"08/16/2021","06:37:41.452","81.33"
"08/16/2021","06:39:01.844","81.22"
"08/16/2021","06:40:28.937","81.11"
"08/16/2021","06:42:12.782","81"
"08/16/2021","06:44:10.020","80.89"
"08/16/2021","06:46:27.358","80.78"
"08/16/2021","06:49:14.844","80.67"
"08/16/2021","06:52:12.375","80.57"
"08/16/2021","06:56:16.906","80.46"
"08/16/2021","07:02:05.265","80.35"
"08/16/2021","07:10:47.827","80.24"
"08/16/2021","07:24:45.257","80.13"
"08/16/2021","07:50:16.074","80.02"
"08/16/2021","10:59:11.509","79.91"
"08/16/2021","12:24:39.945","80.01"
"08/16/2021","12:25:26.828","80.12"
"08/16/2021","12:33:59.337","80.23"
"08/16/2021","14:14:38.876","80.13"
"08/16/2021","22:12:12.357","80.23"
"08/16/2021","22:13:26.046","80.34"
"08/16/2021","22:16:26.924","80.24"
"08/17/2021","05:58:12.399","80.13"
"08/17/2021","07:58:20.995","80.23"
"08/17/2021","09:07:14.535","80.34"
"08/17/2021","10:34:43.541","80.23"
"08/17/2021","17:25:03.939","80.34"
"08/17/2021","20:20:32.093","80.24"
"08/18/2021","03:07:11.405","80.34"
"08/18/2021","05:32:50.812","80.24"
"08/18/2021","12:06:09.537","80.34"
"08/18/2021","16:57:21.610","80.24"
"08/19/2021","01:59:47.369","80.13"
"08/19/2021","05:32:02.956","80.23"
"08/19/2021","07:22:21.985","80.13"
"08/19/2021","13:39:12.559","80.23"
"08/19/2021","22:58:33.308","80.13"
"08/19/2021","23:04:35.074","80.01"
"08/20/2021","06:22:20.159","80.12"
"08/20/2021","06:42:09.299","80.24"
"08/20/2021","18:42:09.300","80.23"
"08/20/2021","23:06:51.536","80.13"
"08/21/2021","07:18:05.675","80.23"
"08/21/2021","19:18:05.675","80.24"
"08/22/2021","07:18:05.676","80.2"
"08/22/2021","08:05:52.112","80.31"
"08/22/2021","08:09:03.050","80.21"
"08/22/2021","20:09:03.051","80.21"
"08/22/2021","22:42:42.699","80.1"
"08/23/2021","00:25:02.719","80.2"
"08/23/2021","02:13:07.760","80.1"
"08/23/2021","09:25:48.030","80.2"
"08/23/2021","21:25:48.031","80.22"
"08/23/2021","23:00:40.480","80.11"
"08/24/2021","01:57:29.025","80.22"
"08/24/2021","10:12:57.722","80.33"
"08/24/2021","10:23:07.373","80.22"
"08/24/2021","18:30:30.366","80.33"
"08/25/2021","06:30:30.367","80.29"
"08/25/2021","08:53:20.285","80.28"
"08/25/2021","08:54:25.311","0"
