"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3663 (1063996) [Titan Krios G2]","3663 (1063996) [Titan Krios G2]"
"08/26/2021","03:28:23.265","3638.589",""
"08/26/2021","03:28:36.462","80742.017",""
"08/26/2021","03:31:16.762","2259.761",""
"08/26/2021","03:31:32.677","3638.589",""
"08/26/2021","03:31:46.626","80742.017",""
"08/26/2021","03:34:58.029","3638.589",""
"08/26/2021","03:35:13.313","80742.017",""
"08/26/2021","03:38:04.682","2259.761",""
"08/26/2021","03:38:57.833","3638.589",""
"08/26/2021","03:39:32.801","2259.761",""
"08/26/2021","03:39:48.120","3638.589",""
"08/26/2021","03:40:01.997","80742.017",""
"08/26/2021","03:43:38.064","3638.589",""
"08/26/2021","03:43:53.111","80742.017",""
"08/26/2021","03:46:29.348","3638.589",""
"08/26/2021","03:46:43.941","80742.017",""
"08/26/2021","03:50:19.176","3638.589",""
"08/26/2021","03:50:34.922","80742.017",""
"08/26/2021","03:52:39.008","2259.761",""
"08/26/2021","03:53:30.926","3638.589",""
"08/26/2021","03:54:08.352","2259.761",""
"08/26/2021","03:54:23.532","3638.589",""
"08/26/2021","03:54:37.500","80742.017",""
"08/26/2021","03:58:01.065","3638.589",""
"08/26/2021","03:58:16.248","80742.017",""
"08/26/2021","03:59:08.135","3638.589",""
"08/26/2021","03:59:16.510","80742.017",""
"08/26/2021","03:59:58.297","2259.761",""
"08/26/2021","04:00:17.656","3638.589",""
"08/26/2021","04:00:32.180","80742.017",""
"08/26/2021","04:01:24.041","3638.589",""
"08/26/2021","04:01:32.510","80742.017",""
"08/26/2021","04:02:30.042","2259.761",""
"08/26/2021","04:02:46.412","3638.589",""
"08/26/2021","04:03:01.019","80742.017",""
"08/26/2021","04:05:41.302","2259.761",""
"08/26/2021","04:06:33.747","3638.589",""
"08/26/2021","04:07:15.295","2259.761",""
"08/26/2021","04:07:30.531","3638.589",""
"08/26/2021","04:07:44.409","80742.017",""
"08/26/2021","04:10:56.361","3638.589",""
"08/26/2021","04:11:11.349","80742.017",""
"08/26/2021","04:14:00.104","3638.589",""
"08/26/2021","04:14:14.879","80742.017",""
"08/26/2021","04:16:50.621","3638.589",""
"08/26/2021","04:17:05.801","80742.017",""
"08/26/2021","04:20:56.439","2259.761",""
"08/26/2021","04:21:49.138","3638.589",""
"08/26/2021","04:22:25.073","2259.761",""
"08/26/2021","04:22:40.429","3638.589",""
"08/26/2021","04:23:06.945","80742.017",""
"08/26/2021","04:26:31.652","3638.589",""
"08/26/2021","04:26:46.975","80742.017",""
"08/26/2021","04:29:20.405","3638.589",""
"08/26/2021","04:29:31.688","80742.017",""
"08/26/2021","04:30:28.978","2259.761",""
"08/26/2021","04:30:44.830","3638.589",""
"08/26/2021","04:30:58.799","80742.017",""
"08/26/2021","04:33:36.425","3638.589",""
"08/26/2021","04:33:51.412","80742.017",""
"08/26/2021","04:37:20.016","2259.761",""
"08/26/2021","04:38:09.250","3638.589",""
"08/26/2021","04:38:47.086","2259.761",""
"08/26/2021","04:39:01.681","3638.589",""
"08/26/2021","04:39:15.459","80742.017",""
"08/26/2021","04:43:14.135","3638.589",""
"08/26/2021","04:43:28.977","80742.017",""
"08/26/2021","04:47:15.853","3638.589",""
"08/26/2021","04:47:30.910","80742.017",""
"08/26/2021","04:50:54.599","3638.589",""
"08/26/2021","04:51:09.987","80742.017",""
"08/26/2021","04:53:39.523","2259.761",""
"08/26/2021","04:54:33.143","3638.589",""
"08/26/2021","04:55:10.760","2259.761",""
"08/26/2021","04:55:25.977","3638.589",""
"08/26/2021","04:55:39.976","80742.017",""
"08/26/2021","04:58:29.366","3638.589",""
"08/26/2021","04:58:44.263","80742.017",""
"08/26/2021","05:00:09.398","3638.589",""
"08/26/2021","05:00:37.725","80742.017",""
"08/26/2021","05:04:17.868","2259.761",""
"08/26/2021","05:05:09.729","3638.589",""
"08/26/2021","05:05:46.848","2259.761",""
"08/26/2021","05:06:02.266","3638.589",""
"08/26/2021","05:06:16.051","80742.017",""
"08/26/2021","05:09:52.727","3638.589",""
"08/26/2021","05:10:07.873","80742.017",""
"08/26/2021","05:12:08.701","3638.589",""
"08/26/2021","05:12:23.624","80742.017",""
"08/26/2021","05:13:37.123","3638.589",""
"08/26/2021","05:13:52.425","80742.017",""
"08/26/2021","05:17:44.353","2259.761",""
"08/26/2021","05:18:36.491","3638.589",""
"08/26/2021","05:19:14.686","2259.761",""
"08/26/2021","05:19:29.333","3638.589",""
"08/26/2021","05:19:43.129","80742.017",""
"08/26/2021","05:22:55.722","3638.589",""
"08/26/2021","05:23:10.723","80742.017",""
"08/26/2021","05:24:35.176","3638.589",""
"08/26/2021","05:24:50.212","80742.017",""
"08/26/2021","05:26:02.818","3638.589",""
"08/26/2021","05:26:18.300","80742.017",""
"08/26/2021","05:29:58.119","2259.761",""
"08/26/2021","05:30:50.878","3638.589",""
"08/26/2021","05:31:28.226","2259.761",""
"08/26/2021","05:31:43.448","3638.589",""
"08/26/2021","05:32:04.256","80742.017",""
"08/26/2021","05:33:31.406","3638.589",""
"08/26/2021","05:33:44.618","80742.017",""
"08/26/2021","05:37:11.990","2259.761",""
"08/26/2021","05:37:28.205","3638.589",""
"08/26/2021","05:37:42.796","80742.017",""
"08/26/2021","05:41:19.775","3638.589",""
"08/26/2021","05:41:48.177","80742.017",""
"08/26/2021","05:44:25.322","3638.589",""
"08/26/2021","05:44:40.696","80742.017",""
"08/26/2021","05:48:08.297","2259.761",""
"08/26/2021","05:48:59.597","3638.589",""
"08/26/2021","05:49:36.607","2259.761",""
"08/26/2021","05:49:51.573","3638.589",""
"08/26/2021","05:50:05.657","80742.017",""
"08/26/2021","05:53:42.825","3638.589",""
"08/26/2021","05:53:57.825","80742.017",""
"08/26/2021","05:57:32.325","3638.589",""
"08/26/2021","05:57:46.976","80742.017",""
"08/26/2021","06:00:47.682","3638.589",""
"08/26/2021","06:01:03.189","80742.017",""
"08/26/2021","06:05:08.099","2259.761",""
"08/26/2021","06:06:02.964","3638.589",""
"08/26/2021","06:06:40.200","2259.761",""
"08/26/2021","06:06:55.618","3638.589",""
"08/26/2021","06:07:09.687","80742.017",""
"08/26/2021","06:09:46.528","3638.589",""
"08/26/2021","06:10:01.889","80742.017",""
"08/26/2021","06:13:25.853","3638.589",""
"08/26/2021","06:13:40.850","80742.017",""
"08/26/2021","06:15:54.502","3638.589",""
"08/26/2021","06:16:09.507","80742.017",""
"08/26/2021","06:19:49.837","2259.761",""
"08/26/2021","06:20:41.596","3638.589",""
"08/26/2021","06:21:19.400","2259.761",""
"08/26/2021","06:21:34.770","3638.589",""
"08/26/2021","06:21:48.963","80742.017",""
"08/26/2021","06:25:13.253","3638.589",""
"08/26/2021","06:25:28.541","80742.017",""
"08/26/2021","06:28:04.864","3638.589",""
"08/26/2021","06:28:19.592","80742.017",""
"08/26/2021","06:30:56.075","3638.589",""
"08/26/2021","06:31:11.061","80742.017",""
"08/26/2021","06:34:51.823","2259.761",""
"08/26/2021","06:35:45.567","3638.589",""
"08/26/2021","06:36:22.635","2259.761",""
"08/26/2021","06:36:37.931","3638.589",""
"08/26/2021","06:37:00.389","80742.017",""
"08/26/2021","06:38:26.080","3638.589",""
"08/26/2021","06:38:39.177","80742.017",""
"08/26/2021","06:41:07.994","2259.761",""
"08/26/2021","06:41:24.361","3638.589",""
"08/26/2021","06:41:52.156","80742.017",""
"08/26/2021","06:44:29.584","3638.589",""
"08/26/2021","06:44:44.260","80742.017",""
"08/26/2021","06:47:08.322","3638.589",""
"08/26/2021","06:47:23.591","80742.017",""
"08/26/2021","06:50:51.340","2259.761",""
"08/26/2021","06:51:44.306","3638.589",""
"08/26/2021","06:52:21.033","2259.761",""
"08/26/2021","06:52:36.361","3638.589",""
"08/26/2021","06:52:50.529","80742.017",""
"08/26/2021","06:54:28.032","3638.589",""
"08/26/2021","06:54:42.765","80742.017",""
"08/26/2021","06:58:31.377","3638.589",""
"08/26/2021","06:58:46.550","80742.017",""
"08/26/2021","06:59:38.252","3638.589",""
"08/26/2021","06:59:46.745","80742.017",""
"08/26/2021","07:01:19.718","2259.761",""
"08/26/2021","07:01:36.109","3638.589",""
"08/26/2021","07:01:50.578","80742.017",""
"08/26/2021","07:04:31.023","2259.761",""
"08/26/2021","07:05:20.928","3638.589",""
"08/26/2021","07:06:01.959","2259.761",""
"08/26/2021","07:06:16.731","3638.589",""
"08/26/2021","07:06:30.755","80742.017",""
"08/26/2021","07:08:31.462","3638.589",""
"08/26/2021","07:08:46.661","80742.017",""
"08/26/2021","07:11:35.748","3638.589",""
"08/26/2021","07:11:50.795","80742.017",""
"08/26/2021","07:13:27.591","3638.589",""
"08/26/2021","07:13:42.576","80742.017",""
"08/26/2021","07:16:59.448","2259.761",""
"08/26/2021","07:17:53.501","3638.589",""
"08/26/2021","07:18:31.560","2259.761",""
"08/26/2021","07:18:46.924","3638.589",""
"08/26/2021","07:19:00.784","80742.017",""
"08/26/2021","07:22:25.580","3638.589",""
"08/26/2021","07:22:40.554","80742.017",""
"08/26/2021","07:26:29.546","3638.589",""
"08/26/2021","07:26:44.482","80742.017",""
"08/26/2021","07:30:35.013","3638.589",""
"08/26/2021","07:30:49.995","80742.017",""
"08/26/2021","07:34:42.641","2259.761",""
"08/26/2021","07:35:34.922","3638.589",""
"08/26/2021","07:36:12.671","2259.761",""
"08/26/2021","07:36:28.033","3638.589",""
"08/26/2021","07:36:41.917","80742.017",""
"08/26/2021","07:38:59.761","3638.589",""
"08/26/2021","07:39:13.904","80742.017",""
"08/26/2021","07:41:47.503","2259.761",""
"08/26/2021","07:42:03.770","3638.589",""
"08/26/2021","07:42:18.100","80742.017",""
"08/26/2021","07:45:57.213","3638.589",""
"08/26/2021","07:46:11.953","80742.017",""
"08/26/2021","07:49:47.985","3638.589",""
"08/26/2021","07:50:03.006","80742.017",""
"08/26/2021","07:53:42.594","2259.761",""
"08/26/2021","07:54:35.284","3638.589",""
"08/26/2021","07:55:11.931","2259.761",""
"08/26/2021","07:55:27.281","3638.589",""
"08/26/2021","07:55:41.387","80742.017",""
"08/26/2021","07:59:05.927","3638.589",""
"08/26/2021","07:59:21.047","80742.017",""
"08/26/2021","08:02:34.388","3638.589",""
"08/26/2021","08:02:48.965","80742.017",""
"08/26/2021","08:06:14.514","3638.589",""
"08/26/2021","08:06:29.984","80742.017",""
"08/26/2021","08:09:10.066","2259.761",""
"08/26/2021","08:10:03.909","3638.589",""
"08/26/2021","08:10:40.797","2259.761",""
"08/26/2021","08:10:56.073","3638.589",""
"08/26/2021","08:11:09.829","80742.017",""
"08/26/2021","08:14:22.616","3638.589",""
"08/26/2021","08:14:51.321","80742.017",""
"08/26/2021","08:18:38.574","3638.589",""
"08/26/2021","08:18:53.273","80742.017",""
"08/26/2021","08:21:41.952","3638.589",""
"08/26/2021","08:21:56.937","80742.017",""
"08/26/2021","08:24:49.180","2259.761",""
"08/26/2021","08:25:45.635","3638.589",""
"08/26/2021","08:26:23.578","2259.761",""
"08/26/2021","08:26:35.485","3638.589",""
"08/26/2021","08:26:49.347","80742.017",""
"08/26/2021","08:29:37.778","3638.589",""
"08/26/2021","08:29:52.731","80742.017",""
"08/26/2021","08:33:03.757","3638.589",""
"08/26/2021","08:33:18.693","80742.017",""
"08/26/2021","08:35:31.988","3638.589",""
"08/26/2021","08:35:47.071","80742.017",""
"08/26/2021","08:39:51.544","2259.761",""
"08/26/2021","08:40:43.596","3638.589",""
"08/26/2021","08:41:20.929","2259.761",""
"08/26/2021","08:41:35.823","3638.589",""
"08/26/2021","08:41:59.443","80742.017",""
"08/26/2021","08:43:24.258","3638.589",""
"08/26/2021","08:43:37.335","80742.017",""
"08/26/2021","08:46:41.275","2259.761",""
"08/26/2021","08:46:57.594","3638.589",""
"08/26/2021","08:47:12.010","80742.017",""
"08/26/2021","08:50:14.299","3638.589",""
"08/26/2021","08:50:29.307","80742.017",""
"08/26/2021","08:52:30.571","3638.589",""
"08/26/2021","08:52:45.612","80742.017",""
"08/26/2021","08:56:49.809","2259.761",""
"08/26/2021","08:57:40.025","3638.589",""
"08/26/2021","08:58:18.114","2259.761",""
"08/26/2021","08:58:32.749","3638.589",""
"08/26/2021","08:58:46.718","80742.017",""
"08/26/2021","09:01:23.173","3638.589",""
"08/26/2021","09:03:49.842","80742.017",""
"08/26/2021","09:07:26.200","3638.589",""
"08/26/2021","09:07:40.813","80742.017",""
"08/26/2021","09:10:05.584","3638.589",""
"08/26/2021","09:10:20.603","80742.017",""
"08/26/2021","09:12:38.743","","Open (2)"
"08/26/2021","09:12:49.045","2259.761",""
"08/26/2021","09:13:45.878","3638.589",""
"08/26/2021","09:14:24.473","2259.761",""
"08/26/2021","09:14:39.805","3638.589",""
"08/26/2021","09:14:53.722","80742.017",""
"08/26/2021","09:18:41.969","3638.589",""
"08/26/2021","09:26:22.688","80742.017",""
"08/26/2021","09:29:49.817","3638.589",""
"08/26/2021","09:30:04.503","80742.017",""
"08/26/2021","09:33:53.848","3638.589",""
"08/26/2021","09:34:08.740","80742.017",""
"08/26/2021","09:37:49.266","2259.761",""
"08/26/2021","09:38:43.908","3638.589",""
"08/26/2021","09:39:22.614","2259.761",""
"08/26/2021","09:39:38.007","3638.589",""
"08/26/2021","09:39:51.996","80742.017",""
"08/26/2021","09:43:04.831","3638.589",""
"08/26/2021","09:43:26.548","80742.017",""
"08/26/2021","09:44:54.450","3638.589",""
"08/26/2021","09:45:07.623","80742.017",""
"08/26/2021","09:49:01.339","2259.761",""
"08/26/2021","09:49:17.218","3638.589",""
"08/26/2021","09:49:31.251","80742.017",""
"08/26/2021","09:52:46.323","3638.589",""
"08/26/2021","09:53:01.444","80742.017",""
"08/26/2021","09:56:19.709","2259.761",""
"08/26/2021","09:57:11.271","3638.589",""
"08/26/2021","09:57:48.895","2259.761",""
"08/26/2021","09:58:04.142","3638.589",""
"08/26/2021","09:58:32.406","80742.017",""
"08/26/2021","10:01:57.067","3638.589",""
"08/26/2021","10:02:11.989","80742.017",""
"08/26/2021","10:05:01.858","3638.589",""
"08/26/2021","10:05:16.446","80742.017",""
"08/26/2021","10:08:16.632","3638.589",""
"08/26/2021","10:08:32.164","80742.017",""
"08/26/2021","10:12:11.377","2259.761",""
"08/26/2021","10:13:02.882","3638.589",""
"08/26/2021","10:13:40.675","2259.761",""
"08/26/2021","10:13:52.505","3638.589",""
"08/26/2021","10:14:06.417","80742.017",""
"08/26/2021","10:17:54.035","3638.589",""
"08/26/2021","10:18:09.204","80742.017",""
"08/26/2021","10:21:22.950","3638.589",""
"08/26/2021","10:21:37.948","80742.017",""
"08/26/2021","10:25:14.851","3638.589",""
"08/26/2021","10:25:30.031","80742.017",""
"08/26/2021","10:29:11.232","2259.761",""
"08/26/2021","10:30:06.563","3638.589",""
"08/26/2021","10:30:43.857","2259.761",""
"08/26/2021","10:30:59.747","3638.589",""
"08/26/2021","10:31:13.718","80742.017",""
"08/26/2021","10:35:02.487","3638.589",""
"08/26/2021","10:35:17.546","80742.017",""
"08/26/2021","10:37:06.397","3638.589",""
"08/26/2021","10:37:21.525","80742.017",""
"08/26/2021","10:40:09.060","3638.589",""
"08/26/2021","10:40:24.463","80742.017",""
"08/26/2021","10:43:29.817","2259.761",""
"08/26/2021","10:44:22.579","3638.589",""
"08/26/2021","10:44:59.485","2259.761",""
"08/26/2021","10:45:14.640","3638.589",""
"08/26/2021","10:45:36.905","80742.017",""
"08/26/2021","10:46:59.845","3638.589",""
"08/26/2021","10:47:12.809","80742.017",""
"08/26/2021","10:51:27.989","2259.761",""
"08/26/2021","10:51:44.160","3638.589",""
"08/26/2021","10:51:58.854","80742.017",""
"08/26/2021","10:55:23.914","3638.589",""
"08/26/2021","10:55:38.589","80742.017",""
"08/26/2021","10:59:15.112","3638.589",""
"08/26/2021","10:59:30.537","80742.017",""
"08/26/2021","11:03:22.654","2259.761",""
"08/26/2021","11:04:16.684","3638.589",""
"08/26/2021","11:04:53.431","2259.761",""
"08/26/2021","11:05:08.657","3638.589",""
"08/26/2021","11:05:22.794","80742.017",""
"08/26/2021","11:09:01.076","3638.589",""
"08/26/2021","11:09:16.182","80742.017",""
"08/26/2021","11:12:16.239","3638.589",""
"08/26/2021","11:12:45.142","80742.017",""
"08/26/2021","11:16:33.363","3638.589",""
"08/26/2021","11:16:48.320","80742.017",""
"08/26/2021","11:19:28.870","2259.761",""
"08/26/2021","11:20:25.774","3638.589",""
"08/26/2021","11:21:03.990","2259.761",""
"08/26/2021","11:21:19.316","3638.589",""
"08/26/2021","11:21:33.340","80742.017",""
"08/26/2021","11:24:58.346","3638.589",""
"08/26/2021","11:25:13.361","80742.017",""
"08/26/2021","11:28:26.744","3638.589",""
"08/26/2021","11:28:41.501","80742.017",""
"08/26/2021","11:30:42.838","3638.589",""
"08/26/2021","11:30:57.818","80742.017",""
"08/26/2021","11:35:01.783","2259.761",""
"08/26/2021","11:35:58.282","3638.589",""
"08/26/2021","11:36:36.093","2259.761",""
"08/26/2021","11:36:51.296","3638.589",""
"08/26/2021","11:37:05.361","80742.017",""
"08/26/2021","11:40:41.786","3638.589",""
"08/26/2021","11:40:56.903","80742.017",""
"08/26/2021","11:44:23.961","3638.589",""
"08/26/2021","11:44:38.661","80742.017",""
"08/26/2021","11:48:37.916","3638.589",""
"08/26/2021","11:49:02.223","80742.017",""
"08/26/2021","11:50:27.605","3638.589",""
"08/26/2021","11:50:40.739","80742.017",""
"08/26/2021","11:52:33.434","2259.761",""
"08/26/2021","11:53:32.525","3638.589",""
"08/26/2021","11:54:11.138","2259.761",""
"08/26/2021","11:54:26.515","3638.589",""
"08/26/2021","11:54:40.443","80742.017",""
"08/26/2021","11:58:04.650","3638.589",""
"08/26/2021","11:58:19.848","80742.017",""
"08/26/2021","12:01:20.483","3638.589",""
"08/26/2021","12:01:35.263","80742.017",""
"08/26/2021","12:05:23.169","3638.589",""
"08/26/2021","12:05:38.299","80742.017",""
"08/26/2021","12:07:31.218","2259.761",""
"08/26/2021","12:08:31.920","3638.589",""
"08/26/2021","12:09:10.997","2259.761",""
"08/26/2021","12:09:26.279","3638.589",""
"08/26/2021","12:09:40.097","80742.017",""
"08/26/2021","12:13:39.798","3638.589",""
"08/26/2021","12:13:54.823","80742.017",""
"08/26/2021","12:15:45.255","3638.589",""
"08/26/2021","12:16:00.048","80742.017",""
"08/26/2021","12:18:00.683","3638.589",""
"08/26/2021","12:18:15.888","80742.017",""
"08/26/2021","12:21:59.804","2259.761",""
"08/26/2021","12:22:52.579","3638.589",""
"08/26/2021","12:23:30.277","2259.761",""
"08/26/2021","12:23:45.530","3638.589",""
"08/26/2021","12:23:59.734","80742.017",""
"08/26/2021","12:27:36.514","3638.589",""
"08/26/2021","12:27:52.245","80742.017",""
"08/26/2021","12:30:29.408","3638.589",""
"08/26/2021","12:30:44.526","80742.017",""
"08/26/2021","12:34:07.771","3638.589",""
"08/26/2021","12:34:23.221","80742.017",""
"08/26/2021","12:37:14.745","2259.761",""
"08/26/2021","12:38:06.618","3638.589",""
"08/26/2021","12:38:44.674","2259.761",""
"08/26/2021","12:38:59.323","3638.589",""
"08/26/2021","12:39:16.984","80742.017",""
"08/26/2021","12:42:30.432","3638.589",""
"08/26/2021","12:42:45.233","80742.017",""
"08/26/2021","12:44:21.591","3638.589",""
"08/26/2021","12:44:50.570","80742.017",""
"08/26/2021","12:47:51.182","3638.589",""
"08/26/2021","12:48:06.041","80742.017",""
"08/26/2021","12:50:34.344","2259.761",""
"08/26/2021","12:51:26.051","3638.589",""
"08/26/2021","12:52:03.819","2259.761",""
"08/26/2021","12:52:15.671","3638.589",""
"08/26/2021","12:52:39.852","80742.017",""
"08/26/2021","12:54:06.807","3638.589",""
"08/26/2021","12:54:17.115","80742.017",""
"08/26/2021","12:57:24.371","2259.761",""
"08/26/2021","12:57:40.616","3638.589",""
"08/26/2021","12:57:55.398","80742.017",""
"08/26/2021","13:01:31.462","3638.589",""
"08/26/2021","13:01:46.267","80742.017",""
"08/26/2021","13:05:35.146","3638.589",""
"08/26/2021","13:05:50.140","80742.017",""
"08/26/2021","13:09:18.067","2259.761",""
"08/26/2021","13:10:09.486","3638.589",""
"08/26/2021","13:10:46.938","2259.761",""
"08/26/2021","13:11:01.537","3638.589",""
"08/26/2021","13:11:15.262","80742.017",""
"08/26/2021","13:15:15.777","3638.589",""
"08/26/2021","13:15:30.722","80742.017",""
"08/26/2021","13:19:19.788","3638.589",""
"08/26/2021","13:19:34.707","80742.017",""
"08/26/2021","13:23:34.455","3638.589",""
"08/26/2021","13:23:49.344","80742.017",""
"08/26/2021","13:27:29.968","2259.761",""
"08/26/2021","13:28:22.617","3638.589",""
"08/26/2021","13:29:00.470","2259.761",""
"08/26/2021","13:29:15.936","3638.589",""
"08/26/2021","13:29:29.973","80742.017",""
"08/26/2021","13:33:19.334","3638.589",""
"08/26/2021","13:33:34.262","80742.017",""
"08/26/2021","13:36:47.044","3638.589",""
"08/26/2021","13:37:01.913","80742.017",""
"08/26/2021","13:40:25.694","3638.589",""
"08/26/2021","13:40:41.394","80742.017",""
"08/26/2021","13:44:56.848","2259.761",""
"08/26/2021","13:45:51.736","3638.589",""
"08/26/2021","13:46:29.694","2259.761",""
"08/26/2021","13:46:45.023","3638.589",""
"08/26/2021","13:46:58.934","80742.017",""
"08/26/2021","13:50:47.079","3638.589",""
"08/26/2021","13:51:02.306","80742.017",""
"08/26/2021","13:54:13.945","3638.589",""
"08/26/2021","13:54:39.167","80742.017",""
"08/26/2021","13:56:10.365","3638.589",""
"08/26/2021","13:56:23.503","80742.017",""
"08/26/2021","13:59:51.522","2259.761",""
"08/26/2021","14:00:07.983","3638.589",""
"08/26/2021","14:00:36.429","80742.017",""
"08/26/2021","14:04:17.411","2259.761",""
"08/26/2021","14:05:09.093","3638.589",""
"08/26/2021","14:05:47.293","2259.761",""
"08/26/2021","14:06:02.629","3638.589",""
"08/26/2021","14:06:16.483","80742.017",""
"08/26/2021","14:09:05.475","3638.589",""
"08/26/2021","14:09:20.536","80742.017",""
"08/26/2021","14:12:32.238","3638.589",""
"08/26/2021","14:12:46.832","80742.017",""
"08/26/2021","14:15:12.208","3638.589",""
"08/26/2021","14:15:27.426","80742.017",""
"08/26/2021","14:18:07.579","2259.761",""
"08/26/2021","14:18:59.017","3638.589",""
"08/26/2021","14:19:37.691","2259.761",""
"08/26/2021","14:19:52.973","3638.589",""
"08/26/2021","14:20:06.928","80742.017",""
"08/26/2021","14:22:55.445","3638.589",""
"08/26/2021","14:23:10.468","80742.017",""
"08/26/2021","14:26:23.277","3638.589",""
"08/26/2021","14:26:38.160","80742.017",""
"08/26/2021","14:29:53.922","3638.589",""
"08/26/2021","14:30:09.178","80742.017",""
"08/26/2021","14:33:14.180","2259.761",""
"08/26/2021","14:34:08.571","3638.589",""
"08/26/2021","14:34:46.865","2259.761",""
"08/26/2021","14:35:02.203","3638.589",""
"08/26/2021","14:35:16.161","80742.017",""
"08/26/2021","14:39:16.110","3638.589",""
"08/26/2021","14:39:31.109","80742.017",""
"08/26/2021","14:42:55.775","3638.589",""
"08/26/2021","14:43:10.819","80742.017",""
"08/26/2021","14:46:00.028","3638.589",""
"08/26/2021","14:46:15.302","80742.017",""
"08/26/2021","14:49:54.995","2259.761",""
"08/26/2021","14:50:48.965","3638.589",""
"08/26/2021","14:51:27.005","2259.761",""
"08/26/2021","14:51:41.841","3638.589",""
"08/26/2021","14:51:55.794","80742.017",""
"08/26/2021","14:54:44.472","3638.589",""
"08/26/2021","14:54:59.642","80742.017",""
"08/26/2021","14:57:39.739","3638.589",""
"08/26/2021","14:57:48.082","80742.017",""
"08/26/2021","15:00:44.903","2259.761",""
"08/26/2021","15:01:00.639","3638.589",""
"08/26/2021","15:01:15.037","80742.017",""
"08/26/2021","15:05:04.576","3638.589",""
"08/26/2021","15:07:31.036","80742.017",""
"08/26/2021","15:10:37.807","2259.761",""
"08/26/2021","15:11:25.902","3638.589",""
"08/26/2021","15:12:03.909","2259.761",""
"08/26/2021","15:12:18.720","3638.589",""
"08/26/2021","15:12:32.452","80742.017",""
"08/26/2021","15:16:20.404","3638.589",""
"08/26/2021","15:16:35.425","80742.017",""
"08/26/2021","15:20:23.183","3638.589",""
"08/26/2021","15:20:38.152","80742.017",""
"08/26/2021","15:24:01.245","3638.589",""
"08/26/2021","15:24:16.411","80742.017",""
"08/26/2021","15:28:08.220","2259.761",""
"08/26/2021","15:29:01.513","3638.589",""
"08/26/2021","15:29:39.788","2259.761",""
"08/26/2021","15:29:55.037","3638.589",""
"08/26/2021","15:30:09.055","80742.017",""
"08/26/2021","15:33:34.227","3638.589",""
"08/26/2021","15:33:49.396","80742.017",""
"08/26/2021","15:37:24.655","3638.589",""
"08/26/2021","15:37:39.809","80742.017",""
"08/26/2021","15:41:28.307","3638.589",""
"08/26/2021","15:41:43.261","80742.017",""
"08/26/2021","15:45:23.202","2259.761",""
"08/26/2021","15:46:13.924","3638.589",""
"08/26/2021","15:46:52.566","2259.761",""
"08/26/2021","15:47:07.241","3638.589",""
"08/26/2021","15:47:35.552","80742.017",""
"08/26/2021","15:51:11.332","3638.589",""
"08/26/2021","15:51:26.507","80742.017",""
"08/26/2021","15:55:16.431","3638.589",""
"08/26/2021","15:55:31.257","80742.017",""
"08/26/2021","15:58:05.553","3638.589",""
"08/26/2021","15:58:18.732","80742.017",""
"08/26/2021","16:01:25.654","2259.761",""
"08/26/2021","16:01:41.973","3638.589",""
"08/26/2021","16:01:56.687","80742.017",""
"08/26/2021","16:04:36.579","2259.761",""
"08/26/2021","16:05:29.856","3638.589",""
"08/26/2021","16:06:07.075","2259.761",""
"08/26/2021","16:06:22.340","3638.589",""
"08/26/2021","16:06:36.350","80742.017",""
"08/26/2021","16:09:38.923","3638.589",""
"08/26/2021","16:09:54.304","80742.017",""
"08/26/2021","16:11:43.019","3638.589",""
"08/26/2021","16:11:57.737","80742.017",""
"08/26/2021","16:15:58.791","3638.589",""
"08/26/2021","16:16:13.863","80742.017",""
"08/26/2021","16:17:31.070","2259.761",""
"08/26/2021","16:18:24.429","3638.589",""
"08/26/2021","16:19:02.143","2259.761",""
"08/26/2021","16:19:17.478","3638.589",""
"08/26/2021","16:19:31.655","80742.017",""
"08/26/2021","16:23:20.866","3638.589",""
"08/26/2021","16:23:35.899","80742.017",""
"08/26/2021","16:27:23.587","3638.589",""
"08/26/2021","16:27:38.312","80742.017",""
"08/26/2021","16:31:51.655","3638.589",""
"08/26/2021","16:32:06.722","80742.017",""
"08/26/2021","16:36:10.091","2259.761",""
"08/26/2021","16:37:03.147","3638.589",""
"08/26/2021","16:37:37.884","2259.761",""
"08/26/2021","16:37:53.275","3638.589",""
"08/26/2021","16:38:07.187","80742.017",""
"08/26/2021","16:41:43.135","3638.589",""
"08/26/2021","16:41:58.497","80742.017",""
"08/26/2021","16:44:46.685","3638.589",""
"08/26/2021","16:45:01.642","80742.017",""
"08/26/2021","16:48:50.818","3638.589",""
"08/26/2021","16:49:05.974","80742.017",""
"08/26/2021","16:52:33.883","2259.761",""
"08/26/2021","16:53:29.173","3638.589",""
"08/26/2021","16:54:07.262","2259.761",""
"08/26/2021","16:54:22.665","3638.589",""
"08/26/2021","17:02:08.737","80742.017",""
"08/26/2021","17:03:51.390","3638.589",""
"08/26/2021","17:04:04.619","80742.017",""
"08/26/2021","17:07:59.911","2259.761",""
"08/26/2021","17:08:16.266","3638.589",""
"08/26/2021","17:08:30.737","80742.017",""
"08/26/2021","17:11:42.916","3638.589",""
"08/26/2021","17:11:57.841","80742.017",""
"08/26/2021","17:15:35.105","3638.589",""
"08/26/2021","17:15:50.345","80742.017",""
"08/26/2021","17:19:30.238","2259.761",""
