"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","9953149 (1139918) [Glacios]"
"07/30/2021","13:45:08.166","Open (2)"
"07/30/2021","13:45:32.572","Unknown (0)"
"07/30/2021","13:45:33.660","Close (1)"
"07/30/2021","13:49:34.157","Unknown (0)"
"07/30/2021","14:06:07.172","Close (1)"
"07/30/2021","14:34:20.128","Unknown (0)"
"07/30/2021","14:34:20.668","Open (2)"
"07/30/2021","14:36:48.718","Unknown (0)"
"07/30/2021","14:36:49.665","Close (1)"
"07/30/2021","15:02:49.172","Unknown (0)"
"07/30/2021","15:02:49.673","Open (2)"
"07/30/2021","15:07:21.658","Unknown (0)"
"07/30/2021","15:07:22.669","Close (1)"
"07/30/2021","15:09:30.360","Unknown (0)"
"07/30/2021","15:09:30.674","Open (2)"
"07/30/2021","16:09:30.675","Open (2)"
"07/30/2021","16:14:29.136","Unknown (0)"
"07/30/2021","16:14:30.175","Close (1)"
"07/30/2021","16:20:02.423","Unknown (0)"
"07/30/2021","16:20:02.681","Open (2)"
"07/30/2021","17:20:02.682","Open (2)"
"07/30/2021","18:20:02.683","Open (2)"
"07/30/2021","19:08:32.068","Unknown (0)"
"07/30/2021","19:08:33.191","Close (1)"
"07/30/2021","19:22:47.438","Unknown (0)"
"07/30/2021","19:22:47.698","Open (2)"
"07/30/2021","19:22:51.391","Unknown (0)"
"07/30/2021","19:22:52.193","Close (1)"
"07/30/2021","19:26:36.533","Unknown (0)"
"07/30/2021","19:26:37.236","Open (2)"
"07/30/2021","20:26:37.237","Open (2)"
"07/30/2021","21:26:37.238","Open (2)"
"07/30/2021","22:26:37.239","Open (2)"
"07/30/2021","22:46:44.684","Unknown (0)"
"07/30/2021","22:46:45.719","Close (1)"
"07/30/2021","23:46:45.720","Close (1)"
"07/31/2021","00:46:45.721","Close (1)"
"07/31/2021","01:46:45.722","Close (1)"
"07/31/2021","02:46:45.723","Close (1)"
"07/31/2021","03:46:45.724","Close (1)"
"07/31/2021","04:46:45.725","Close (1)"
"07/31/2021","05:46:45.726","Close (1)"
"07/31/2021","06:46:45.727","Close (1)"
"07/31/2021","07:46:45.727","Close (1)"
"07/31/2021","08:46:45.728","Close (1)"
"07/31/2021","09:46:45.729","Close (1)"
"07/31/2021","10:35:56.149","Unknown (0)"
"07/31/2021","10:35:56.797","Open (2)"
"07/31/2021","11:35:56.798","Open (2)"
"07/31/2021","12:35:56.799","Open (2)"
"07/31/2021","13:35:56.800","Open (2)"
"07/31/2021","14:32:44.774","Unknown (0)"
"07/31/2021","14:32:45.826","Close (1)"
"07/31/2021","14:37:47.108","Unknown (0)"
"07/31/2021","14:37:47.332","Open (2)"
"07/31/2021","15:00:05.395","Unknown (0)"
"07/31/2021","15:00:06.329","Close (1)"
"07/31/2021","16:00:06.329","Close (1)"
"07/31/2021","17:00:06.330","Close (1)"
"07/31/2021","18:00:06.331","Close (1)"
"07/31/2021","19:00:06.332","Close (1)"
"07/31/2021","20:00:06.333","Close (1)"
"07/31/2021","21:00:06.334","Close (1)"
"07/31/2021","22:00:06.335","Close (1)"
"07/31/2021","23:00:06.336","Close (1)"
"08/01/2021","00:00:06.337","Close (1)"
"08/01/2021","01:00:06.338","Close (1)"
"08/01/2021","02:00:06.339","Close (1)"
"08/01/2021","03:00:06.339","Close (1)"
"08/01/2021","04:00:06.340","Close (1)"
"08/01/2021","05:00:06.341","Close (1)"
"08/01/2021","06:00:06.342","Close (1)"
"08/01/2021","07:00:06.343","Close (1)"
"08/01/2021","08:00:06.344","Close (1)"
"08/01/2021","09:00:06.345","Close (1)"
"08/01/2021","10:00:06.346","Close (1)"
"08/01/2021","11:00:06.347","Close (1)"
"08/01/2021","12:00:06.348","Close (1)"
"08/01/2021","13:00:06.349","Close (1)"
"08/01/2021","13:29:09.109","Unknown (0)"
"08/01/2021","13:29:09.470","Open (2)"
"08/01/2021","14:29:09.471","Open (2)"
"08/01/2021","15:29:09.472","Open (2)"
"08/01/2021","16:29:09.473","Open (2)"
"08/01/2021","16:42:19.949","Unknown (0)"
"08/01/2021","16:42:20.987","Close (1)"
"08/01/2021","17:42:20.988","Close (1)"
"08/01/2021","18:42:20.989","Close (1)"
"08/01/2021","19:42:20.990","Close (1)"
"08/01/2021","20:42:20.991","Close (1)"
"08/01/2021","21:42:20.992","Close (1)"
"08/01/2021","22:42:20.993","Close (1)"
"08/01/2021","23:42:20.994","Close (1)"
"08/02/2021","00:42:20.995","Close (1)"
"08/02/2021","01:42:20.995","Close (1)"
"08/02/2021","02:42:20.996","Close (1)"
"08/02/2021","03:42:20.997","Close (1)"
"08/02/2021","04:42:20.998","Close (1)"
"08/02/2021","05:42:20.999","Close (1)"
"08/02/2021","06:42:21.000","Close (1)"
"08/02/2021","07:42:21.001","Close (1)"
"08/02/2021","08:42:21.002","Close (1)"
"08/02/2021","09:42:21.003","Close (1)"
"08/02/2021","09:59:50.207","Unknown (0)"
"08/02/2021","09:59:50.596","Open (2)"
"08/02/2021","10:06:16.496","Unknown (0)"
"08/02/2021","10:06:17.591","Close (1)"
"08/02/2021","10:06:48.564","Unknown (0)"
"08/02/2021","10:06:49.095","Open (2)"
"08/02/2021","10:06:54.200","Unknown (0)"
"08/02/2021","10:06:55.091","Close (1)"
"08/02/2021","10:36:52.753","Unknown (0)"
"08/02/2021","10:36:53.099","Open (2)"
"08/02/2021","11:07:49.199","Unknown (0)"
"08/02/2021","11:07:50.096","Close (1)"
"08/02/2021","11:11:35.436","Unknown (0)"
"08/02/2021","11:11:36.100","Open (2)"
"08/02/2021","11:20:31.734","Unknown (0)"
"08/02/2021","11:20:32.598","Close (1)"
"08/02/2021","11:24:46.063","Unknown (0)"
"08/02/2021","11:24:46.601","Open (2)"
"08/02/2021","12:04:59.074","Unknown (0)"
"08/02/2021","12:05:00.102","Close (1)"
"08/02/2021","12:09:41.640","Unknown (0)"
"08/02/2021","12:09:42.133","Open (2)"
"08/02/2021","13:05:35.244","Unknown (0)"
"08/02/2021","13:05:36.108","Close (1)"
"08/02/2021","13:12:00.481","Unknown (0)"
"08/02/2021","13:12:01.112","Open (2)"
"08/02/2021","13:41:31.162","Unknown (0)"
"08/02/2021","13:41:32.113","Close (1)"
"08/02/2021","13:58:05.182","Unknown (0)"
"08/02/2021","13:58:05.619","Open (2)"
"08/02/2021","14:40:25.624","Unknown (0)"
"08/02/2021","14:40:26.618","Close (1)"
"08/02/2021","14:40:47.708","Unknown (0)"
"08/02/2021","14:40:48.124","Open (2)"
"08/02/2021","14:41:21.545","Unknown (0)"
"08/02/2021","14:41:22.618","Close (1)"
"08/02/2021","14:45:58.006","Unknown (0)"
"08/02/2021","14:45:58.623","Open (2)"
"08/02/2021","15:36:17.255","Unknown (0)"
"08/02/2021","15:36:18.124","Close (1)"
"08/02/2021","15:41:08.930","Unknown (0)"
"08/02/2021","15:41:09.626","Open (2)"
"08/02/2021","16:41:09.627","Open (2)"
"08/02/2021","17:06:30.898","Unknown (0)"
"08/02/2021","17:06:32.131","Close (1)"
"08/02/2021","18:06:32.132","Close (1)"
"08/02/2021","19:06:32.133","Close (1)"
"08/02/2021","20:06:32.134","Close (1)"
"08/02/2021","21:06:32.135","Close (1)"
"08/02/2021","22:06:32.136","Close (1)"
"08/02/2021","23:06:32.137","Close (1)"
"08/03/2021","00:06:32.137","Close (1)"
"08/03/2021","01:06:32.138","Close (1)"
"08/03/2021","02:06:32.139","Close (1)"
"08/03/2021","03:06:32.140","Close (1)"
"08/03/2021","04:06:32.141","Close (1)"
"08/03/2021","05:06:32.142","Close (1)"
"08/03/2021","06:06:32.143","Close (1)"
"08/03/2021","07:06:32.144","Close (1)"
"08/03/2021","08:06:32.145","Close (1)"
"08/03/2021","09:06:32.146","Close (1)"
"08/03/2021","09:35:18.716","Unknown (0)"
"08/03/2021","09:35:19.231","Open (2)"
"08/03/2021","09:49:09.579","Unknown (0)"
"08/03/2021","09:49:10.729","Close (1)"
"08/03/2021","09:50:58.515","Unknown (0)"
"08/03/2021","09:50:58.735","Open (2)"
"08/03/2021","10:10:13.889","Unknown (0)"
"08/03/2021","10:10:14.731","Close (1)"
"08/03/2021","10:16:25.426","Unknown (0)"
"08/03/2021","10:16:25.737","Open (2)"
"08/03/2021","10:57:49.457","Unknown (0)"
"08/03/2021","10:57:50.237","Close (1)"
"08/03/2021","11:02:20.543","Unknown (0)"
"08/03/2021","11:02:21.240","Open (2)"
"08/03/2021","11:42:04.422","Unknown (0)"
"08/03/2021","11:42:05.242","Close (1)"
"08/03/2021","11:46:31.403","Unknown (0)"
"08/03/2021","11:46:31.749","Open (2)"
"08/03/2021","12:28:41.134","Unknown (0)"
"08/03/2021","12:28:42.247","Close (1)"
"08/03/2021","12:40:37.373","Unknown (0)"
"08/03/2021","12:40:37.754","Open (2)"
"08/03/2021","13:40:37.755","Open (2)"
"08/03/2021","13:42:53.527","Unknown (0)"
"08/03/2021","13:42:54.754","Close (1)"
"08/03/2021","13:52:20.023","Unknown (0)"
"08/03/2021","13:52:20.261","Open (2)"
"08/03/2021","14:38:45.888","Unknown (0)"
"08/03/2021","14:38:46.760","Close (1)"
"08/03/2021","14:43:57.678","Unknown (0)"
"08/03/2021","14:43:58.264","Open (2)"
"08/03/2021","15:20:20.281","Unknown (0)"
"08/03/2021","15:20:21.263","Close (1)"
"08/03/2021","15:25:22.028","Unknown (0)"
"08/03/2021","15:25:22.269","Open (2)"
"08/03/2021","15:51:20.385","Unknown (0)"
"08/03/2021","15:51:21.266","Close (1)"
"08/03/2021","15:57:02.218","Unknown (0)"
"08/03/2021","15:57:02.769","Open (2)"
"08/03/2021","16:25:24.586","Unknown (0)"
"08/03/2021","16:25:25.769","Close (1)"
"08/03/2021","16:31:33.540","Unknown (0)"
"08/03/2021","16:31:33.775","Open (2)"
"08/03/2021","17:31:33.776","Open (2)"
"08/03/2021","18:31:33.777","Open (2)"
"08/03/2021","19:31:33.778","Open (2)"
"08/03/2021","20:31:33.778","Open (2)"
"08/03/2021","21:31:33.779","Open (2)"
"08/03/2021","22:31:33.780","Open (2)"
"08/03/2021","23:31:33.781","Open (2)"
"08/04/2021","00:31:33.782","Open (2)"
"08/04/2021","01:31:33.783","Open (2)"
"08/04/2021","02:31:33.784","Open (2)"
"08/04/2021","03:31:33.785","Open (2)"
"08/04/2021","04:31:33.786","Open (2)"
"08/04/2021","05:31:33.787","Open (2)"
"08/04/2021","06:31:33.788","Open (2)"
"08/04/2021","07:31:33.788","Open (2)"
"08/04/2021","08:31:33.789","Open (2)"
"08/04/2021","09:31:33.790","Open (2)"
"08/04/2021","10:31:33.791","Open (2)"
"08/04/2021","11:31:33.792","Open (2)"
"08/04/2021","12:31:33.793","Open (2)"
"08/04/2021","13:31:33.794","Open (2)"
"08/04/2021","14:31:33.795","Open (2)"
"08/04/2021","14:39:10.259","Unknown (0)"
"08/04/2021","14:39:11.394","Close (1)"
"08/04/2021","15:39:11.395","Close (1)"
"08/04/2021","16:25:42.014","Unknown (0)"
"08/04/2021","16:25:42.409","Open (2)"
"08/04/2021","16:40:17.625","Unknown (0)"
"08/04/2021","16:40:18.404","Close (1)"
"08/04/2021","16:45:24.128","Unknown (0)"
"08/04/2021","16:45:24.410","Open (2)"
"08/04/2021","16:59:10.391","Unknown (0)"
"08/04/2021","16:59:11.405","Close (1)"
"08/04/2021","17:06:56.768","Unknown (0)"
"08/04/2021","17:06:57.409","Open (2)"
"08/04/2021","17:21:49.511","Unknown (0)"
"08/04/2021","17:21:50.407","Close (1)"
"08/04/2021","17:29:19.714","Unknown (0)"
"08/04/2021","17:29:20.411","Open (2)"
"08/04/2021","17:45:46.565","Unknown (0)"
"08/04/2021","17:45:47.410","Close (1)"
"08/04/2021","17:52:26.221","Unknown (0)"
"08/04/2021","17:52:26.913","Open (2)"
"08/04/2021","18:52:26.914","Open (2)"
"08/04/2021","19:10:18.381","Unknown (0)"
"08/04/2021","19:10:19.417","Close (1)"
"08/04/2021","20:10:19.418","Close (1)"
"08/04/2021","21:10:19.419","Close (1)"
"08/04/2021","22:10:19.420","Close (1)"
"08/04/2021","23:10:19.421","Close (1)"
"08/05/2021","00:10:19.422","Close (1)"
"08/05/2021","01:10:19.423","Close (1)"
"08/05/2021","02:10:19.424","Close (1)"
"08/05/2021","03:10:19.425","Close (1)"
"08/05/2021","04:10:19.426","Close (1)"
"08/05/2021","05:10:19.427","Close (1)"
"08/05/2021","06:10:19.427","Close (1)"
"08/05/2021","07:10:19.428","Close (1)"
"08/05/2021","08:10:19.429","Close (1)"
"08/05/2021","08:44:27.601","Unknown (0)"
"08/05/2021","08:44:28.002","Open (2)"
"08/05/2021","08:59:10.302","Unknown (0)"
"08/05/2021","08:59:11.498","Close (1)"
"08/05/2021","09:57:57.329","Unknown (0)"
"08/05/2021","09:57:58.006","Open (2)"
"08/05/2021","09:58:35.741","Unknown (0)"
"08/05/2021","09:58:36.503","Close (1)"
"08/05/2021","10:28:09.826","Unknown (0)"
"08/05/2021","10:28:10.508","Open (2)"
"08/05/2021","10:47:18.234","Unknown (0)"
"08/05/2021","10:47:19.007","Close (1)"
"08/05/2021","10:48:57.375","Unknown (0)"
"08/05/2021","10:48:58.010","Open (2)"
"08/05/2021","10:58:55.029","Unknown (0)"
"08/05/2021","10:58:56.008","Close (1)"
"08/05/2021","11:03:49.960","Unknown (0)"
"08/05/2021","11:03:50.512","Open (2)"
"08/05/2021","12:03:50.513","Open (2)"
"08/05/2021","12:18:52.283","Unknown (0)"
"08/05/2021","12:18:53.515","Close (1)"
"08/05/2021","12:24:03.093","Unknown (0)"
"08/05/2021","12:24:03.521","Open (2)"
"08/05/2021","13:24:03.522","Open (2)"
"08/05/2021","14:07:06.255","Unknown (0)"
"08/05/2021","14:07:07.025","Close (1)"
"08/05/2021","14:12:29.496","Unknown (0)"
"08/05/2021","14:12:30.029","Open (2)"
"08/05/2021","15:12:30.030","Open (2)"
"08/05/2021","16:12:30.031","Open (2)"
"08/05/2021","16:52:11.009","Unknown (0)"
"08/05/2021","16:52:12.040","Close (1)"
"08/05/2021","17:52:12.041","Close (1)"
"08/05/2021","18:52:12.042","Close (1)"
"08/05/2021","19:52:12.043","Close (1)"
"08/05/2021","20:52:12.044","Close (1)"
"08/05/2021","21:52:12.045","Close (1)"
"08/05/2021","22:52:12.046","Close (1)"
"08/05/2021","23:52:12.047","Close (1)"
"08/06/2021","00:52:12.048","Close (1)"
"08/06/2021","01:52:12.048","Close (1)"
"08/06/2021","02:52:12.049","Close (1)"
"08/06/2021","03:52:12.050","Close (1)"
"08/06/2021","04:52:12.051","Close (1)"
"08/06/2021","05:52:12.052","Close (1)"
"08/06/2021","06:52:12.053","Close (1)"
"08/06/2021","07:52:12.054","Close (1)"
"08/06/2021","08:52:12.055","Close (1)"
"08/06/2021","09:52:12.056","Close (1)"
"08/06/2021","10:52:12.057","Close (1)"
"08/06/2021","11:32:58.362","Unknown (0)"
"08/06/2021","11:32:58.658","Open (2)"
"08/06/2021","11:44:37.333","Unknown (0)"
"08/06/2021","11:44:38.154","Close (1)"
"08/06/2021","11:59:44.126","Unknown (0)"
"08/06/2021","11:59:44.657","Open (2)"
"08/06/2021","12:03:48.728","Unknown (0)"
"08/06/2021","12:03:49.654","Close (1)"
"08/06/2021","13:03:49.655","Close (1)"
"08/06/2021","13:09:03.001","Unknown (0)"
"08/06/2021","13:09:03.664","Open (2)"
"08/06/2021","13:39:40.004","Unknown (0)"
"08/06/2021","13:39:41.163","Close (1)"
"08/06/2021","14:39:41.164","Close (1)"
"08/06/2021","15:18:35.402","Unknown (0)"
"08/06/2021","15:18:35.679","Open (2)"
"08/06/2021","15:54:55.676","Unknown (0)"
"08/06/2021","15:54:56.676","Close (1)"
"08/06/2021","16:54:56.676","Close (1)"
"08/06/2021","17:54:56.677","Close (1)"
"08/06/2021","18:54:56.678","Close (1)"
"08/06/2021","19:54:56.679","Close (1)"
"08/06/2021","20:54:56.680","Close (1)"
"08/06/2021","21:54:56.681","Close (1)"
"08/06/2021","22:54:56.682","Close (1)"
"08/06/2021","23:54:56.683","Close (1)"
"08/07/2021","00:54:56.684","Close (1)"
"08/07/2021","01:54:56.685","Close (1)"
"08/07/2021","02:54:56.686","Close (1)"
"08/07/2021","03:54:56.686","Close (1)"
"08/07/2021","04:54:56.687","Close (1)"
"08/07/2021","05:54:56.688","Close (1)"
"08/07/2021","06:54:56.689","Close (1)"
"08/07/2021","07:54:56.690","Close (1)"
"08/07/2021","08:54:56.691","Close (1)"
"08/07/2021","09:54:56.692","Close (1)"
"08/07/2021","10:54:56.693","Close (1)"
"08/07/2021","11:54:56.694","Close (1)"
"08/07/2021","12:54:56.695","Close (1)"
"08/07/2021","13:54:56.696","Close (1)"
"08/07/2021","14:54:56.696","Close (1)"
"08/07/2021","15:54:56.697","Close (1)"
"08/07/2021","16:54:56.698","Close (1)"
"08/07/2021","17:54:56.699","Close (1)"
"08/07/2021","18:54:56.700","Close (1)"
"08/07/2021","19:54:56.701","Close (1)"
"08/07/2021","20:54:56.702","Close (1)"
"08/07/2021","21:54:56.703","Close (1)"
"08/07/2021","22:54:56.704","Close (1)"
"08/07/2021","23:54:56.705","Close (1)"
"08/08/2021","00:54:56.706","Close (1)"
"08/08/2021","01:54:56.706","Close (1)"
"08/08/2021","02:54:56.707","Close (1)"
"08/08/2021","03:54:56.708","Close (1)"
"08/08/2021","04:54:56.709","Close (1)"
"08/08/2021","05:54:56.710","Close (1)"
"08/08/2021","06:54:56.711","Close (1)"
"08/08/2021","07:54:56.712","Close (1)"
"08/08/2021","08:54:56.713","Close (1)"
"08/08/2021","09:54:56.714","Close (1)"
"08/08/2021","10:54:56.715","Close (1)"
"08/08/2021","11:54:56.716","Close (1)"
"08/08/2021","12:54:56.716","Close (1)"
"08/08/2021","13:54:56.717","Close (1)"
"08/08/2021","14:54:56.718","Close (1)"
"08/08/2021","15:54:56.719","Close (1)"
"08/08/2021","16:54:56.720","Close (1)"
"08/08/2021","17:54:56.721","Close (1)"
"08/08/2021","18:54:56.722","Close (1)"
"08/08/2021","19:54:56.723","Close (1)"
"08/08/2021","20:54:56.724","Close (1)"
"08/08/2021","21:54:56.725","Close (1)"
"08/08/2021","22:54:56.726","Close (1)"
"08/08/2021","23:54:56.726","Close (1)"
"08/09/2021","00:54:56.727","Close (1)"
"08/09/2021","01:54:56.728","Close (1)"
"08/09/2021","02:54:56.729","Close (1)"
"08/09/2021","03:54:56.730","Close (1)"
"08/09/2021","04:54:56.731","Close (1)"
"08/09/2021","05:54:56.732","Close (1)"
"08/09/2021","06:54:56.733","Close (1)"
"08/09/2021","07:54:56.734","Close (1)"
"08/09/2021","08:54:56.735","Close (1)"
"08/09/2021","09:54:56.736","Close (1)"
"08/09/2021","10:25:28.597","Unknown (0)"
"08/09/2021","10:25:29.051","Open (2)"
"08/09/2021","10:54:26.198","Unknown (0)"
"08/09/2021","10:54:27.049","Close (1)"
"08/09/2021","10:56:15.636","Unknown (0)"
"08/09/2021","10:56:16.054","Open (2)"
"08/09/2021","10:59:14.459","Unknown (0)"
"08/09/2021","10:59:15.548","Close (1)"
"08/09/2021","11:09:12.903","Unknown (0)"
"08/09/2021","11:09:13.552","Open (2)"
"08/09/2021","12:03:48.120","Unknown (0)"
"08/09/2021","12:03:49.055","Close (1)"
"08/09/2021","12:09:02.142","Unknown (0)"
"08/09/2021","12:09:02.561","Open (2)"
"08/09/2021","12:55:08.418","Unknown (0)"
"08/09/2021","12:55:09.560","Close (1)"
"08/09/2021","12:59:52.368","Unknown (0)"
"08/09/2021","12:59:53.063","Open (2)"
"08/09/2021","13:59:53.064","Open (2)"
"08/09/2021","14:04:06.709","Unknown (0)"
"08/09/2021","14:04:07.567","Close (1)"
"08/09/2021","14:09:56.935","Unknown (0)"
"08/09/2021","14:09:57.570","Open (2)"
"08/09/2021","14:48:23.383","Unknown (0)"
"08/09/2021","14:48:24.571","Close (1)"
"08/09/2021","15:30:28.937","Unknown (0)"
"08/09/2021","15:30:29.578","Open (2)"
"08/09/2021","15:54:37.938","Unknown (0)"
"08/09/2021","15:54:39.077","Close (1)"
"08/09/2021","15:56:25.112","Unknown (0)"
"08/09/2021","15:56:25.583","Open (2)"
"08/09/2021","16:32:48.926","Unknown (0)"
"08/09/2021","16:32:50.081","Close (1)"
"08/09/2021","16:37:24.925","Unknown (0)"
"08/09/2021","16:37:25.585","Open (2)"
"08/09/2021","16:39:10.857","Unknown (0)"
"08/09/2021","16:39:12.082","Close (1)"
"08/09/2021","16:43:47.511","Unknown (0)"
"08/09/2021","16:43:48.086","Open (2)"
"08/09/2021","16:49:18.300","Unknown (0)"
"08/09/2021","16:49:19.083","Close (1)"
"08/09/2021","16:55:10.569","Unknown (0)"
"08/09/2021","16:55:11.088","Open (2)"
"08/09/2021","16:57:33.508","Unknown (0)"
"08/09/2021","16:57:34.584","Close (1)"
"08/09/2021","17:03:12.389","Unknown (0)"
"08/09/2021","17:03:13.087","Open (2)"
"08/09/2021","18:03:13.088","Open (2)"
"08/09/2021","19:03:13.089","Open (2)"
"08/09/2021","20:03:13.090","Open (2)"
"08/09/2021","21:03:13.091","Open (2)"
"08/09/2021","22:03:13.092","Open (2)"
"08/09/2021","23:03:13.093","Open (2)"
"08/10/2021","00:03:13.094","Open (2)"
"08/10/2021","01:03:13.095","Open (2)"
"08/10/2021","02:03:13.095","Open (2)"
"08/10/2021","03:03:13.096","Open (2)"
"08/10/2021","04:03:13.097","Open (2)"
"08/10/2021","05:03:13.098","Open (2)"
"08/10/2021","06:03:13.099","Open (2)"
"08/10/2021","07:03:13.100","Open (2)"
"08/10/2021","08:03:13.101","Open (2)"
"08/10/2021","08:57:40.712","Unknown (0)"
"08/10/2021","08:57:41.673","Close (1)"
"08/10/2021","09:07:48.399","Unknown (0)"
"08/10/2021","09:07:48.680","Open (2)"
"08/10/2021","09:25:17.174","Unknown (0)"
"08/10/2021","09:25:18.176","Close (1)"
"08/10/2021","09:30:02.336","Unknown (0)"
"08/10/2021","09:30:02.682","Open (2)"
"08/10/2021","10:30:02.683","Open (2)"
"08/10/2021","10:36:40.289","Unknown (0)"
"08/10/2021","10:36:41.182","Close (1)"
"08/10/2021","10:41:27.775","Unknown (0)"
"08/10/2021","10:41:28.188","Open (2)"
"08/10/2021","11:41:28.189","Open (2)"
"08/10/2021","12:17:41.745","Unknown (0)"
"08/10/2021","12:17:42.692","Close (1)"
"08/10/2021","13:17:42.693","Close (1)"
"08/10/2021","13:27:20.963","Unknown (0)"
"08/10/2021","13:27:21.205","Open (2)"
"08/10/2021","14:14:18.079","Unknown (0)"
"08/10/2021","14:14:19.204","Close (1)"
"08/10/2021","14:25:20.103","Unknown (0)"
"08/10/2021","14:25:20.709","Open (2)"
"08/10/2021","15:01:24.794","Unknown (0)"
"08/10/2021","15:01:25.710","Close (1)"
"08/10/2021","15:06:28.877","Unknown (0)"
"08/10/2021","15:06:29.216","Open (2)"
"08/10/2021","15:39:31.631","Unknown (0)"
"08/10/2021","15:39:32.715","Close (1)"
"08/10/2021","15:44:08.990","Unknown (0)"
"08/10/2021","15:44:09.222","Open (2)"
"08/10/2021","16:17:39.151","Unknown (0)"
"08/10/2021","16:17:40.220","Close (1)"
"08/10/2021","16:22:51.618","Unknown (0)"
"08/10/2021","16:22:52.224","Open (2)"
"08/10/2021","16:39:54.582","Unknown (0)"
"08/10/2021","16:39:55.722","Close (1)"
"08/10/2021","16:45:30.789","Unknown (0)"
"08/10/2021","16:45:31.229","Open (2)"
"08/10/2021","17:45:31.230","Open (2)"
"08/10/2021","18:45:31.231","Open (2)"
"08/10/2021","18:59:00.636","Unknown (0)"
"08/10/2021","18:59:01.738","Close (1)"
"08/10/2021","19:59:01.739","Close (1)"
"08/10/2021","20:59:01.740","Close (1)"
"08/10/2021","21:59:01.741","Close (1)"
"08/10/2021","22:59:01.742","Close (1)"
"08/10/2021","23:59:01.743","Close (1)"
"08/11/2021","00:59:01.744","Close (1)"
"08/11/2021","01:59:01.745","Close (1)"
"08/11/2021","02:59:01.746","Close (1)"
"08/11/2021","03:59:01.747","Close (1)"
"08/11/2021","04:59:01.748","Close (1)"
"08/11/2021","05:59:01.748","Close (1)"
"08/11/2021","06:59:01.749","Close (1)"
"08/11/2021","07:59:01.750","Close (1)"
"08/11/2021","08:59:01.751","Close (1)"
"08/11/2021","09:59:01.752","Close (1)"
"08/11/2021","10:59:01.753","Close (1)"
"08/11/2021","11:23:17.006","Unknown (0)"
"08/11/2021","11:23:17.342","Open (2)"
"08/11/2021","11:44:24.584","Unknown (0)"
"08/11/2021","11:44:25.340","Close (1)"
"08/11/2021","12:36:01.542","Unknown (0)"
"08/11/2021","12:36:01.851","Open (2)"
"08/11/2021","12:37:19.202","Unknown (0)"
"08/11/2021","12:37:20.346","Close (1)"
"08/11/2021","12:44:07.851","Unknown (0)"
"08/11/2021","12:44:08.353","Open (2)"
"08/11/2021","12:53:55.115","Unknown (0)"
"08/11/2021","12:53:55.848","Close (1)"
"08/11/2021","12:58:50.396","Unknown (0)"
"08/11/2021","12:58:50.854","Open (2)"
"08/11/2021","13:00:31.275","Unknown (0)"
"08/11/2021","13:00:32.349","Close (1)"
"08/11/2021","13:05:03.980","Unknown (0)"
"08/11/2021","13:05:04.355","Open (2)"
"08/11/2021","14:05:04.355","Open (2)"
"08/11/2021","14:18:44.217","Unknown (0)"
"08/11/2021","14:18:45.359","Close (1)"
"08/11/2021","14:23:25.222","Unknown (0)"
"08/11/2021","14:23:25.862","Open (2)"
"08/11/2021","15:18:57.531","Unknown (0)"
"08/11/2021","15:18:58.367","Close (1)"
"08/11/2021","15:32:35.861","Unknown (0)"
"08/11/2021","15:32:36.374","Open (2)"
"08/11/2021","16:10:33.629","Unknown (0)"
"08/11/2021","16:10:34.374","Close (1)"
"08/11/2021","16:15:09.947","Unknown (0)"
"08/11/2021","16:15:10.380","Open (2)"
"08/11/2021","17:01:16.115","Unknown (0)"
"08/11/2021","17:01:16.880","Close (1)"
"08/11/2021","17:06:37.146","Unknown (0)"
"08/11/2021","17:06:37.387","Open (2)"
"08/11/2021","17:08:25.580","Unknown (0)"
"08/11/2021","17:08:26.382","Close (1)"
"08/11/2021","18:08:26.383","Close (1)"
"08/11/2021","19:08:26.384","Close (1)"
"08/11/2021","20:08:26.384","Close (1)"
"08/11/2021","21:08:26.385","Close (1)"
"08/11/2021","22:08:26.386","Close (1)"
"08/11/2021","23:08:26.387","Close (1)"
"08/12/2021","00:08:26.388","Close (1)"
"08/12/2021","01:08:26.389","Close (1)"
"08/12/2021","02:08:26.390","Close (1)"
"08/12/2021","03:08:26.391","Close (1)"
"08/12/2021","04:08:26.392","Close (1)"
"08/12/2021","05:08:26.393","Close (1)"
"08/12/2021","06:08:26.394","Close (1)"
"08/12/2021","07:08:26.394","Close (1)"
"08/12/2021","08:08:26.395","Close (1)"
"08/12/2021","09:08:26.396","Close (1)"
"08/12/2021","09:39:23.737","Unknown (0)"
"08/12/2021","09:39:23.998","Open (2)"
"08/12/2021","10:39:23.998","Open (2)"
"08/12/2021","10:44:59.221","Unknown (0)"
"08/12/2021","10:44:59.998","Close (1)"
"08/12/2021","11:44:59.999","Close (1)"
"08/12/2021","12:40:10.989","Unknown (0)"
"08/12/2021","12:40:11.515","Open (2)"
"08/12/2021","12:41:51.736","Unknown (0)"
"08/12/2021","12:41:52.513","Close (1)"
"08/12/2021","12:46:35.674","Unknown (0)"
"08/12/2021","12:46:36.019","Open (2)"
"08/12/2021","13:43:53.438","Unknown (0)"
"08/12/2021","13:43:54.521","Close (1)"
"08/12/2021","13:50:51.991","Unknown (0)"
"08/12/2021","13:50:52.525","Open (2)"
"08/12/2021","14:24:46.240","Unknown (0)"
