"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3846 (1137337) [Titan Krios G3i (3.1)]","3846 (1137337) [Titan Krios G3i (3.1)]"
"09/10/2021","15:21:43.716","80742.017",""
"09/10/2021","15:22:40.162","2259.761",""
"09/10/2021","15:23:38.604","3638.589",""
"09/10/2021","15:24:15.493","2259.761",""
"09/10/2021","15:24:31.830","3638.589",""
"09/10/2021","15:32:12.518","80742.017",""
"09/10/2021","15:33:08.312","3638.589",""
"09/10/2021","15:33:32.559","80742.017",""
"09/10/2021","15:34:21.509","3638.589",""
"09/10/2021","15:34:51.577","2259.761",""
"09/10/2021","15:35:44.193","3638.589",""
"09/10/2021","15:36:20.571","2259.761",""
"09/10/2021","15:36:36.763","3638.589",""
"09/10/2021","15:36:59.146","80742.017",""
"09/10/2021","15:38:57.941","3638.589",""
"09/10/2021","15:39:22.108","80742.017",""
"09/10/2021","15:41:27.182","3638.589",""
"09/10/2021","15:41:51.498","80742.017",""
"09/10/2021","15:42:47.354","3638.589",""
"09/10/2021","15:43:11.480","80742.017",""
"09/10/2021","15:44:55.789","2259.761",""
"09/10/2021","15:45:49.521","3638.589",""
"09/10/2021","15:46:26.289","2259.761",""
"09/10/2021","15:46:42.316","3638.589",""
"09/10/2021","15:47:01.942","80742.017",""
"09/10/2021","15:49:03.044","3638.589",""
"09/10/2021","15:49:27.259","80742.017",""
"09/10/2021","15:52:07.291","3638.589",""
"09/10/2021","15:53:12.039","80742.017",""
"09/10/2021","15:54:56.997","3638.589",""
"09/10/2021","15:55:21.062","80742.017",""
"09/10/2021","15:58:01.100","2259.761",""
"09/10/2021","15:58:54.024","3638.589",""
"09/10/2021","15:59:30.865","2259.761",""
"09/10/2021","15:59:46.730","3638.589",""
"09/10/2021","16:00:09.275","80742.017",""
"09/10/2021","16:02:14.508","3638.589",""
"09/10/2021","16:02:38.617","80742.017",""
"09/10/2021","16:05:12.814","3638.589",""
"09/10/2021","16:05:37.352","80742.017",""
"09/10/2021","16:07:48.846","3638.589",""
"09/10/2021","16:08:13.124","80742.017",""
"09/10/2021","16:10:45.964","2259.761",""
"09/10/2021","16:11:44.315","3638.589",""
"09/10/2021","16:12:20.545","2259.761",""
"09/10/2021","16:12:36.654","3638.589",""
"09/10/2021","16:12:59.305","80742.017",""
"09/10/2021","16:15:18.614","3638.589",""
"09/10/2021","16:15:39.397","80742.017",""
"09/10/2021","16:17:53.906","3638.589",""
"09/10/2021","16:18:18.294","80742.017",""
"09/10/2021","16:20:03.124","3638.589",""
"09/10/2021","16:20:31.348","80742.017",""
"09/10/2021","16:22:11.295","3638.589",""
"09/10/2021","16:22:30.033","80742.017",""
"09/10/2021","16:24:42.161","2259.761",""
"09/10/2021","16:25:44.468","3638.589",""
"09/10/2021","16:26:21.372","2259.761",""
"09/10/2021","16:26:38.027","3638.589",""
"09/10/2021","16:27:40.619","80742.017",""
"09/10/2021","16:29:35.502","3638.589",""
"09/10/2021","16:30:02.884","80742.017",""
"09/10/2021","16:32:43.042","3638.589",""
"09/10/2021","16:33:07.621","80742.017",""
"09/10/2021","16:35:12.520","3638.589",""
"09/10/2021","16:35:36.922","80742.017",""
"09/10/2021","16:37:48.997","2259.761",""
"09/10/2021","16:38:50.632","3638.589",""
"09/10/2021","16:39:26.900","2259.761",""
"09/10/2021","16:39:43.363","3638.589",""
"09/10/2021","16:40:02.351","80742.017",""
"09/10/2021","16:41:29.659","3638.589",""
"09/10/2021","16:41:53.763","80742.017",""
"09/10/2021","16:42:39.207","3638.589",""
"09/10/2021","16:43:12.359","2259.761",""
"09/10/2021","16:44:00.873","3638.589",""
"09/10/2021","16:44:37.312","2259.761",""
"09/10/2021","16:44:53.965","3638.589",""
"09/10/2021","16:45:16.465","80742.017",""
"09/10/2021","16:47:21.944","3638.589",""
"09/10/2021","16:47:45.980","80742.017",""
"09/10/2021","16:49:30.128","3638.589",""
"09/10/2021","16:49:54.322","80742.017",""
"09/10/2021","16:51:32.413","3638.589",""
"09/10/2021","16:51:56.952","80742.017",""
"09/10/2021","16:53:27.668","2259.761",""
"09/10/2021","16:54:27.303","3638.589",""
"09/10/2021","16:55:04.337","2259.761",""
"09/10/2021","16:55:20.539","3638.589",""
"09/10/2021","16:55:39.575","80742.017",""
"09/10/2021","16:57:55.059","3638.589",""
"09/10/2021","16:58:45.217","80742.017",""
"09/10/2021","16:59:34.273","3638.589",""
"09/10/2021","16:59:59.140","80742.017",""
"09/10/2021","17:02:33.155","3638.589",""
"09/10/2021","17:02:57.155","80742.017",""
"09/10/2021","17:04:08.601","2259.761",""
"09/10/2021","17:05:01.862","3638.589",""
"09/10/2021","17:05:35.293","2259.761",""
"09/10/2021","17:05:51.391","3638.589",""
"09/10/2021","17:06:13.792","80742.017",""
"09/10/2021","17:08:04.761","3638.589",""
"09/10/2021","17:08:28.801","80742.017",""
"09/10/2021","17:09:10.923","3638.589",""
"09/10/2021","17:09:35.387","80742.017",""
"09/10/2021","17:11:13.326","3638.589",""
"09/10/2021","17:11:37.489","80742.017",""
"09/10/2021","17:12:40.046","2259.761",""
"09/10/2021","17:13:35.258","3638.589",""
"09/10/2021","17:14:11.915","2259.761",""
"09/10/2021","17:14:27.769","3638.589",""
"09/10/2021","17:15:11.862","80742.017",""
"09/10/2021","17:17:09.897","3638.589",""
"09/10/2021","17:17:34.535","80742.017",""
"09/10/2021","17:18:30.788","2259.761",""
"09/10/2021","17:19:25.276","3638.589",""
"09/10/2021","17:20:02.062","2259.761",""
"09/10/2021","17:20:18.332","3638.589",""
"09/10/2021","17:20:41.040","80742.017",""
"09/10/2021","17:22:38.859","3638.589",""
"09/10/2021","17:22:57.888","80742.017",""
"09/10/2021","17:23:58.669","2259.761",""
"09/10/2021","17:24:16.916","3638.589",""
"09/10/2021","17:24:38.912","80742.017",""
"09/10/2021","17:25:35.740","3638.589",""
"09/10/2021","17:26:00.152","80742.017",""
"09/10/2021","17:28:12.440","3638.589",""
"09/10/2021","17:28:36.606","80742.017",""
"09/10/2021","17:29:46.503","2259.761",""
"09/10/2021","17:30:39.914","3638.589",""
"09/10/2021","17:31:17.473","2259.761",""
"09/10/2021","17:31:33.412","3638.589",""
"09/10/2021","17:32:41.352","80742.017",""
"09/10/2021","17:33:24.442","3638.589",""
"09/10/2021","17:33:56.397","80742.017",""
"09/10/2021","17:36:32.161","3638.589",""
"09/10/2021","17:36:56.128","80742.017",""
"09/10/2021","17:37:55.552","2259.761",""
"09/10/2021","17:38:52.458","3638.589",""
"09/10/2021","17:39:29.841","2259.761",""
"09/10/2021","17:39:46.009","3638.589",""
"09/10/2021","17:40:08.373","80742.017",""
"09/10/2021","17:41:18.128","3638.589",""
"09/10/2021","17:41:42.052","80742.017",""
"09/10/2021","17:42:45.731","3638.589",""
"09/10/2021","17:43:06.711","80742.017",""
"09/10/2021","17:45:35.385","3638.589",""
"09/10/2021","17:45:59.626","80742.017",""
"09/10/2021","17:47:33.336","2259.761",""
"09/10/2021","17:48:31.676","3638.589",""
"09/10/2021","17:49:08.424","2259.761",""
"09/10/2021","17:49:24.537","3638.589",""
"09/10/2021","17:49:47.644","80742.017",""
"09/10/2021","17:52:07.216","3638.589",""
"09/10/2021","17:52:27.699","80742.017",""
"09/10/2021","17:53:34.151","3638.589",""
"09/10/2021","17:53:58.496","80742.017",""
"09/10/2021","17:56:17.604","3638.589",""
"09/10/2021","17:56:36.799","2259.761",""
"09/10/2021","17:57:27.926","3638.589",""
"09/10/2021","17:58:04.417","2259.761",""
"09/10/2021","17:58:19.657","3638.589",""
"09/10/2021","17:58:42.543","80742.017",""
"09/10/2021","18:01:01.110","3638.589",""
"09/10/2021","18:01:26.209","80742.017",""
"09/10/2021","18:03:44.974","3638.589",""
"09/10/2021","18:04:53.289","80742.017",""
"09/10/2021","18:06:04.008","3638.589",""
"09/10/2021","18:06:28.247","80742.017",""
"09/10/2021","18:08:19.481","2259.761",""
"09/10/2021","18:09:19.797","3638.589",""
"09/10/2021","18:09:57.160","2259.761",""
"09/10/2021","18:10:12.827","3638.589",""
"09/10/2021","18:10:42.689","80742.017",""
"09/10/2021","18:11:29.134","3638.589",""
"09/10/2021","18:11:50.075","80742.017",""
"09/10/2021","18:12:49.715","3638.589",""
"09/10/2021","18:13:08.876","2259.761",""
"09/10/2021","18:13:57.441","3638.589",""
"09/10/2021","18:14:30.961","2259.761",""
"09/10/2021","18:14:47.218","3638.589",""
"09/10/2021","18:15:09.682","80742.017",""
"09/10/2021","18:16:39.781","3638.589",""
"09/10/2021","18:17:14.831","80742.017",""
"09/10/2021","18:18:03.759","3638.589",""
"09/10/2021","18:18:27.692","80742.017",""
"09/10/2021","18:19:16.586","2259.761",""
"09/10/2021","18:20:11.059","3638.589",""
"09/10/2021","18:20:48.164","2259.761",""
"09/10/2021","18:21:04.139","3638.589",""
"09/10/2021","18:21:26.693","80742.017",""
"09/10/2021","18:23:22.673","3638.589",""
"09/10/2021","18:23:39.821","80742.017",""
"09/10/2021","18:25:42.549","2259.761",""
"09/10/2021","18:26:00.723","3638.589",""
"09/10/2021","18:26:19.312","80742.017",""
"09/10/2021","18:27:53.165","3638.589",""
"09/10/2021","18:28:18.044","80742.017",""
"09/10/2021","18:30:37.213","3638.589",""
"09/10/2021","18:31:01.491","80742.017",""
"09/10/2021","18:32:32.184","2259.761",""
"09/10/2021","18:33:30.694","3638.589",""
"09/10/2021","18:34:07.287","2259.761",""
"09/10/2021","18:34:23.204","3638.589",""
"09/10/2021","18:34:45.599","80742.017",""
"09/10/2021","18:35:55.426","3638.589",""
"09/10/2021","18:36:45.507","80742.017",""
"09/10/2021","18:38:29.464","3638.589",""
"09/10/2021","18:38:53.875","80742.017",""
"09/10/2021","18:40:32.115","3638.589",""
"09/10/2021","18:40:52.531","80742.017",""
"09/10/2021","18:42:48.464","2259.761",""
"09/10/2021","18:43:48.199","3638.589",""
"09/10/2021","18:44:24.961","2259.761",""
"09/10/2021","18:44:40.918","3638.589",""
"09/10/2021","18:45:03.343","80742.017",""
"09/10/2021","18:47:29.509","3638.589",""
"09/10/2021","18:47:50.370","80742.017",""
"09/10/2021","18:49:44.836","3638.589",""
"09/10/2021","18:50:06.223","80742.017",""
"09/10/2021","18:52:39.451","3638.589",""
"09/10/2021","18:53:08.088","80742.017",""
"09/10/2021","18:55:06.238","2259.761",""
"09/10/2021","18:55:59.830","3638.589",""
"09/10/2021","18:56:37.731","2259.761",""
"09/10/2021","18:56:53.581","3638.589",""
"09/10/2021","18:57:16.322","80742.017",""
"09/10/2021","18:58:53.536","3638.589",""
"09/10/2021","18:59:17.672","80742.017",""
"09/10/2021","19:00:55.342","3638.589",""
"09/10/2021","19:01:20.097","80742.017",""
"09/10/2021","19:03:29.976","3638.589",""
"09/10/2021","19:03:53.918","80742.017",""
"09/10/2021","19:05:34.967","2259.761",""
"09/10/2021","19:06:30.250","3638.589",""
"09/10/2021","19:07:06.555","2259.761",""
"09/10/2021","19:07:22.846","3638.589",""
"09/10/2021","19:08:27.936","80742.017",""
"09/10/2021","19:09:37.698","3638.589",""
"09/10/2021","19:10:12.937","80742.017",""
"09/10/2021","19:12:17.316","3638.589",""
"09/10/2021","19:12:41.740","80742.017",""
"09/10/2021","19:13:37.761","2259.761",""
"09/10/2021","19:14:34.954","3638.589",""
"09/10/2021","19:15:11.830","2259.761",""
"09/10/2021","19:15:27.889","3638.589",""
"09/10/2021","19:15:50.455","80742.017",""
"09/10/2021","19:18:17.946","3638.589",""
"09/10/2021","19:18:42.332","80742.017",""
"09/10/2021","19:20:26.416","3638.589",""
"09/10/2021","19:20:47.438","80742.017",""
"09/10/2021","19:22:28.921","3638.589",""
"09/10/2021","19:22:54.302","80742.017",""
"09/10/2021","19:24:29.463","3638.589",""
"09/10/2021","19:24:48.406","80742.017",""
"09/10/2021","19:25:30.574","2259.761",""
"09/10/2021","19:26:28.109","3638.589",""
"09/10/2021","19:27:05.388","2259.761",""
"09/10/2021","19:27:21.464","3638.589",""
"09/10/2021","19:27:43.955","80742.017",""
"09/10/2021","19:28:53.712","3638.589",""
"09/10/2021","19:29:17.669","80742.017",""
"09/10/2021","19:30:06.830","3638.589",""
"09/10/2021","19:30:31.279","80742.017",""
"09/10/2021","19:33:05.255","3638.589",""
"09/10/2021","19:33:26.030","80742.017",""
"09/10/2021","19:34:55.912","2259.761",""
"09/10/2021","19:35:50.302","3638.589",""
"09/10/2021","19:36:27.849","2259.761",""
"09/10/2021","19:36:44.046","3638.589",""
"09/10/2021","19:37:06.584","80742.017",""
"09/10/2021","19:39:18.562","3638.589",""
"09/10/2021","19:40:25.385","80742.017",""
"09/10/2021","19:42:13.447","3638.589",""
"09/10/2021","19:42:41.270","80742.017",""
"09/10/2021","19:43:44.162","3638.589",""
"09/10/2021","19:44:08.351","80742.017",""
"09/10/2021","19:45:12.462","2259.761",""
"09/10/2021","19:46:02.683","3638.589",""
"09/10/2021","19:46:36.341","2259.761",""
"09/10/2021","19:46:52.400","3638.589",""
"09/10/2021","19:47:14.983","80742.017",""
"09/10/2021","19:49:50.017","3638.589",""
"09/10/2021","19:50:17.390","80742.017",""
"09/10/2021","19:52:37.535","3638.589",""
"09/10/2021","19:53:02.071","80742.017",""
"09/10/2021","19:55:13.447","3638.589",""
"09/10/2021","19:55:34.101","80742.017",""
"09/10/2021","19:57:21.838","2259.761",""
"09/10/2021","19:58:12.871","3638.589",""
"09/10/2021","19:58:46.824","2259.761",""
"09/10/2021","19:59:02.925","3638.589",""
"09/10/2021","19:59:26.084","80742.017",""
"09/10/2021","20:01:48.357","3638.589",""
"09/10/2021","20:02:16.041","80742.017",""
"09/10/2021","20:04:15.056","3638.589",""
"09/10/2021","20:04:39.590","80742.017",""
"09/10/2021","20:07:14.687","3638.589",""
"09/10/2021","20:07:38.786","80742.017",""
"09/10/2021","20:09:44.697","2259.761",""
"09/10/2021","20:10:38.486","3638.589",""
"09/10/2021","20:11:15.501","2259.761",""
"09/10/2021","20:11:31.465","3638.589",""
"09/10/2021","20:12:34.100","80742.017",""
"09/10/2021","20:14:46.792","3638.589",""
"09/10/2021","20:15:11.169","80742.017",""
"09/10/2021","20:17:02.590","3638.589",""
"09/10/2021","20:17:26.955","80742.017",""
"09/10/2021","20:18:30.091","3638.589",""
"09/10/2021","20:18:54.467","80742.017",""
"09/10/2021","20:20:59.219","2259.761",""
"09/10/2021","20:22:05.113","3638.589",""
"09/10/2021","20:22:41.033","2259.761",""
"09/10/2021","20:22:57.281","3638.589",""
"09/10/2021","20:23:30.456","80742.017",""
"09/10/2021","20:25:24.138","3638.589",""
"09/10/2021","20:25:41.661","80742.017",""
"09/10/2021","20:26:57.321","2259.761",""
"09/10/2021","20:27:16.248","3638.589",""
"09/10/2021","20:27:49.274","80742.017",""
"09/10/2021","20:28:31.727","2259.761",""
"09/10/2021","20:29:36.482","3638.589",""
"09/10/2021","20:30:13.413","2259.761",""
"09/10/2021","20:30:29.570","3638.589",""
"09/10/2021","20:30:51.706","80742.017",""
"09/10/2021","20:31:54.999","3638.589",""
"09/10/2021","20:32:19.597","80742.017",""
"09/10/2021","20:34:45.641","3638.589",""
"09/10/2021","20:35:09.898","80742.017",""
"09/10/2021","20:37:01.649","3638.589",""
"09/10/2021","20:37:26.079","80742.017",""
"09/10/2021","20:39:10.771","2259.761",""
"09/10/2021","20:40:00.195","3638.589",""
"09/10/2021","20:40:37.106","2259.761",""
"09/10/2021","20:40:52.702","3638.589",""
"09/10/2021","20:41:15.292","80742.017",""
"09/10/2021","20:43:27.273","3638.589",""
"09/10/2021","20:44:16.361","80742.017",""
"09/10/2021","20:46:49.738","3638.589",""
"09/10/2021","20:47:14.289","80742.017",""
"09/10/2021","20:49:05.416","3638.589",""
"09/10/2021","20:49:29.521","80742.017",""
"09/10/2021","20:51:27.388","2259.761",""
"09/10/2021","20:52:20.640","3638.589",""
"09/10/2021","20:52:57.568","2259.761",""
"09/10/2021","20:53:13.564","3638.589",""
"09/10/2021","20:53:36.088","80742.017",""
"09/10/2021","20:55:28.064","3638.589",""
"09/10/2021","20:55:52.147","80742.017",""
"09/10/2021","20:57:50.842","3638.589",""
"09/10/2021","20:58:15.410","80742.017",""
"09/10/2021","20:59:35.505","3638.589",""
"09/10/2021","21:00:02.955","80742.017",""
"09/10/2021","21:02:00.844","2259.761",""
"09/10/2021","21:02:51.613","3638.589",""
"09/10/2021","21:03:28.311","2259.761",""
"09/10/2021","21:03:44.663","3638.589",""
"09/10/2021","21:04:07.014","80742.017",""
"09/10/2021","21:05:58.487","3638.589",""
"09/10/2021","21:06:22.625","80742.017",""
"09/10/2021","21:08:07.167","3638.589",""
"09/10/2021","21:08:31.708","80742.017",""
"09/10/2021","21:10:36.484","3638.589",""
"09/10/2021","21:11:00.775","80742.017",""
"09/10/2021","21:12:59.067","2259.761",""
"09/10/2021","21:13:56.578","3638.589",""
"09/10/2021","21:14:34.967","2259.761",""
"09/10/2021","21:14:51.242","3638.589",""
"09/10/2021","21:15:53.646","80742.017",""
"09/10/2021","21:18:33.291","3638.589",""
"09/10/2021","21:18:57.821","80742.017",""
"09/10/2021","21:20:56.363","3638.589",""
"09/10/2021","21:21:17.507","80742.017",""
"09/10/2021","21:23:32.896","3638.589",""
"09/10/2021","21:23:56.976","80742.017",""
"09/10/2021","21:26:02.330","3638.589",""
"09/10/2021","21:26:20.184","80742.017",""
"09/10/2021","21:27:07.319","2259.761",""
"09/10/2021","21:28:00.065","3638.589",""
"09/10/2021","21:28:36.178","2259.761",""
"09/10/2021","21:28:52.167","3638.589",""
"09/10/2021","21:29:11.417","80742.017",""
"09/10/2021","21:31:47.260","3638.589",""
"09/10/2021","21:32:07.811","80742.017",""
"09/10/2021","21:34:24.092","3638.589",""
"09/10/2021","21:34:48.595","80742.017",""
"09/10/2021","21:37:08.490","3638.589",""
"09/10/2021","21:37:29.297","80742.017",""
"09/10/2021","21:39:10.244","2259.761",""
"09/10/2021","21:40:09.284","3638.589",""
"09/10/2021","21:40:47.643","2259.761",""
"09/10/2021","21:41:03.821","3638.589",""
"09/10/2021","21:41:26.504","80742.017",""
"09/10/2021","21:43:42.848","3638.589",""
"09/10/2021","21:44:10.215","80742.017",""
"09/10/2021","21:46:44.049","3638.589",""
"09/10/2021","21:47:34.886","80742.017",""
"09/10/2021","21:49:13.400","3638.589",""
"09/10/2021","21:49:37.636","80742.017",""
"09/10/2021","21:51:50.626","2259.761",""
"09/10/2021","21:52:43.950","3638.589",""
"09/10/2021","21:53:20.379","2259.761",""
"09/10/2021","21:53:36.611","3638.589",""
"09/10/2021","21:53:58.965","80742.017",""
"09/10/2021","21:55:15.830","3638.589",""
"09/10/2021","21:55:39.961","80742.017",""
"09/10/2021","21:57:31.074","3638.589",""
"09/10/2021","21:57:56.198","80742.017",""
"09/10/2021","21:58:45.535","3638.589",""
"09/10/2021","21:59:04.732","2259.761",""
"09/10/2021","21:59:53.519","3638.589",""
"09/10/2021","22:00:30.525","2259.761",""
"09/10/2021","22:00:46.620","3638.589",""
"09/10/2021","22:01:09.163","80742.017",""
"09/10/2021","22:02:26.223","3638.589",""
"09/10/2021","22:02:50.711","80742.017",""
"09/10/2021","22:04:48.760","3638.589",""
"09/10/2021","22:05:14.189","80742.017",""
"09/10/2021","22:05:56.457","3638.589",""
"09/10/2021","22:06:20.548","80742.017",""
"09/10/2021","22:07:30.291","2259.761",""
"09/10/2021","22:08:23.195","3638.589",""
"09/10/2021","22:08:57.045","2259.761",""
"09/10/2021","22:09:13.799","3638.589",""
"09/10/2021","22:09:36.328","80742.017",""
"09/10/2021","22:10:39.565","3638.589",""
"09/10/2021","22:11:03.922","80742.017",""
"09/10/2021","22:13:44.516","3638.589",""
"09/10/2021","22:14:19.255","80742.017",""
"09/10/2021","22:15:15.806","2259.761",""
"09/10/2021","22:16:06.069","3638.589",""
"09/10/2021","22:16:42.762","2259.761",""
"09/10/2021","22:16:58.786","3638.589",""
"09/10/2021","22:17:21.194","80742.017",""
"09/10/2021","22:18:31.548","3638.589",""
"09/10/2021","22:19:41.462","80742.017",""
"09/10/2021","22:21:59.849","3638.589",""
"09/10/2021","22:22:34.942","80742.017",""
"09/10/2021","22:23:38.122","2259.761",""
"09/10/2021","22:24:31.754","3638.589",""
"09/10/2021","22:25:08.576","2259.761",""
"09/10/2021","22:25:23.914","3638.589",""
"09/10/2021","22:25:52.940","80742.017",""
"09/10/2021","22:27:18.267","3638.589",""
"09/10/2021","22:27:40.511","80742.017",""
"09/10/2021","22:29:52.691","2259.761",""
"09/10/2021","22:30:10.931","3638.589",""
"09/10/2021","22:30:32.865","80742.017",""
"09/10/2021","22:32:10.850","3638.589",""
"09/10/2021","22:32:35.167","80742.017",""
"09/10/2021","22:34:34.450","3638.589",""
"09/10/2021","22:34:58.558","80742.017",""
"09/10/2021","22:37:24.675","2259.761",""
"09/10/2021","22:38:19.943","3638.589",""
"09/10/2021","22:38:53.564","2259.761",""
"09/10/2021","22:39:09.778","3638.589",""
"09/10/2021","22:39:32.327","80742.017",""
"09/10/2021","22:41:10.045","3638.589",""
"09/10/2021","22:41:34.319","80742.017",""
"09/10/2021","22:44:14.321","3638.589",""
"09/10/2021","22:44:49.705","80742.017",""
"09/10/2021","22:45:31.906","2259.761",""
"09/10/2021","22:46:21.644","3638.589",""
"09/10/2021","22:46:58.477","2259.761",""
"09/10/2021","22:47:14.708","3638.589",""
"09/10/2021","22:47:37.228","80742.017",""
"09/10/2021","22:49:01.264","3638.589",""
"09/10/2021","22:49:25.526","80742.017",""
"09/10/2021","22:51:24.547","3638.589",""
"09/10/2021","22:52:40.859","80742.017",""
"09/10/2021","22:53:50.917","2259.761",""
"09/10/2021","22:54:42.192","3638.589",""
"09/10/2021","22:55:18.742","2259.761",""
"09/10/2021","22:55:35.092","3638.589",""
"09/10/2021","22:55:57.576","80742.017",""
"09/10/2021","22:56:46.684","3638.589",""
"09/10/2021","22:57:10.592","80742.017",""
"09/10/2021","22:59:29.417","3638.589",""
"09/10/2021","22:59:54.150","80742.017",""
"09/10/2021","23:00:36.604","3638.589",""
"09/10/2021","23:00:55.843","2259.761",""
"09/10/2021","23:01:43.932","3638.589",""
"09/10/2021","23:02:20.365","2259.761",""
"09/10/2021","23:02:36.337","3638.589",""
"09/10/2021","23:02:58.726","80742.017",""
"09/10/2021","23:04:49.906","3638.589",""
"09/10/2021","23:05:14.164","80742.017",""
"09/10/2021","23:07:06.627","3638.589",""
"09/10/2021","23:07:30.856","80742.017",""
"09/10/2021","23:08:54.761","3638.589",""
"09/10/2021","23:09:18.956","80742.017",""
"09/10/2021","23:10:01.141","2259.761",""
"09/10/2021","23:10:58.002","3638.589",""
"09/10/2021","23:11:37.000","2259.761",""
"09/10/2021","23:11:53.452","3638.589",""
"09/10/2021","23:12:15.742","80742.017",""
"09/10/2021","23:13:16.433","3638.589",""
"09/10/2021","23:13:44.061","80742.017",""
"09/10/2021","23:16:03.464","3638.589",""
"09/10/2021","23:16:38.322","80742.017",""
"09/10/2021","23:17:27.506","2259.761",""
"09/10/2021","23:18:26.864","3638.589",""
"09/10/2021","23:19:04.024","2259.761",""
"09/10/2021","23:19:19.168","3638.589",""
"09/10/2021","23:19:38.317","80742.017",""
"09/10/2021","23:21:26.250","3638.589",""
"09/10/2021","23:21:50.393","80742.017",""
"09/10/2021","23:23:56.540","3638.589",""
"09/10/2021","23:24:44.179","80742.017",""
"09/10/2021","23:27:34.257","3638.589",""
"09/10/2021","23:28:04.198","80742.017",""
"09/10/2021","23:29:27.762","3638.589",""
"09/10/2021","23:29:46.460","80742.017",""
"09/10/2021","23:31:52.066","2259.761",""
"09/10/2021","23:32:44.353","3638.589",""
"09/10/2021","23:33:21.058","2259.761",""
"09/10/2021","23:33:37.313","3638.589",""
"09/10/2021","23:33:59.858","80742.017",""
"09/10/2021","23:36:33.133","3638.589",""
"09/10/2021","23:37:08.152","80742.017",""
"09/10/2021","23:39:40.426","3638.589",""
"09/10/2021","23:40:04.650","80742.017",""
"09/10/2021","23:41:14.474","2259.761",""
"09/10/2021","23:42:04.705","3638.589",""
"09/10/2021","23:42:41.974","2259.761",""
"09/10/2021","23:42:54.324","3638.589",""
"09/10/2021","23:43:17.250","80742.017",""
"09/10/2021","23:45:56.908","3638.589",""
"09/10/2021","23:53:45.960","80742.017",""
"09/10/2021","23:55:37.731","3638.589",""
"09/10/2021","23:56:45.951","80742.017",""
"09/10/2021","23:59:18.731","3638.589",""
"09/10/2021","23:59:42.957","80742.017",""
"09/11/2021","00:01:16.676","2259.761",""
"09/11/2021","00:02:09.940","3638.589",""
"09/11/2021","00:02:43.665","2259.761",""
"09/11/2021","00:02:59.835","3638.589",""
"09/11/2021","00:03:22.590","80742.017",""
"09/11/2021","00:05:49.184","3638.589",""
"09/11/2021","00:06:13.789","80742.017",""
"09/11/2021","00:07:58.140","3638.589",""
"09/11/2021","00:08:22.725","80742.017",""
"09/11/2021","00:10:00.034","3638.589",""
"09/11/2021","00:10:24.190","80742.017",""
"09/11/2021","00:12:36.697","2259.761",""
"09/11/2021","00:13:27.301","3638.589",""
"09/11/2021","00:14:01.061","2259.761",""
"09/11/2021","00:14:17.163","3638.589",""
"09/11/2021","00:14:39.742","80742.017",""
"09/11/2021","00:16:04.875","3638.589",""
"09/11/2021","00:16:28.903","80742.017",""
"09/11/2021","00:18:20.387","3638.589",""
"09/11/2021","00:18:44.885","80742.017",""
"09/11/2021","00:21:25.716","3638.589",""
"09/11/2021","00:21:49.924","80742.017",""
"09/11/2021","00:23:55.498","2259.761",""
"09/11/2021","00:24:45.903","3638.589",""
"09/11/2021","00:25:24.853","2259.761",""
"09/11/2021","00:25:40.851","3638.589",""
"09/11/2021","00:26:03.625","80742.017",""
"09/11/2021","00:27:37.512","3638.589",""
"09/11/2021","00:28:48.511","80742.017",""
"09/11/2021","00:30:13.631","3638.589",""
"09/11/2021","00:30:32.446","80742.017",""
"09/11/2021","00:31:42.234","2259.761",""
"09/11/2021","00:32:00.830","3638.589",""
"09/11/2021","00:32:23.318","80742.017",""
"09/11/2021","00:34:42.473","3638.589",""
"09/11/2021","00:35:06.599","80742.017",""
"09/11/2021","00:36:37.546","2259.761",""
"09/11/2021","00:37:27.961","3638.589",""
"09/11/2021","00:38:00.980","2259.761",""
"09/11/2021","00:38:17.121","3638.589",""
"09/11/2021","00:38:39.601","80742.017",""
"09/11/2021","00:40:46.494","3638.589",""
"09/11/2021","00:41:10.422","80742.017",""
"09/11/2021","00:43:15.735","3638.589",""
"09/11/2021","00:43:39.994","80742.017",""
"09/11/2021","00:45:00.490","3638.589",""
"09/11/2021","00:45:24.752","80742.017",""
"09/11/2021","00:46:52.037","2259.761",""
"09/11/2021","00:47:45.275","3638.589",""
"09/11/2021","00:48:22.104","2259.761",""
"09/11/2021","00:48:38.040","3638.589",""
"09/11/2021","00:49:00.713","80742.017",""
"09/11/2021","00:51:46.953","3638.589",""
"09/11/2021","00:52:11.051","80742.017",""
"09/11/2021","00:54:16.526","3638.589",""
"09/11/2021","00:54:37.663","80742.017",""
"09/11/2021","00:56:39.389","3638.589",""
"09/11/2021","00:57:03.557","80742.017",""
"09/11/2021","00:58:13.301","2259.761",""
"09/11/2021","00:59:07.210","3638.589",""
"09/11/2021","00:59:44.077","2259.761",""
"09/11/2021","00:59:59.482","3638.589",""
"09/11/2021","01:00:48.083","80742.017",""
"09/11/2021","01:02:53.881","3638.589",""
"09/11/2021","01:03:18.022","80742.017",""
"09/11/2021","01:04:55.591","3638.589",""
"09/11/2021","01:05:20.085","80742.017",""
"09/11/2021","01:07:15.421","3638.589",""
"09/11/2021","01:07:42.875","80742.017",""
"09/11/2021","01:09:27.137","2259.761",""
"09/11/2021","01:10:20.907","3638.589",""
