"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","9953149 (1139918) [Glacios]"
"07/29/2021","08:20:00.866","106.73"
"07/29/2021","08:20:34.359","106.85"
"07/29/2021","08:21:01.144","106.95"
"07/29/2021","08:21:34.644","107.08"
"07/29/2021","08:22:01.446","107.18"
"07/29/2021","08:22:34.930","107.3"
"07/29/2021","08:23:01.728","107.4"
"07/29/2021","08:23:35.238","107.53"
"07/29/2021","08:24:08.722","107.66"
"07/29/2021","08:24:42.222","107.78"
"07/29/2021","08:25:15.726","107.91"
"07/29/2021","08:25:49.220","108.03"
"07/29/2021","08:26:22.719","108.16"
"07/29/2021","08:26:49.512","108.26"
"07/29/2021","08:27:23.015","108.38"
"07/29/2021","08:27:49.810","108.48"
"07/29/2021","08:28:23.302","108.61"
"07/29/2021","08:28:56.813","108.73"
"07/29/2021","08:29:30.295","108.85"
"07/29/2021","08:29:57.096","108.95"
"07/29/2021","08:30:30.602","109.07"
"07/29/2021","08:30:57.403","109.17"
"07/29/2021","08:31:30.892","109.3"
"07/29/2021","08:32:04.400","109.41"
"07/29/2021","08:32:31.188","109.51"
"07/29/2021","08:33:04.677","109.63"
"07/29/2021","08:33:31.484","109.73"
"07/29/2021","08:34:04.978","109.85"
"07/29/2021","08:34:31.769","109.95"
"07/29/2021","08:35:05.267","110.07"
"07/29/2021","08:35:32.075","110.17"
"07/29/2021","08:36:05.568","110.29"
"07/29/2021","08:36:39.072","110.41"
"07/29/2021","08:37:12.563","110.53"
"07/29/2021","08:37:46.072","110.65"
"07/29/2021","08:38:19.552","110.77"
"07/29/2021","08:38:53.054","110.89"
"07/29/2021","08:39:26.552","111.01"
"07/29/2021","08:40:00.044","111.13"
"07/29/2021","08:40:33.554","111.25"
"07/29/2021","08:41:07.046","111.37"
"07/29/2021","08:41:40.534","111.49"
"07/29/2021","08:42:14.032","111.61"
"07/29/2021","08:42:47.537","111.73"
"07/29/2021","08:43:21.026","111.85"
"07/29/2021","08:43:54.534","111.97"
"07/29/2021","08:44:28.021","112.09"
"07/29/2021","08:45:01.518","112.2"
"07/29/2021","08:45:35.017","112.33"
"07/29/2021","08:46:08.512","112.44"
"07/29/2021","08:46:35.315","112.54"
"07/29/2021","08:47:08.805","112.66"
"07/29/2021","08:47:42.317","112.77"
"07/29/2021","08:48:09.101","112.87"
"07/29/2021","08:48:42.605","112.99"
"07/29/2021","08:49:16.103","113.11"
"07/29/2021","08:49:49.600","113.23"
"07/29/2021","08:50:23.100","113.34"
"07/29/2021","08:50:56.604","113.46"
"07/29/2021","08:51:23.396","113.56"
"07/29/2021","08:51:56.899","113.68"
"07/29/2021","08:52:30.395","113.79"
"07/29/2021","08:53:03.876","113.91"
"07/29/2021","08:53:37.373","114.03"
"07/29/2021","08:54:10.873","114.15"
"07/29/2021","08:54:44.384","114.26"
"07/29/2021","08:55:17.869","114.38"
"07/29/2021","08:55:51.367","114.5"
"07/29/2021","08:56:24.861","114.61"
"07/29/2021","08:56:58.366","114.73"
"07/29/2021","08:57:31.861","114.85"
"07/29/2021","08:58:05.364","114.97"
"07/29/2021","08:58:38.848","115.08"
"07/29/2021","08:59:05.653","115.18"
"07/29/2021","08:59:39.153","115.29"
"07/29/2021","09:00:12.653","115.41"
"07/29/2021","09:00:46.141","115.52"
"07/29/2021","09:01:12.943","115.62"
"07/29/2021","09:01:46.440","115.74"
"07/29/2021","09:02:19.926","115.85"
"07/29/2021","09:02:46.724","115.95"
"07/29/2021","09:03:20.224","116.06"
"07/29/2021","09:03:53.724","116.17"
"07/29/2021","09:04:27.221","116.29"
"07/29/2021","09:05:00.712","116.41"
"07/29/2021","09:05:34.224","116.52"
"07/29/2021","09:06:07.706","116.64"
"07/29/2021","09:06:41.216","116.75"
"07/29/2021","09:07:14.713","116.87"
"07/29/2021","09:07:48.204","116.99"
"07/29/2021","09:08:21.700","117.1"
"07/29/2021","09:08:55.198","117.21"
"07/29/2021","09:09:21.999","117.31"
"07/29/2021","09:09:55.495","117.42"
"07/29/2021","09:10:28.984","117.54"
"07/29/2021","09:11:02.482","117.65"
"07/29/2021","09:11:35.988","117.76"
"07/29/2021","09:12:09.500","117.88"
"07/29/2021","09:12:42.982","117.99"
"07/29/2021","09:13:16.498","118.1"
"07/29/2021","09:13:43.268","118.2"
"07/29/2021","09:14:16.767","118.31"
"07/29/2021","09:14:50.263","118.42"
"07/29/2021","09:15:23.760","118.53"
"07/29/2021","09:15:57.263","118.64"
"07/29/2021","09:16:30.760","118.75"
"07/29/2021","09:17:04.251","118.87"
"07/29/2021","09:17:37.748","118.98"
"07/29/2021","09:18:11.245","119.09"
"07/29/2021","09:18:44.750","119.2"
"07/29/2021","09:19:18.249","119.31"
"07/29/2021","09:19:51.755","119.42"
"07/29/2021","09:20:25.232","119.54"
"07/29/2021","09:21:05.454","119.67"
"07/29/2021","09:21:38.926","119.78"
"07/29/2021","09:22:12.425","119.89"
"07/29/2021","09:22:45.920","120"
"07/29/2021","09:23:19.418","120.11"
"07/29/2021","09:23:52.921","120.22"
"07/29/2021","09:24:26.418","120.33"
"07/29/2021","09:24:59.920","120.44"
"07/29/2021","09:25:33.404","120.55"
"07/29/2021","09:26:06.909","120.66"
"07/29/2021","09:26:40.404","120.77"
"07/29/2021","09:27:13.897","120.89"
"07/29/2021","09:27:54.098","121.02"
"07/29/2021","09:28:27.593","121.13"
"07/29/2021","09:29:01.092","121.24"
"07/29/2021","09:29:34.581","121.35"
"07/29/2021","09:30:08.085","121.46"
"07/29/2021","09:30:41.575","121.57"
"07/29/2021","09:31:15.077","121.68"
"07/29/2021","09:31:48.576","121.79"
"07/29/2021","09:32:22.081","121.9"
"07/29/2021","09:33:02.270","122.03"
"07/29/2021","09:33:35.760","122.14"
"07/29/2021","09:34:09.263","122.25"
"07/29/2021","09:34:42.758","122.36"
"07/29/2021","09:35:16.260","122.47"
"07/29/2021","09:35:56.449","122.6"
"07/29/2021","09:36:29.956","122.71"
"07/29/2021","09:37:03.442","122.82"
"07/29/2021","09:37:36.941","122.93"
"07/29/2021","09:38:10.438","123.04"
"07/29/2021","09:38:50.639","123.17"
"07/29/2021","09:39:30.829","123.29"
"07/29/2021","09:40:04.326","123.4"
"07/29/2021","09:40:37.829","123.52"
"07/29/2021","09:41:11.323","123.62"
"07/29/2021","09:41:44.816","123.73"
"07/29/2021","09:42:18.320","123.84"
"07/29/2021","09:42:51.813","123.95"
"07/29/2021","09:43:25.315","124.06"
"07/29/2021","09:43:58.804","124.17"
"07/29/2021","09:44:39.000","124.29"
"07/29/2021","09:45:12.497","124.4"
"07/29/2021","09:45:46.009","124.51"
"07/29/2021","09:46:19.490","124.62"
"07/29/2021","09:46:53.007","124.73"
"07/29/2021","09:47:33.189","124.86"
"07/29/2021","09:48:13.392","124.99"
"07/29/2021","09:48:46.878","125.09"
"07/29/2021","09:49:20.382","125.2"
"07/29/2021","09:49:53.882","125.31"
"07/29/2021","09:50:27.374","125.42"
"07/29/2021","09:51:07.573","125.55"
"07/29/2021","09:51:41.072","125.65"
"07/29/2021","09:52:14.566","125.76"
"07/29/2021","09:52:48.057","125.87"
"07/29/2021","09:53:21.568","125.98"
"07/29/2021","09:54:01.754","126.1"
"07/29/2021","09:54:35.245","126.21"
"07/29/2021","09:55:08.746","126.32"
"07/29/2021","09:55:42.238","126.43"
"07/29/2021","09:56:15.740","126.54"
"07/29/2021","09:56:55.940","126.66"
"07/29/2021","09:57:29.427","126.77"
"07/29/2021","09:58:02.925","126.88"
"07/29/2021","09:58:36.422","126.98"
"07/29/2021","09:59:09.927","127.09"
"07/29/2021","09:59:43.416","127.2"
"07/29/2021","10:00:23.611","127.32"
"07/29/2021","10:00:57.108","127.43"
"07/29/2021","10:01:30.606","127.54"
"07/29/2021","10:02:10.810","127.66"
"07/29/2021","10:02:44.303","127.77"
"07/29/2021","10:03:17.803","127.87"
"07/29/2021","10:03:51.294","127.98"
"07/29/2021","10:04:24.788","128.08"
"07/29/2021","10:05:04.991","128.21"
"07/29/2021","10:05:45.182","128.33"
"07/29/2021","10:06:18.687","128.44"
"07/29/2021","10:06:58.876","128.56"
"07/29/2021","10:07:32.378","128.67"
"07/29/2021","10:08:05.872","128.77"
"07/29/2021","10:08:46.065","128.89"
"07/29/2021","10:09:19.573","129"
"07/29/2021","10:09:59.764","129.12"
"07/29/2021","10:10:39.961","129.25"
"07/29/2021","10:11:20.159","129.37"
"07/29/2021","10:12:00.346","129.49"
"07/29/2021","10:12:33.843","129.6"
"07/29/2021","10:13:14.045","129.72"
"07/29/2021","10:13:47.537","129.83"
"07/29/2021","10:14:27.747","129.95"
"07/29/2021","10:15:01.230","130.05"
"07/29/2021","10:15:34.727","130.16"
"07/29/2021","10:16:14.923","130.28"
"07/29/2021","10:16:55.128","130.4"
"07/29/2021","10:17:28.616","130.51"
"07/29/2021","10:18:02.130","130.61"
"07/29/2021","10:18:35.610","130.72"
"07/29/2021","10:19:09.109","130.84"
"07/29/2021","10:19:22.512","130.97"
"07/29/2021","10:19:29.205","131.09"
"07/29/2021","10:19:35.905","131.23"
"07/29/2021","10:19:42.606","131.43"
"07/29/2021","10:19:49.303","131.65"
"07/29/2021","10:19:56.004","131.9"
"07/29/2021","10:20:02.711","132.2"
"07/29/2021","10:20:09.410","132.52"
"07/29/2021","10:20:16.105","132.89"
"07/29/2021","10:20:22.800","133.26"
"07/29/2021","10:20:29.512","133.66"
"07/29/2021","10:20:36.207","134.11"
"07/29/2021","10:20:42.905","134.56"
"07/29/2021","10:20:49.600","135.06"
"07/29/2021","10:20:56.307","135.55"
"07/29/2021","10:21:03.008","136.05"
"07/29/2021","10:21:09.700","136.61"
"07/29/2021","10:21:16.407","137.14"
"07/29/2021","10:21:23.110","137.73"
"07/29/2021","10:21:29.795","138.27"
"07/29/2021","10:21:36.495","138.83"
"07/29/2021","10:21:43.195","139.44"
"07/29/2021","10:21:49.899","140.01"
"07/29/2021","10:21:56.593","140.63"
"07/29/2021","10:22:03.292","141.2"
"07/29/2021","10:22:10.004","141.77"
"07/29/2021","10:22:16.697","142.38"
"07/29/2021","10:22:23.393","142.94"
"07/29/2021","10:22:30.090","143.5"
"07/29/2021","10:22:36.795","144.08"
"07/29/2021","10:22:43.492","144.6"
"07/29/2021","10:22:50.187","145.14"
"07/29/2021","10:22:56.895","145.61"
"07/29/2021","10:23:03.588","146.06"
"07/29/2021","10:23:10.292","146.48"
"07/29/2021","10:23:16.985","146.83"
"07/29/2021","10:23:23.684","147.14"
"07/29/2021","10:23:30.385","147.36"
"07/29/2021","10:23:37.088","147.53"
"07/29/2021","10:23:50.492","147.65"
"07/29/2021","10:24:03.884","147.38"
"07/29/2021","10:24:10.580","147.07"
"07/29/2021","10:24:17.279","146.61"
"07/29/2021","10:24:23.981","146.09"
"07/29/2021","10:24:30.677","145.41"
"07/29/2021","10:24:37.390","144.68"
"07/29/2021","10:24:44.077","143.85"
"07/29/2021","10:24:50.781","142.84"
"07/29/2021","10:24:57.476","141.82"
"07/29/2021","10:25:04.183","140.64"
"07/29/2021","10:25:10.874","139.48"
"07/29/2021","10:25:17.580","138.25"
"07/29/2021","10:25:24.273","136.88"
"07/29/2021","10:25:30.983","135.55"
"07/29/2021","10:25:37.673","134.09"
"07/29/2021","10:25:44.384","132.71"
"07/29/2021","10:25:51.071","131.32"
"07/29/2021","10:25:57.771","129.81"
"07/29/2021","10:26:04.474","128.41"
"07/29/2021","10:26:11.175","126.89"
"07/29/2021","10:26:17.879","125.48"
"07/29/2021","10:26:24.568","124.08"
"07/29/2021","10:26:31.267","122.58"
"07/29/2021","10:26:37.966","121.23"
"07/29/2021","10:26:44.677","119.89"
"07/29/2021","10:26:51.365","118.47"
"07/29/2021","10:26:58.071","117.17"
"07/29/2021","10:27:04.770","115.79"
"07/29/2021","10:27:11.467","114.54"
"07/29/2021","10:27:18.167","113.32"
"07/29/2021","10:27:24.863","112.05"
"07/29/2021","10:27:31.564","110.9"
"07/29/2021","10:27:38.261","109.7"
"07/29/2021","10:27:44.961","108.62"
"07/29/2021","10:27:51.672","107.54"
"07/29/2021","10:27:58.375","106.43"
"07/29/2021","10:28:05.064","105.42"
"07/29/2021","10:28:11.759","104.38"
"07/29/2021","10:28:18.464","103.46"
"07/29/2021","10:28:25.158","102.56"
"07/29/2021","10:28:31.865","101.64"
"07/29/2021","10:28:38.555","100.82"
"07/29/2021","10:28:45.261","99.95"
"07/29/2021","10:28:51.954","99.18"
"07/29/2021","10:28:58.655","98.44"
"07/29/2021","10:29:05.355","97.66"
"07/29/2021","10:29:12.059","96.98"
"07/29/2021","10:29:18.761","96.27"
"07/29/2021","10:29:25.452","95.64"
"07/29/2021","10:29:32.150","95.03"
"07/29/2021","10:29:38.859","94.41"
"07/29/2021","10:29:45.567","93.85"
"07/29/2021","10:29:52.257","93.28"
"07/29/2021","10:29:58.956","92.76"
"07/29/2021","10:30:05.653","92.27"
"07/29/2021","10:30:12.358","91.76"
"07/29/2021","10:30:19.049","91.31"
"07/29/2021","10:30:25.746","90.85"
"07/29/2021","10:30:32.454","90.43"
"07/29/2021","10:30:39.152","90.04"
"07/29/2021","10:30:45.844","89.64"
"07/29/2021","10:30:52.543","89.28"
"07/29/2021","10:30:59.253","88.91"
"07/29/2021","10:31:05.946","88.59"
"07/29/2021","10:31:12.644","88.28"
"07/29/2021","10:31:19.343","87.96"
"07/29/2021","10:31:26.046","87.67"
"07/29/2021","10:31:32.738","87.39"
"07/29/2021","10:31:39.444","87.12"
"07/29/2021","10:31:46.144","86.88"
"07/29/2021","10:31:52.837","86.62"
"07/29/2021","10:31:59.543","86.39"
"07/29/2021","10:32:06.236","86.17"
"07/29/2021","10:32:12.944","85.94"
"07/29/2021","10:32:19.644","85.74"
"07/29/2021","10:32:26.336","85.53"
"07/29/2021","10:32:33.036","85.34"
"07/29/2021","10:32:39.733","85.17"
"07/29/2021","10:32:46.444","84.99"
"07/29/2021","10:32:53.131","84.83"
"07/29/2021","10:32:59.836","84.66"
"07/29/2021","10:33:06.534","84.51"
"07/29/2021","10:33:13.238","84.37"
"07/29/2021","10:33:19.928","84.22"
"07/29/2021","10:33:26.628","84.09"
"07/29/2021","10:33:33.343","83.96"
"07/29/2021","10:33:40.037","83.84"
"07/29/2021","10:33:46.733","83.72"
"07/29/2021","10:33:53.425","83.6"
"07/29/2021","10:34:06.825","83.39"
"07/29/2021","10:34:20.227","83.2"
"07/29/2021","10:34:26.925","83.1"
"07/29/2021","10:34:40.327","82.92"
"07/29/2021","10:34:53.721","82.77"
"07/29/2021","10:35:07.127","82.61"
"07/29/2021","10:35:20.517","82.47"
"07/29/2021","10:35:33.922","82.34"
"07/29/2021","10:35:47.315","82.22"
"07/29/2021","10:36:00.714","82.11"
"07/29/2021","10:36:20.821","81.96"
"07/29/2021","10:36:40.916","81.81"
"07/29/2021","10:37:01.008","81.69"
"07/29/2021","10:37:21.118","81.58"
"07/29/2021","10:37:41.210","81.47"
"07/29/2021","10:38:08.006","81.34"
"07/29/2021","10:38:34.805","81.23"
"07/29/2021","10:39:01.597","81.13"
"07/29/2021","10:39:35.094","81.02"
"07/29/2021","10:40:15.290","80.91"
"07/29/2021","10:40:55.487","80.8"
"07/29/2021","10:41:45.741","80.69"
"07/29/2021","10:42:42.683","80.58"
"07/29/2021","10:43:46.335","80.47"
"07/29/2021","10:45:13.420","80.36"
"07/29/2021","10:46:57.271","80.25"
"07/29/2021","10:49:07.903","80.14"
"07/29/2021","10:51:52.032","80.03"
"07/29/2021","10:55:49.860","79.92"
"07/29/2021","11:01:31.531","79.82"
"07/29/2021","11:13:58.511","79.71"
"07/29/2021","12:31:44.672","79.6"
"07/29/2021","18:42:23.498","79.7"
"07/29/2021","18:43:23.792","79.82"
"07/29/2021","18:44:03.989","79.92"
"07/30/2021","01:48:18.522","79.82"
"07/30/2021","03:39:17.763","79.92"
"07/30/2021","03:40:34.817","80.03"
"07/30/2021","03:43:12.243","79.92"
"07/30/2021","03:45:29.598","79.82"
"07/30/2021","12:50:56.453","79.92"
"07/30/2021","12:52:26.914","80.03"
"07/30/2021","12:56:21.391","79.92"
"07/30/2021","13:00:25.908","79.82"
"07/30/2021","16:33:08.355","79.92"
"07/30/2021","19:35:25.231","80.03"
"07/30/2021","19:39:13.011","79.92"
"07/31/2021","03:12:32.769","80.03"
"07/31/2021","03:17:34.245","79.92"
"07/31/2021","12:03:58.800","80.03"
"07/31/2021","12:05:49.371","80.14"
"07/31/2021","12:09:13.676","80.03"
"07/31/2021","12:10:57.523","79.92"
"07/31/2021","20:11:18.496","80.03"
"07/31/2021","20:13:25.786","80.14"
"07/31/2021","20:16:26.671","80.03"
"07/31/2021","20:18:17.211","79.92"
"08/01/2021","06:11:44.729","80.03"
"08/01/2021","06:13:15.165","80.14"
"08/01/2021","06:14:38.908","80.25"
"08/01/2021","06:17:53.193","80.14"
"08/01/2021","06:19:13.583","80.03"
"08/01/2021","06:21:00.773","79.92"
"08/01/2021","15:27:14.434","80.03"
"08/01/2021","15:28:58.271","80.14"
"08/01/2021","15:33:16.211","80.03"
"08/01/2021","15:34:49.997","79.92"
"08/01/2021","15:37:14.041","79.82"
"08/02/2021","00:22:48.306","79.92"
"08/02/2021","00:24:55.596","80.03"
"08/02/2021","00:31:44.263","79.92"
"08/02/2021","00:33:48.206","79.82"
"08/02/2021","10:18:26.544","79.92"
"08/02/2021","10:20:30.459","80.03"
"08/02/2021","10:22:00.922","80.14"
"08/02/2021","10:27:15.782","80.03"
"08/02/2021","10:28:52.925","79.92"
"08/02/2021","16:26:11.159","80.03"
"08/02/2021","16:32:36.385","79.92"
"08/03/2021","01:59:09.398","80.03"
"08/03/2021","02:00:02.990","80.14"
"08/03/2021","02:04:00.829","80.03"
"08/03/2021","10:35:14.202","80.14"
"08/03/2021","10:39:05.317","80.03"
"08/03/2021","22:39:05.318","79.98"
"08/03/2021","23:32:18.985","80.09"
"08/03/2021","23:35:26.557","79.99"
"08/04/2021","05:43:14.515","80.09"
"08/04/2021","05:47:02.294","79.99"
"08/04/2021","11:13:48.258","80.09"
"08/04/2021","11:18:12.877","79.99"
"08/04/2021","18:16:05.571","80.09"
"08/04/2021","18:21:43.889","79.99"
"08/05/2021","03:49:50.671","80.1"
"08/05/2021","03:54:42.096","79.99"
"08/05/2021","11:58:07.321","80.09"
"08/05/2021","12:03:12.150","79.99"
"08/05/2021","19:00:01.142","80.09"
"08/05/2021","19:04:22.417","79.99"
"08/06/2021","04:56:39.631","80.1"
"08/06/2021","04:57:33.220","80.2"
"08/06/2021","05:00:37.449","80.1"
"08/06/2021","05:03:34.989","79.99"
"08/06/2021","13:43:14.204","80.1"
"08/06/2021","13:44:21.198","80.2"
"08/06/2021","13:46:35.191","80.1"
"08/06/2021","13:51:16.561","79.99"
"08/06/2021","23:24:41.538","80.1"
"08/06/2021","23:25:35.133","80.2"
"08/06/2021","23:28:25.978","80.1"
"08/06/2021","23:32:07.051","79.99"
"08/07/2021","09:17:42.257","80.09"
"08/07/2021","09:18:35.849","80.2"
"08/07/2021","09:21:43.431","80.1"
"08/07/2021","09:24:44.314","79.99"
"08/07/2021","19:13:57.250","80.09"
"08/07/2021","19:14:57.545","80.2"
"08/07/2021","19:17:31.633","80.1"
"08/07/2021","19:20:05.719","79.99"
"08/08/2021","05:01:33.093","80.09"
"08/08/2021","05:02:33.389","80.2"
"08/08/2021","05:05:24.218","80.1"
"08/08/2021","05:08:11.702","79.99"
"08/08/2021","14:58:41.744","80.09"
"08/08/2021","14:59:35.330","80.21"
"08/08/2021","15:02:39.561","80.1"
"08/08/2021","15:06:37.397","79.99"
"08/09/2021","00:52:15.992","80.1"
"08/09/2021","00:53:02.882","80.2"
"08/09/2021","00:56:07.115","80.1"
"08/09/2021","01:00:04.954","79.99"
"08/09/2021","10:25:47.693","80.11"
"08/09/2021","10:26:58.037","80.22"
"08/09/2021","10:29:35.477","80.11"
"08/09/2021","10:35:00.397","80"
"08/09/2021","16:16:03.869","80.11"
"08/09/2021","16:24:36.385","80"
"08/09/2021","21:59:07.924","80.11"
"08/10/2021","09:27:50.106","80"
"08/10/2021","15:29:39.685","80.11"
"08/10/2021","15:46:37.985","80"
"08/10/2021","22:37:25.268","80.11"
"08/10/2021","22:42:53.552","80"
"08/11/2021","08:26:41.612","80.11"
"08/11/2021","08:27:35.204","80.22"
"08/11/2021","08:30:15.994","80.11"
"08/11/2021","08:33:30.279","80"
"08/11/2021","15:57:17.214","80.11"
"08/11/2021","16:03:55.823","80"
"08/12/2021","00:17:30.693","80.11"
"08/12/2021","00:18:37.682","80.22"
"08/12/2021","00:21:25.167","80.11"
"08/12/2021","09:40:22.568","80"
"08/12/2021","09:54:40.096","80.11"
"08/12/2021","09:55:33.695","80.22"
"08/12/2021","09:59:04.727","80.11"
"08/12/2021","16:26:38.504","80"
"08/13/2021","00:55:44.618","80.11"
"08/13/2021","00:56:51.617","80.22"
"08/13/2021","00:59:25.701","80.11"
"08/13/2021","01:04:33.884","80"
"08/13/2021","10:04:32.417","80.12"
"08/13/2021","10:05:32.707","80.23"
"08/13/2021","10:08:20.196","80.13"
"08/13/2021","10:13:14.970","80.02"
"08/13/2021","17:20:13.620","80.12"
"08/13/2021","17:26:12.037","80.02"
"08/14/2021","02:57:33.071","80.12"
"08/14/2021","02:58:26.661","80.23"
"08/14/2021","03:01:14.149","80.13"
"08/14/2021","03:04:31.791","80.02"
"08/14/2021","10:09:43.241","80.12"
"08/14/2021","10:16:35.256","80.02"
"08/14/2021","19:41:41.107","80.13"
"08/14/2021","19:42:34.713","80.24"
"08/14/2021","19:45:45.642","80.13"
"08/14/2021","19:51:54.103","80.02"
"08/15/2021","05:12:21.970","80.12"
"08/15/2021","05:13:22.264","80.23"
"08/15/2021","05:17:16.744","80.13"
"08/15/2021","14:50:58.491","80.23"
"08/15/2021","14:55:23.092","80.13"
"08/16/2021","00:25:27.104","80.24"
"08/16/2021","00:29:34.985","80.13"
"08/16/2021","09:09:54.368","80.23"
"08/16/2021","09:13:48.852","80.13"
"08/16/2021","21:13:48.853","80.11"
"08/17/2021","09:13:48.854","80.11"
"08/17/2021","12:55:16.669","80.22"
"08/17/2021","13:00:11.443","80.11"
"08/17/2021","20:32:54.366","80.22"
"08/17/2021","20:37:42.451","80.11"
"08/18/2021","06:01:24.569","80.22"
"08/18/2021","06:02:31.566","80.33"
"08/18/2021","06:04:35.509","80.22"
"08/18/2021","06:06:59.541","80.11"
"08/18/2021","13:25:14.880","80.22"
"08/18/2021","13:29:12.714","80.11"
"08/19/2021","01:29:12.715","80.08"
"08/19/2021","13:29:12.716","80.05"
"08/19/2021","17:43:13.337","80.15"
"08/19/2021","17:47:37.974","80.05"
"08/20/2021","03:02:27.483","80.15"
"08/20/2021","03:03:31.126","80.26"
"08/20/2021","03:05:21.665","80.16"
"08/20/2021","03:07:55.751","80.05"
"08/20/2021","12:02:56.157","80.15"
"08/20/2021","12:08:37.829","80.05"
"08/20/2021","16:23:42.721","80.15"
"08/20/2021","16:23:49.422","80.27"
"08/20/2021","16:23:56.121","80.43"
"08/20/2021","16:24:02.820","80.63"
"08/20/2021","16:24:09.520","80.9"
"08/20/2021","16:24:16.219","81.18"
"08/20/2021","16:24:22.921","81.51"
"08/20/2021","16:24:29.619","81.83"
"08/20/2021","16:24:36.318","82.18"
"08/20/2021","16:24:43.017","82.56"
"08/20/2021","16:24:49.716","82.93"
"08/20/2021","16:24:56.416","83.33"
"08/20/2021","16:25:03.115","83.7"
"08/20/2021","16:25:09.814","84.08"
"08/20/2021","16:25:16.514","84.48"
"08/20/2021","16:25:23.213","84.85"
"08/20/2021","16:25:29.914","85.24"
"08/20/2021","16:25:36.613","85.6"
"08/20/2021","16:25:43.312","85.96"
"08/20/2021","16:25:50.013","86.33"
"08/20/2021","16:25:56.712","86.67"
"08/20/2021","16:26:03.411","87.02"
"08/20/2021","16:26:10.111","87.34"
"08/20/2021","16:26:16.812","87.65"
"08/20/2021","16:26:23.512","87.97"
"08/20/2021","16:26:30.211","88.26"
"08/20/2021","16:26:36.909","88.56"
"08/20/2021","16:26:43.609","88.84"
"08/20/2021","16:26:50.308","89.1"
"08/20/2021","16:26:57.007","89.37"
"08/20/2021","16:27:03.706","89.62"
"08/20/2021","16:27:10.405","89.88"
"08/20/2021","16:27:17.107","90.1"
"08/20/2021","16:27:23.806","90.33"
"08/20/2021","16:27:30.505","90.56"
"08/20/2021","16:27:37.204","90.77"
"08/20/2021","16:27:43.904","90.99"
"08/20/2021","16:27:50.603","91.18"
"08/20/2021","16:27:57.303","91.36"
"08/20/2021","16:28:04.001","91.56"
"08/20/2021","16:28:10.702","91.73"
"08/20/2021","16:28:17.406","91.91"
"08/20/2021","16:28:24.101","92.08"
"08/20/2021","16:28:30.800","92.24"
"08/20/2021","16:28:37.501","92.4"
"08/20/2021","16:28:44.201","92.55"
"08/20/2021","16:28:50.903","92.69"
"08/20/2021","16:28:57.600","92.83"
"08/20/2021","16:29:04.298","92.97"
"08/20/2021","16:29:10.996","93.11"
"08/20/2021","16:29:17.697","93.23"
"08/20/2021","16:29:24.396","93.35"
"08/20/2021","16:29:31.095","93.47"
"08/20/2021","16:29:37.796","93.58"
"08/20/2021","16:29:44.494","93.69"
"08/20/2021","16:29:51.194","93.79"
"08/20/2021","16:30:04.593","93.99"
"08/20/2021","16:30:11.292","94.09"
"08/20/2021","16:30:24.691","94.27"
"08/20/2021","16:30:38.091","94.44"
"08/20/2021","16:30:51.489","94.6"
"08/20/2021","16:31:04.890","94.74"
"08/20/2021","16:31:18.286","94.88"
"08/20/2021","16:31:31.685","95"
"08/20/2021","16:31:45.086","95.12"
"08/20/2021","16:31:58.491","95.23"
"08/20/2021","16:32:18.591","95.38"
"08/20/2021","16:32:31.982","95.48"
"08/20/2021","16:32:52.086","95.61"
"08/20/2021","16:33:12.193","95.72"
"08/20/2021","16:33:32.290","95.83"
"08/20/2021","16:33:52.387","95.93"
"08/20/2021","16:34:19.174","96.04"
"08/20/2021","16:34:52.671","96.16"
"08/20/2021","16:35:32.870","96.27"
"08/20/2021","16:36:13.063","96.37"
"08/20/2021","16:37:06.658","96.48"
"08/20/2021","16:38:13.659","96.59"
"08/20/2021","16:39:37.413","96.7"
"08/20/2021","16:41:31.303","96.81"
"08/20/2021","16:44:02.023","96.92"
"08/20/2021","16:46:56.207","97.03"
"08/20/2021","16:50:30.590","97.14"
"08/20/2021","16:54:04.970","97.25"
"08/20/2021","16:56:45.766","97.36"
"08/20/2021","16:59:16.499","97.47"
"08/20/2021","17:01:13.733","97.58"
"08/20/2021","17:02:40.821","97.68"
"08/20/2021","17:03:47.815","97.79"
"08/20/2021","17:05:01.510","97.9"
"08/20/2021","17:06:15.206","98.01"
"08/20/2021","17:09:39.540","98.16"
"08/20/2021","17:09:46.248","98.27"
"08/20/2021","17:09:52.940","98.43"
"08/20/2021","17:09:59.641","98.65"
"08/20/2021","17:10:06.355","98.91"
"08/20/2021","17:10:13.038","99.21"
"08/20/2021","17:10:19.746","99.52"
"08/20/2021","17:10:26.439","99.86"
"08/20/2021","17:10:33.137","100.25"
"08/20/2021","17:10:39.837","100.63"
"08/20/2021","17:10:46.538","101.04"
"08/20/2021","17:10:53.244","101.43"
"08/20/2021","17:10:59.939","101.84"
"08/20/2021","17:11:06.644","102.28"
"08/20/2021","17:11:13.340","102.7"
"08/20/2021","17:11:20.044","103.12"
"08/20/2021","17:11:26.742","103.58"
"08/20/2021","17:11:33.449","104.02"
"08/20/2021","17:11:40.152","104.49"
"08/20/2021","17:11:46.838","104.93"
"08/20/2021","17:11:53.544","105.37"
"08/20/2021","17:12:00.233","105.85"
"08/20/2021","17:12:06.931","106.29"
