"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3663 (1063996) [Titan Krios G2]"
"08/14/2021","16:00:16.766","257.93"
"08/14/2021","16:00:30.170","258.12"
"08/14/2021","16:00:36.865","258.22"
"08/14/2021","16:00:50.264","258.4"
"08/14/2021","16:00:56.963","258.5"
"08/14/2021","16:01:10.378","258.69"
"08/14/2021","16:01:23.761","258.87"
"08/14/2021","16:01:30.460","258.97"
"08/14/2021","16:01:43.860","259.17"
"08/14/2021","16:01:57.277","259.36"
"08/14/2021","16:02:10.658","259.55"
"08/14/2021","16:02:24.056","259.74"
"08/14/2021","16:02:37.474","259.94"
"08/14/2021","16:02:50.857","260.14"
"08/14/2021","16:03:04.259","260.32"
"08/14/2021","16:03:10.956","260.43"
"08/14/2021","16:03:24.365","260.62"
"08/14/2021","16:03:31.052","260.72"
"08/14/2021","16:03:44.453","260.92"
"08/14/2021","16:03:57.853","261.11"
"08/14/2021","16:04:11.252","261.3"
"08/14/2021","16:04:17.950","261.41"
"08/14/2021","16:04:31.350","261.6"
"08/14/2021","16:04:44.760","261.8"
"08/14/2021","16:04:58.153","261.99"
"08/14/2021","16:05:04.847","262.1"
"08/14/2021","16:05:18.245","262.29"
"08/14/2021","16:05:31.663","262.49"
"08/14/2021","16:05:45.044","262.69"
"08/14/2021","16:05:51.743","262.79"
"08/14/2021","16:06:05.142","262.99"
"08/14/2021","16:06:18.563","263.19"
"08/14/2021","16:06:31.941","263.39"
"08/14/2021","16:06:38.640","263.49"
"08/14/2021","16:06:52.040","263.69"
"08/14/2021","16:06:58.760","263.79"
"08/14/2021","16:07:12.137","263.99"
"08/14/2021","16:07:25.541","264.19"
"08/14/2021","16:07:32.237","264.29"
"08/14/2021","16:07:38.946","264.4"
"08/14/2021","16:07:45.648","264.5"
"08/14/2021","16:07:52.341","264.6"
"08/14/2021","16:08:05.736","264.8"
"08/14/2021","16:08:19.154","265"
"08/14/2021","16:08:25.847","265.1"
"08/14/2021","16:08:32.537","265.21"
"08/14/2021","16:08:39.234","265.31"
"08/14/2021","16:08:45.934","265.41"
"08/14/2021","16:08:52.634","265.52"
"08/14/2021","16:09:06.036","265.72"
"08/14/2021","16:09:19.431","265.93"
"08/14/2021","16:09:32.830","266.13"
"08/14/2021","16:09:39.549","266.24"
"08/14/2021","16:09:52.929","266.44"
"08/14/2021","16:09:59.627","266.55"
"08/14/2021","16:10:13.026","266.75"
"08/14/2021","16:10:19.725","266.85"
"08/14/2021","16:10:26.443","266.96"
"08/14/2021","16:10:33.137","267.06"
"08/14/2021","16:10:39.824","267.16"
"08/14/2021","16:10:46.526","267.27"
"08/14/2021","16:10:53.221","267.37"
"08/14/2021","16:10:59.922","267.48"
"08/14/2021","16:11:13.331","267.68"
"08/14/2021","16:11:20.029","267.79"
"08/14/2021","16:11:33.423","268"
"08/14/2021","16:11:40.121","268.1"
"08/14/2021","16:11:53.541","268.31"
"08/14/2021","16:12:00.236","268.41"
"08/14/2021","16:12:06.934","268.52"
"08/14/2021","16:12:13.619","268.62"
"08/14/2021","16:12:20.319","268.72"
"08/14/2021","16:12:27.018","268.83"
"08/14/2021","16:12:33.717","268.93"
"08/14/2021","16:12:40.435","269.04"
"08/14/2021","16:12:53.816","269.25"
"08/14/2021","16:13:00.520","269.35"
"08/14/2021","16:13:07.215","269.46"
"08/14/2021","16:13:13.914","269.57"
"08/14/2021","16:13:20.632","269.67"
"08/14/2021","16:13:34.013","269.88"
"08/14/2021","16:13:40.712","269.98"
"08/14/2021","16:13:47.417","270.09"
"08/14/2021","16:13:54.110","270.19"
"08/14/2021","16:14:00.821","270.3"
"08/14/2021","16:14:07.524","270.41"
"08/14/2021","16:14:20.911","270.61"
"08/14/2021","16:14:27.610","270.72"
"08/14/2021","16:14:41.029","270.93"
"08/14/2021","16:14:47.722","271.04"
"08/14/2021","16:15:01.108","271.25"
"08/14/2021","16:15:07.807","271.35"
"08/14/2021","16:15:14.507","271.46"
"08/14/2021","16:15:21.220","271.57"
"08/14/2021","16:15:27.917","271.67"
"08/14/2021","16:15:34.608","271.78"
"08/14/2021","16:15:41.307","271.88"
"08/14/2021","16:15:48.006","272"
"08/14/2021","16:15:54.705","272.1"
"08/14/2021","16:16:08.127","272.31"
"08/14/2021","16:16:14.810","272.41"
"08/14/2021","16:16:21.507","272.52"
"08/14/2021","16:16:28.204","272.63"
"08/14/2021","16:16:34.902","272.73"
"08/14/2021","16:16:41.601","272.84"
"08/14/2021","16:16:48.320","272.95"
"08/14/2021","16:16:55.001","273.06"
"08/14/2021","16:17:01.700","273.16"
"08/14/2021","16:17:15.100","273.37"
"08/14/2021","16:17:21.803","273.48"
"08/14/2021","16:17:28.521","273.59"
"08/14/2021","16:17:35.213","273.69"
"08/14/2021","16:17:41.899","273.8"
"08/14/2021","16:17:48.598","273.91"
"08/14/2021","16:18:01.999","274.13"
"08/14/2021","16:18:08.708","274.23"
"08/14/2021","16:18:22.099","274.44"
"08/14/2021","16:18:28.797","274.55"
"08/14/2021","16:18:35.500","274.66"
"08/14/2021","16:18:48.916","274.87"
"08/14/2021","16:18:55.611","274.98"
"08/14/2021","16:19:02.297","275.09"
"08/14/2021","16:19:08.996","275.2"
"08/14/2021","16:19:15.695","275.3"
"08/14/2021","16:19:22.395","275.41"
"08/14/2021","16:19:29.095","275.52"
"08/14/2021","16:19:35.804","275.62"
"08/14/2021","16:19:42.504","275.73"
"08/14/2021","16:19:49.193","275.84"
"08/14/2021","16:19:55.894","275.94"
"08/14/2021","16:20:02.592","276.06"
"08/14/2021","16:20:09.292","276.16"
"08/14/2021","16:20:15.990","276.27"
"08/14/2021","16:20:22.700","276.38"
"08/14/2021","16:20:29.403","276.48"
"08/14/2021","16:20:36.088","276.59"
"08/14/2021","16:20:42.788","276.7"
"08/14/2021","16:20:49.490","276.81"
"08/14/2021","16:20:56.187","276.92"
"08/14/2021","16:21:09.603","277.13"
"08/14/2021","16:21:16.305","277.24"
"08/14/2021","16:21:22.986","277.35"
"08/14/2021","16:21:29.683","277.46"
"08/14/2021","16:21:36.383","277.56"
"08/14/2021","16:21:43.083","277.68"
"08/14/2021","16:21:56.503","277.89"
"08/14/2021","16:22:03.192","278"
"08/14/2021","16:22:09.885","278.1"
"08/14/2021","16:22:16.581","278.22"
"08/14/2021","16:22:29.980","278.43"
"08/14/2021","16:22:36.681","278.54"
"08/14/2021","16:22:50.082","278.76"
"08/14/2021","16:22:56.780","278.86"
"08/14/2021","16:23:03.482","278.97"
"08/14/2021","16:23:10.178","279.08"
"08/14/2021","16:23:16.879","279.18"
"08/14/2021","16:23:23.596","279.3"
"08/14/2021","16:23:36.976","279.51"
"08/14/2021","16:23:43.676","279.62"
"08/14/2021","16:23:50.375","279.72"
"08/14/2021","16:23:57.073","279.84"
"08/14/2021","16:24:03.777","279.94"
"08/14/2021","16:24:10.497","280.04"
"08/14/2021","16:24:17.173","280.16"
"08/14/2021","16:24:30.571","280.37"
"08/14/2021","16:24:37.272","280.48"
"08/14/2021","16:24:50.689","280.69"
"08/14/2021","16:24:57.376","280.8"
"08/14/2021","16:25:04.076","280.91"
"08/14/2021","16:25:17.471","281.12"
"08/14/2021","16:25:24.173","281.23"
"08/14/2021","16:25:37.569","281.45"
"08/14/2021","16:25:44.269","281.55"
"08/14/2021","16:25:50.969","281.66"
"08/14/2021","16:25:57.669","281.77"
"08/14/2021","16:26:04.368","281.87"
"08/14/2021","16:26:11.087","281.98"
"08/14/2021","16:26:17.787","282.09"
"08/14/2021","16:26:24.470","282.19"
"08/14/2021","16:26:31.164","282.3"
"08/14/2021","16:26:37.868","282.41"
"08/14/2021","16:26:44.564","282.52"
"08/14/2021","16:26:51.263","282.63"
"08/14/2021","16:26:57.974","282.73"
"08/14/2021","16:27:04.674","282.84"
"08/14/2021","16:27:11.368","282.95"
"08/14/2021","16:27:18.061","283.06"
"08/14/2021","16:27:24.761","283.16"
"08/14/2021","16:27:31.460","283.27"
"08/14/2021","16:27:38.161","283.38"
"08/14/2021","16:27:44.872","283.49"
"08/14/2021","16:27:51.580","283.6"
"08/14/2021","16:28:04.958","283.81"
"08/14/2021","16:28:11.657","283.92"
"08/14/2021","16:28:25.057","284.13"
"08/14/2021","16:28:31.774","284.24"
"08/14/2021","16:28:38.474","284.35"
"08/14/2021","16:28:45.156","284.46"
"08/14/2021","16:28:51.855","284.56"
"08/14/2021","16:28:58.555","284.68"
"08/14/2021","16:29:11.954","284.88"
"08/14/2021","16:29:18.678","284.99"
"08/14/2021","16:29:25.358","285.1"
"08/14/2021","16:29:32.054","285.21"
"08/14/2021","16:29:38.754","285.32"
"08/14/2021","16:29:45.453","285.42"
"08/14/2021","16:29:52.153","285.54"
"08/14/2021","16:30:05.567","285.75"
"08/14/2021","16:30:12.251","285.86"
"08/14/2021","16:30:25.650","286.07"
"08/14/2021","16:30:32.349","286.18"
"08/14/2021","16:30:39.049","286.29"
"08/14/2021","16:30:45.765","286.4"
"08/14/2021","16:30:52.467","286.5"
"08/14/2021","16:30:59.148","286.61"
"08/14/2021","16:31:05.847","286.72"
"08/14/2021","16:31:12.546","286.83"
"08/14/2021","16:31:19.246","286.93"
"08/14/2021","16:31:25.949","287.04"
"08/14/2021","16:31:32.667","287.15"
"08/14/2021","16:31:39.350","287.26"
"08/14/2021","16:31:46.054","287.37"
"08/14/2021","16:31:52.743","287.48"
"08/14/2021","16:32:06.143","287.69"
"08/14/2021","16:32:12.842","287.8"
"08/14/2021","16:32:19.559","287.91"
"08/14/2021","16:32:32.941","288.12"
"08/14/2021","16:32:39.639","288.23"
"08/14/2021","16:32:46.343","288.34"
"08/14/2021","16:32:53.038","288.45"
"08/14/2021","16:32:59.737","288.56"
"08/14/2021","16:33:06.456","288.66"
"08/14/2021","16:33:13.155","288.77"
"08/14/2021","16:33:19.835","288.88"
"08/14/2021","16:33:26.538","288.99"
"08/14/2021","16:33:39.935","289.2"
"08/14/2021","16:33:46.634","289.31"
"08/14/2021","16:33:53.349","289.42"
"08/14/2021","16:34:00.036","289.53"
"08/14/2021","16:34:06.733","289.63"
"08/14/2021","16:34:13.434","289.74"
"08/14/2021","16:34:20.132","289.85"
"08/14/2021","16:34:26.832","289.96"
"08/14/2021","16:34:33.553","290.07"
"08/14/2021","16:34:40.242","290.17"
"08/14/2021","16:34:46.942","290.28"
"08/14/2021","16:34:53.629","290.39"
"08/14/2021","16:35:00.328","290.5"
"08/14/2021","16:35:07.027","290.61"
"08/14/2021","16:35:20.436","290.82"
"08/14/2021","16:35:27.148","290.93"
"08/14/2021","16:35:33.825","291.04"
"08/14/2021","16:35:40.526","291.15"
"08/14/2021","16:35:47.226","291.26"
"08/14/2021","16:35:53.925","291.36"
"08/14/2021","16:36:00.651","291.47"
"08/14/2021","16:36:07.330","291.58"
"08/14/2021","16:36:14.024","291.69"
"08/14/2021","16:36:20.723","291.79"
"08/14/2021","16:36:27.427","291.9"
"08/14/2021","16:36:34.123","292.01"
"08/14/2021","16:36:40.839","292.12"
"08/14/2021","16:36:47.536","292.23"
"08/14/2021","16:36:54.223","292.34"
"08/14/2021","16:37:00.920","292.44"
"08/14/2021","16:37:07.621","292.55"
"08/14/2021","16:37:14.319","292.66"
"08/14/2021","16:37:21.018","292.77"
"08/14/2021","16:37:27.718","292.88"
"08/14/2021","16:37:34.427","292.98"
"08/14/2021","16:37:41.119","293.09"
"08/14/2021","16:37:47.816","293.2"
"08/14/2021","16:37:54.516","293.31"
"08/14/2021","16:38:01.217","293.42"
"08/14/2021","16:38:14.613","293.64"
"08/14/2021","16:38:21.324","293.74"
"08/14/2021","16:38:28.015","293.85"
"08/14/2021","16:38:34.713","293.96"
"08/14/2021","16:38:41.417","294.06"
"08/14/2021","16:38:48.111","294.18"
"08/14/2021","16:39:01.521","294.39"
"08/14/2021","16:39:08.228","294.5"
"08/14/2021","16:39:14.916","294.6"
"08/14/2021","16:39:21.609","294.71"
"08/14/2021","16:39:28.309","294.82"
"08/14/2021","16:39:35.007","294.93"
"08/14/2021","16:39:41.707","295.04"
"08/14/2021","16:39:55.123","295.26"
"08/14/2021","16:40:01.805","295.36"
"08/14/2021","16:40:08.508","295.47"
"08/14/2021","16:40:15.204","295.58"
"08/14/2021","16:40:21.904","295.68"
"08/14/2021","16:40:28.606","295.8"
"08/14/2021","16:40:42.009","296.02"
"08/14/2021","16:40:48.705","296.12"
"08/14/2021","16:40:55.404","296.22"
"08/14/2021","16:41:02.104","296.34"
"08/14/2021","16:41:08.804","296.44"
"08/14/2021","16:41:15.514","296.55"
"08/14/2021","16:41:22.218","296.66"
"08/14/2021","16:41:35.602","296.88"
"08/14/2021","16:41:42.301","296.98"
"08/14/2021","16:41:49.005","297.09"
"08/14/2021","16:41:55.701","297.2"
"08/14/2021","16:42:02.409","297.3"
"08/14/2021","16:42:09.106","297.41"
"08/14/2021","16:42:15.797","297.52"
"08/14/2021","16:42:22.498","297.63"
"08/14/2021","16:42:29.197","297.74"
"08/14/2021","16:42:42.617","297.95"
"08/14/2021","16:42:49.312","298.06"
"08/14/2021","16:42:56.010","298.17"
"08/14/2021","16:43:02.694","298.28"
"08/14/2021","16:43:09.396","298.38"
"08/14/2021","16:43:16.094","298.49"
"08/14/2021","16:43:22.793","298.6"
"08/14/2021","16:43:29.508","298.71"
"08/14/2021","16:43:36.195","298.81"
"08/14/2021","16:43:42.892","298.92"
"08/14/2021","16:43:49.591","299.03"
"08/14/2021","16:43:56.291","299.13"
"08/14/2021","16:44:02.993","299.24"
"08/14/2021","16:44:16.405","299.44"
"08/14/2021","16:44:23.090","299.54"
"08/14/2021","16:44:36.489","299.73"
"08/14/2021","16:44:49.896","299.9"
"08/14/2021","16:45:03.288","300.06"
"08/14/2021","16:45:16.685","300.21"
"08/14/2021","16:45:30.085","300.33"
"08/14/2021","16:45:43.498","300.44"
"08/14/2021","16:46:03.583","300.58"
"08/14/2021","16:46:23.690","300.68"
"08/14/2021","16:46:57.179","300.8"
"08/14/2021","16:49:27.910","300.69"
"08/14/2021","16:50:01.407","300.59"
"08/14/2021","16:50:34.905","300.47"
"08/14/2021","16:51:01.705","300.37"
"08/14/2021","16:51:28.500","300.26"
"08/14/2021","16:51:55.297","300.15"
"08/14/2021","16:52:22.103","300.04"
"08/14/2021","16:52:48.896","299.93"
"08/14/2021","16:53:15.696","299.81"
"08/14/2021","16:53:42.515","299.7"
"08/14/2021","16:54:09.295","299.59"
"08/14/2021","16:54:36.095","299.48"
"08/14/2021","16:55:02.890","299.36"
"08/14/2021","16:55:29.689","299.25"
"08/14/2021","16:55:56.487","299.14"
"08/14/2021","16:56:29.984","299.01"
"08/14/2021","16:56:56.784","298.9"
"08/14/2021","16:57:30.294","298.78"
"08/14/2021","16:58:03.778","298.65"
"08/14/2021","16:58:37.276","298.53"
"08/14/2021","16:59:10.774","298.41"
"08/14/2021","16:59:44.273","298.29"
"08/14/2021","17:00:17.775","298.18"
"08/14/2021","17:00:51.268","298.07"
"08/14/2021","17:01:24.766","297.96"
"08/14/2021","17:02:04.964","297.84"
"08/14/2021","17:02:45.161","297.71"
"08/14/2021","17:03:25.360","297.6"
"08/14/2021","17:03:58.859","297.5"
"08/14/2021","17:04:39.059","297.39"
"08/14/2021","17:05:25.956","297.27"
"08/14/2021","17:06:12.849","297.15"
"08/14/2021","17:06:59.746","297.04"
"08/14/2021","17:07:46.644","296.93"
"08/14/2021","17:08:33.539","296.83"
"08/14/2021","17:09:27.136","296.71"
"08/14/2021","17:10:20.751","296.6"
"08/14/2021","17:11:14.330","296.5"
"08/14/2021","17:12:07.929","296.4"
"08/14/2021","17:13:08.238","296.29"
"08/14/2021","17:14:08.518","296.19"
"08/14/2021","17:15:08.814","296.09"
"08/14/2021","17:16:22.509","295.98"
"08/14/2021","17:17:32.867","295.88"
"08/14/2021","17:18:46.584","295.78"
"08/14/2021","17:20:16.995","295.67"
"08/14/2021","17:21:44.090","295.57"
"08/14/2021","17:23:24.584","295.46"
"08/14/2021","17:25:18.476","295.35"
"08/14/2021","17:27:15.732","295.25"
"08/14/2021","17:29:19.663","295.15"
"08/14/2021","17:31:57.115","295.04"
"08/14/2021","17:34:41.236","294.94"
"08/14/2021","17:37:55.529","294.84"
"08/14/2021","17:42:16.804","294.73"
"08/14/2021","17:47:31.685","294.63"
"08/14/2021","17:55:20.647","294.53"
"08/14/2021","18:56:08.547","294.63"
"08/14/2021","19:09:59.281","294.73"
"08/14/2021","19:23:43.321","294.84"
"08/14/2021","19:35:50.205","294.94"
"08/14/2021","19:47:23.623","295.04"
"08/14/2021","20:00:04.004","295.15"
"08/14/2021","20:11:17.330","295.25"
"08/14/2021","20:22:33.961","295.35"
"08/14/2021","20:35:00.947","295.46"
"08/14/2021","20:46:10.896","295.56"
"08/14/2021","20:57:44.314","295.66"
"08/14/2021","21:09:57.901","295.77"
"08/14/2021","21:21:27.951","295.87"
"08/14/2021","21:33:11.400","295.97"
"08/14/2021","21:45:58.526","296.08"
"08/14/2021","21:57:35.268","296.18"
"08/14/2021","22:10:49.139","296.29"
"08/14/2021","22:24:16.461","296.4"
"08/14/2021","22:36:46.792","296.5"
"08/14/2021","22:49:13.766","296.6"
"08/14/2021","23:03:24.627","296.71"
"08/14/2021","23:16:21.757","296.81"
"08/14/2021","23:29:28.977","296.91"
"08/14/2021","23:44:33.394","297.02"
"08/14/2021","23:58:24.121","297.12"
"08/15/2021","00:12:28.250","297.22"
"08/15/2021","00:28:29.631","297.33"
"08/15/2021","00:43:10.611","297.43"
"08/15/2021","01:00:02.234","297.54"
"08/15/2021","01:17:13.961","297.65"
"08/15/2021","01:33:15.355","297.75"
"08/15/2021","01:49:50.223","297.85"
"08/15/2021","02:08:22.336","297.96"
"08/15/2021","02:26:07.570","298.06"
"08/15/2021","02:44:06.193","298.16"
"08/15/2021","03:04:35.549","298.27"
"08/15/2021","03:24:04.626","298.37"
"08/15/2021","03:43:53.768","298.47"
"08/15/2021","04:06:37.132","298.58"
"08/15/2021","04:28:26.871","298.68"
"08/15/2021","04:53:14.162","298.79"
"08/15/2021","05:18:45.008","298.9"
"08/15/2021","05:43:15.541","299"
"08/15/2021","06:08:46.380","299.1"
"08/15/2021","06:38:15.058","299.21"
"08/15/2021","07:06:16.631","299.31"
"08/15/2021","07:35:28.551","299.41"
"08/15/2021","08:09:01.754","299.52"
"08/15/2021","08:41:21.262","299.62"
"08/15/2021","09:15:01.169","299.72"
"08/15/2021","09:54:26.101","299.83"
"08/15/2021","10:32:13.874","299.93"
"08/15/2021","11:16:53.674","300.04"
"08/15/2021","12:03:57.520","300.15"
"08/15/2021","12:49:14.168","300.25"
"08/15/2021","13:36:18.012","300.35"
"08/15/2021","14:28:40.074","300.46"
"08/15/2021","15:17:57.913","300.56"
"08/15/2021","16:08:59.589","300.66"
"08/15/2021","17:06:23.133","300.77"
"08/15/2021","18:01:32.692","300.87"
"08/15/2021","18:59:36.430","300.97"
"08/15/2021","20:09:06.879","301.08"
"08/15/2021","21:20:07.767","301.18"
"08/15/2021","22:50:31.017","301.29"
"08/16/2021","00:43:44.316","301.4"
"08/16/2021","03:00:47.967","301.5"
"08/16/2021","06:48:58.406","301.6"
"08/16/2021","11:15:10.043","301.49"
"08/16/2021","11:15:23.443","301.3"
"08/16/2021","11:15:30.144","301.16"
"08/16/2021","11:15:36.844","300.97"
"08/16/2021","11:15:43.544","300.73"
"08/16/2021","11:15:50.262","300.44"
"08/16/2021","11:15:56.951","300.06"
"08/16/2021","11:16:03.643","299.65"
"08/16/2021","11:16:10.343","299.13"
"08/16/2021","11:16:17.043","298.59"
"08/16/2021","11:16:23.743","297.97"
"08/16/2021","11:16:30.443","297.23"
"08/16/2021","11:16:37.148","296.48"
"08/16/2021","11:16:43.850","295.59"
"08/16/2021","11:16:50.541","294.71"
"08/16/2021","11:16:57.240","293.76"
"08/16/2021","11:17:03.940","292.65"
"08/16/2021","11:17:10.640","291.56"
"08/16/2021","11:17:17.338","290.31"
"08/16/2021","11:17:24.050","289.08"
"08/16/2021","11:17:30.738","287.77"
"08/16/2021","11:17:37.441","286.29"
"08/16/2021","11:17:44.138","284.83"
"08/16/2021","11:17:50.837","283.17"
"08/16/2021","11:17:57.537","281.56"
"08/16/2021","11:18:04.257","279.85"
"08/16/2021","11:18:10.943","277.92"
"08/16/2021","11:18:17.636","276.03"
"08/16/2021","11:18:24.338","273.9"
"08/16/2021","11:18:31.037","271.84"
"08/16/2021","11:18:37.736","269.69"
"08/16/2021","11:18:44.435","267.28"
"08/16/2021","11:18:51.135","264.94"
"08/16/2021","11:18:57.841","262.32"
"08/16/2021","11:19:04.536","259.76"
"08/16/2021","11:19:11.235","257.01"
"08/16/2021","11:19:17.934","253.77"
"08/16/2021","11:19:24.637","250.43"
"08/16/2021","11:19:31.336","246.4"
"08/16/2021","11:19:38.035","242.23"
"08/16/2021","11:19:44.734","237.68"
"08/16/2021","11:19:51.433","232.44"
"08/16/2021","11:19:58.136","227.32"
"08/16/2021","11:20:04.835","221.57"
"08/16/2021","11:20:11.536","216.13"
"08/16/2021","11:20:18.237","210.67"
"08/16/2021","11:20:24.936","204.76"
"08/16/2021","11:20:31.646","199.37"
"08/16/2021","11:20:38.335","193.63"
"08/16/2021","11:20:45.035","188.42"
"08/16/2021","11:20:51.735","183.4"
"08/16/2021","11:20:58.434","178.01"
"08/16/2021","11:21:05.133","173.22"
"08/16/2021","11:21:11.850","168.22"
"08/16/2021","11:21:18.542","163.73"
"08/16/2021","11:21:25.231","159.45"
"08/16/2021","11:21:31.932","154.96"
"08/16/2021","11:21:38.633","151"
"08/16/2021","11:21:45.334","146.93"
"08/16/2021","11:21:52.033","143.28"
"08/16/2021","11:21:58.733","139.81"
"08/16/2021","11:22:05.433","136.25"
"08/16/2021","11:22:12.132","133.08"
"08/16/2021","11:22:18.832","129.84"
"08/16/2021","11:22:25.531","127"
"08/16/2021","11:22:32.231","124.27"
"08/16/2021","11:22:38.929","121.49"
"08/16/2021","11:22:45.648","119.07"
"08/16/2021","11:22:52.329","116.59"
"08/16/2021","11:22:59.029","114.41"
"08/16/2021","11:23:05.728","112.37"
"08/16/2021","11:23:12.429","110.3"
"08/16/2021","11:23:19.128","108.51"
"08/16/2021","11:23:25.846","106.68"
"08/16/2021","11:23:32.529","105.09"
"08/16/2021","11:23:39.228","103.61"
"08/16/2021","11:23:45.929","102.13"
"08/16/2021","11:23:52.633","100.85"
"08/16/2021","11:23:59.328","99.55"
"08/16/2021","11:24:06.027","98.43"
"08/16/2021","11:24:12.737","97.4"
"08/16/2021","11:24:19.432","96.36"
"08/16/2021","11:24:26.131","95.48"
"08/16/2021","11:24:32.830","94.6"
"08/16/2021","11:24:39.531","93.85"
"08/16/2021","11:24:46.231","93.15"
"08/16/2021","11:24:52.931","92.44"
"08/16/2021","11:24:59.632","91.85"
"08/16/2021","11:25:06.330","91.25"
"08/16/2021","11:25:13.031","90.74"
"08/16/2021","11:25:19.729","90.28"
"08/16/2021","11:25:26.429","89.81"
"08/16/2021","11:25:33.128","89.42"
"08/16/2021","11:25:39.843","89.03"
"08/16/2021","11:25:46.527","88.69"
"08/16/2021","11:25:53.227","88.39"
"08/16/2021","11:25:59.929","88.09"
"08/16/2021","11:26:06.627","87.83"
"08/16/2021","11:26:13.325","87.57"
"08/16/2021","11:26:20.042","87.35"
"08/16/2021","11:26:26.739","87.15"
"08/16/2021","11:26:33.423","86.94"
"08/16/2021","11:26:40.125","86.76"
"08/16/2021","11:26:46.824","86.59"
"08/16/2021","11:26:53.523","86.43"
"08/16/2021","11:27:00.224","86.29"
"08/16/2021","11:27:06.923","86.15"
"08/16/2021","11:27:13.635","86.03"
"08/16/2021","11:27:20.327","85.91"
"08/16/2021","11:27:27.020","85.8"
"08/16/2021","11:27:40.420","85.6"
"08/16/2021","11:27:53.821","85.43"
"08/16/2021","11:28:07.219","85.28"
"08/16/2021","11:28:20.618","85.14"
"08/16/2021","11:28:34.016","85.01"
"08/16/2021","11:28:47.421","84.9"
"08/16/2021","11:29:00.815","84.8"
"08/16/2021","11:29:20.915","84.66"
"08/16/2021","11:29:41.014","84.54"
"08/16/2021","11:30:01.112","84.42"
"08/16/2021","11:30:21.211","84.32"
"08/16/2021","11:30:48.010","84.19"
"08/16/2021","11:31:14.809","84.07"
"08/16/2021","11:31:48.307","83.94"
"08/16/2021","11:32:21.825","83.82"
"08/16/2021","11:32:55.303","83.71"
"08/16/2021","11:33:28.803","83.6"
"08/16/2021","11:34:09.000","83.48"
"08/16/2021","11:34:49.200","83.37"
"08/16/2021","11:35:29.396","83.26"
"08/16/2021","11:36:16.294","83.15"
"08/16/2021","11:37:03.189","83.04"
"08/16/2021","11:37:50.086","82.94"
"08/16/2021","11:38:43.683","82.83"
"08/16/2021","11:39:43.997","82.72"
"08/16/2021","11:40:50.979","82.6"
"08/16/2021","11:41:57.973","82.49"
"08/16/2021","11:43:11.668","82.38"
"08/16/2021","11:44:32.068","82.27"
"08/16/2021","11:46:02.537","82.16"
"08/16/2021","11:47:43.033","82.05"
"08/16/2021","11:49:46.949","81.94"
"08/16/2021","11:52:00.940","81.83"
"08/16/2021","11:54:35.038","81.72"
"08/16/2021","11:57:45.984","81.61"
"08/16/2021","12:01:40.506","81.5"
"08/16/2021","12:06:31.886","81.39"
"08/16/2021","12:12:33.674","81.28"
"08/16/2021","12:20:36.024","81.17"
"08/16/2021","12:31:35.949","81.07"
"08/16/2021","12:49:54.677","80.96"
"08/16/2021","13:31:53.711","80.85"
"08/16/2021","17:49:49.698","80.95"
"08/16/2021","17:58:12.187","81.06"
"08/17/2021","05:58:12.188","81.15"
"08/17/2021","11:10:02.761","81.05"
"08/17/2021","23:10:02.762","81.09"
"08/18/2021","03:15:20.361","80.99"
"08/18/2021","03:44:05.483","81.09"
"08/18/2021","11:47:44.599","80.99"
"08/18/2021","12:50:33.078","81.09"
"08/18/2021","18:15:27.967","80.99"
"08/18/2021","18:39:45.121","81.09"
"08/19/2021","01:57:44.132","80.99"
"08/19/2021","13:57:44.132","81.04"
"08/19/2021","17:18:52.033","80.94"
"08/19/2021","18:01:21.210","81.04"
"08/20/2021","00:56:33.500","80.94"
"08/20/2021","01:25:21.979","81.04"
"08/20/2021","08:35:18.601","80.94"
"08/20/2021","09:08:28.368","81.04"
"08/20/2021","16:58:03.318","80.94"
"08/20/2021","18:02:15.582","81.04"
"08/21/2021","00:33:04.004","80.94"
"08/21/2021","01:10:01.541","81.04"
"08/21/2021","08:10:01.906","80.94"
"08/21/2021","08:36:09.593","81.04"
"08/21/2021","15:49:13.795","80.94"
"08/21/2021","16:20:39.730","81.04"
"08/21/2021","23:25:11.457","80.94"
"08/22/2021","11:25:11.458","81.01"
"08/22/2021","14:36:16.420","80.91"
"08/22/2021","16:15:49.069","81.01"
"08/22/2021","22:12:00.623","80.91"
"08/23/2021","00:27:00.368","81.01"
"08/23/2021","05:46:17.743","80.91"
"08/23/2021","17:46:17.744","81"
"08/23/2021","20:54:48.679","80.89"
"08/23/2021","21:12:54.011","81"
"08/24/2021","04:28:08.846","80.89"
"08/24/2021","04:42:19.700","81"
"08/24/2021","16:42:19.701","81.07"
"08/24/2021","19:29:17.557","80.96"
"08/24/2021","19:49:06.726","81.06"
"08/25/2021","03:03:01.199","80.96"
"08/25/2021","03:21:19.922","81.06"
"08/25/2021","10:37:28.368","80.96"
"08/25/2021","10:50:18.816","81.06"
"08/25/2021","18:10:04.979","80.96"
"08/25/2021","18:30:57.815","81.06"
"08/26/2021","01:47:46.432","80.96"
"08/26/2021","02:03:54.499","81.06"
"08/26/2021","09:23:47.406","80.96"
"08/26/2021","09:38:04.956","81.06"
"08/26/2021","16:59:14.837","80.96"
