"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3889 (1156255) [Krios G4]","3889 (1156255) [Krios G4]"
"08/29/2021","08:55:18.923","96315.789",""
"08/29/2021","08:56:30.716","2845.928",""
"08/29/2021","08:56:49.557","96315.789",""
"08/29/2021","08:57:21.031","2845.928",""
"08/29/2021","08:57:40.065","96315.789",""
"08/29/2021","08:58:11.563","2845.928",""
"08/29/2021","08:58:31.083","96315.789",""
"08/29/2021","08:59:02.626","2845.928",""
"08/29/2021","08:59:21.117","96315.789",""
"08/29/2021","08:59:59.797","657.216",""
"08/29/2021","09:00:35.912","1678.57",""
"08/29/2021","09:01:23.285","2845.928",""
"08/29/2021","09:02:02.491","657.216",""
"08/29/2021","09:02:16.064","2845.928",""
"08/29/2021","09:02:32.038","96315.789",""
"08/29/2021","09:13:47.872","2845.928",""
"08/29/2021","09:14:07.271","96315.789",""
"08/29/2021","09:27:29.588","2845.928",""
"08/29/2021","09:39:45.623","96315.789",""
"08/29/2021","09:46:58.362","2845.928",""
"08/29/2021","09:47:17.957","96315.789",""
"08/29/2021","09:56:37.455","2845.928",""
"08/29/2021","09:56:57.917","96315.789",""
"08/29/2021","10:10:03.440","2845.928",""
"08/29/2021","10:10:19.166","96315.789",""
"08/29/2021","10:19:49.876","657.216",""
"08/29/2021","10:20:13.254","1678.57",""
"08/29/2021","10:21:00.432","2845.928",""
"08/29/2021","10:21:40.890","657.216",""
"08/29/2021","10:21:54.334","2845.928",""
"08/29/2021","10:22:09.746","96315.789",""
"08/29/2021","10:35:37.144","2845.928",""
"08/29/2021","10:35:53.015","96315.789",""
"08/29/2021","10:49:58.323","2845.928",""
"08/29/2021","10:50:14.990","96315.789",""
"08/29/2021","11:04:01.656","","Open (2)"
"08/29/2021","11:04:38.085","2845.928",""
"08/29/2021","11:04:54.745","96315.789",""
"08/29/2021","11:18:56.436","2845.928",""
"08/29/2021","11:19:13.330","96315.789",""
"08/29/2021","11:32:21.962","2845.928",""
"08/29/2021","11:32:37.885","96315.789",""
"08/29/2021","11:45:13.057","657.216",""
"08/29/2021","11:45:48.972","1678.57",""
"08/29/2021","11:46:36.780","2845.928",""
"08/29/2021","11:47:17.673","657.216",""
"08/29/2021","11:47:30.524","2845.928",""
"08/29/2021","11:47:45.065","96315.789",""
"08/29/2021","11:48:16.702","2845.928",""
"08/29/2021","11:48:35.471","96315.789",""
"08/29/2021","11:49:29.027","2845.928",""
"08/29/2021","11:49:48.185","96315.789",""
"08/29/2021","11:50:19.760","2845.928",""
"08/29/2021","11:50:38.786","96315.789",""
"08/29/2021","11:51:10.181","2845.928",""
"08/29/2021","11:51:29.494","96315.789",""
"08/29/2021","11:52:01.293","2845.928",""
"08/29/2021","11:52:16.064","96315.789",""
"08/29/2021","11:52:54.204","657.216",""
"08/29/2021","11:53:23.505","1678.57",""
"08/29/2021","11:54:12.652","2845.928",""
"08/29/2021","11:54:52.862","657.216",""
"08/29/2021","11:55:05.743","2845.928",""
"08/29/2021","11:55:21.477","96315.789",""
"08/29/2021","12:06:55.233","2845.928",""
"08/29/2021","12:07:14.462","96315.789",""
"08/29/2021","12:20:19.625","2845.928",""
"08/29/2021","12:20:39.785","96315.789",""
"08/29/2021","12:32:34.418","2845.928",""
"08/29/2021","12:32:51.271","96315.789",""
"08/29/2021","12:44:45.498","2845.928",""
"08/29/2021","12:45:02.403","96315.789",""
"08/29/2021","12:56:54.667","2845.928",""
"08/29/2021","12:57:10.566","96315.789",""
"08/29/2021","13:10:03.540","657.216",""
"08/29/2021","13:10:33.231","1678.57",""
"08/29/2021","13:11:22.174","2845.928",""
"08/29/2021","13:11:59.480","657.216",""
"08/29/2021","13:12:13.873","2845.928",""
"08/29/2021","13:12:29.331","96315.789",""
"08/29/2021","13:22:46.839","2845.928",""
"08/29/2021","13:23:02.699","96315.789",""
"08/29/2021","13:32:59.754","2845.928",""
"08/29/2021","13:33:19.264","96315.789",""
"08/29/2021","13:37:01.432","2845.928",""
"08/29/2021","13:37:21.186","96315.789",""
"08/29/2021","13:48:10.993","657.216",""
"08/29/2021","13:48:43.974","1678.57",""
"08/29/2021","13:49:33.011","2845.928",""
"08/29/2021","13:50:13.476","657.216",""
"08/29/2021","13:50:26.842","2845.928",""
"08/29/2021","13:50:42.261","96315.789",""
"08/29/2021","14:03:12.359","2845.928",""
"08/29/2021","14:03:31.876","96315.789",""
"08/29/2021","14:15:59.600","2845.928",""
"08/29/2021","14:16:19.666","96315.789",""
"08/29/2021","14:27:51.382","2845.928",""
"08/29/2021","14:28:11.509","96315.789",""
"08/29/2021","14:37:51.796","2845.928",""
"08/29/2021","14:38:12.098","96315.789",""
"08/29/2021","14:48:35.534","2845.928",""
"08/29/2021","14:48:55.250","96315.789",""
"08/29/2021","15:01:10.688","657.216",""
"08/29/2021","15:01:37.229","1678.57",""
"08/29/2021","15:02:24.986","2845.928",""
"08/29/2021","15:03:02.024","657.216",""
"08/29/2021","15:03:15.944","2845.928",""
"08/29/2021","15:03:31.704","96315.789",""
"08/29/2021","15:12:51.499","2845.928",""
"08/29/2021","15:13:10.866","96315.789",""
"08/29/2021","15:22:51.452","2845.928",""
"08/29/2021","15:23:11.359","96315.789",""
"08/29/2021","15:31:36.036","2845.928",""
"08/29/2021","15:31:52.270","96315.789",""
"08/29/2021","15:44:28.218","2845.928",""
"08/29/2021","15:44:44.172","96315.789",""
"08/29/2021","15:58:07.807","2845.928",""
"08/29/2021","16:02:08.866","","Unknown (0)"
"08/29/2021","16:02:10.025","","Close (1)"
"08/29/2021","16:26:31.256","","Unknown (0)"
"08/30/2021","03:58:07.807","2845.928",""
"08/30/2021","04:26:31.256","","Unknown (0)"
"08/30/2021","04:28:16.634","","Close (1)"
"08/30/2021","10:42:40.770","2845.928","Close (1)"
"08/30/2021","10:43:07.243","-1","Unknown (0)"
"08/30/2021","10:43:45.956","2845.928",""
"08/30/2021","10:43:49.863","","Close (1)"
"08/30/2021","10:43:49.938","","Close (1)"
"08/30/2021","11:53:56.280","-1","Unknown (0)"
"08/30/2021","11:54:17.821","2845.928",""
"08/30/2021","11:54:21.779","","Close (1)"
"08/30/2021","11:54:21.856","","Close (1)"
"08/30/2021","23:54:17.821","2845.928",""
"08/30/2021","23:54:21.857","","Close (1)"
"08/31/2021","11:54:17.822","2845.928",""
"08/31/2021","11:54:21.857","","Close (1)"
"08/31/2021","14:53:54.838","64.396",""
"08/31/2021","14:54:10.472","","Unknown (0)"
"08/31/2021","14:54:12.504","","Open (2)"
"08/31/2021","14:54:35.101","1678.57",""
"08/31/2021","14:55:34.125","2845.928",""
"08/31/2021","14:56:15.393","96315.789",""
"08/31/2021","15:00:42.155","657.216",""
"08/31/2021","15:01:24.653","1678.57",""
"08/31/2021","15:02:12.232","2845.928",""
"08/31/2021","15:02:52.905","657.216",""
"08/31/2021","15:03:06.608","2845.928",""
"08/31/2021","15:06:42.308","96315.789",""
"09/01/2021","02:02:04.659","2845.928",""
"09/01/2021","02:32:22.568","","Unknown (0)"
"09/01/2021","02:32:23.562","","Close (1)"
"09/01/2021","09:13:27.868","64.396",""
"09/01/2021","09:13:36.933","","Unknown (0)"
"09/01/2021","09:13:37.387","","Open (2)"
"09/01/2021","09:13:48.251","657.216",""
"09/01/2021","09:14:00.977","1678.57",""
"09/01/2021","09:14:09.402","96315.789",""
"09/01/2021","09:47:38.900","1678.57",""
"09/01/2021","09:48:18.496","2845.928",""
"09/01/2021","09:49:05.531","96315.789",""
"09/01/2021","09:50:12.032","-1",""
"09/01/2021","09:50:27.882","96315.789",""
"09/01/2021","09:58:40.857","","Unknown (0)"
"09/01/2021","09:58:41.919","","Close (1)"
"09/01/2021","10:46:47.784","","Unknown (0)"
"09/01/2021","10:46:47.961","","Open (2)"
"09/01/2021","11:06:58.411","2845.928",""
"09/01/2021","11:07:36.153","96315.789",""
"09/01/2021","11:08:50.181","2845.928",""
"09/01/2021","11:09:08.466","1678.57",""
"09/01/2021","11:09:18.913","657.216",""
"09/01/2021","11:09:32.177","64.396",""
"09/01/2021","11:10:43.194","","Unknown (0)"
"09/01/2021","11:10:44.477","","Close (1)"
"09/01/2021","11:10:46.592","96315.789",""
"09/01/2021","15:50:32.404","64.396",""
"09/01/2021","15:51:01.563","","Unknown (0)"
"09/01/2021","15:51:02.205","","Open (2)"
"09/01/2021","15:51:24.837","1678.57",""
"09/01/2021","15:52:14.282","2845.928",""
"09/01/2021","15:56:37.730","657.216",""
"09/01/2021","15:58:33.579","1678.57",""
"09/01/2021","15:59:22.621","2845.928",""
"09/01/2021","16:00:03.832","657.216",""
"09/01/2021","16:00:18.223","2845.928",""
"09/01/2021","16:01:54.622","96315.789",""
"09/02/2021","02:55:52.964","2845.928",""
"09/02/2021","02:57:10.924","96315.789",""
"09/02/2021","03:51:02.205","","Open (2)"
"09/02/2021","09:37:28.858","","Unknown (0)"
"09/02/2021","09:37:30.059","","Close (1)"
"09/02/2021","10:17:22.547","","Unknown (0)"
"09/02/2021","10:17:23.095","","Open (2)"
"09/02/2021","10:18:17.407","64.396",""
"09/02/2021","10:18:34.109","1678.57",""
"09/02/2021","10:19:27.732","2845.928",""
"09/02/2021","10:30:39.614","75338.953",""
"09/02/2021","10:31:28.338","64.396",""
"09/02/2021","10:32:24.916","1678.57",""
"09/02/2021","10:32:38.197","2845.928",""
"09/02/2021","10:33:11.427","75338.953",""
"09/02/2021","11:01:35.179","64.396",""
"09/02/2021","11:02:21.846","1678.57",""
"09/02/2021","11:03:14.325","2845.928",""
"09/02/2021","11:04:28.906","64.396",""
"09/02/2021","11:11:01.253","196002.516",""
"09/02/2021","11:11:02.694","","Unknown (0)"
"09/02/2021","11:11:03.635","","Close (1)"
"09/02/2021","11:13:19.470","657.216",""
"09/02/2021","11:13:35.832","","Unknown (0)"
"09/02/2021","11:13:36.140","","Open (2)"
"09/02/2021","11:15:13.197","1678.57",""
"09/02/2021","11:16:06.124","2845.928",""
"09/02/2021","11:16:46.540","657.216",""
"09/02/2021","11:17:00.285","2845.928",""
"09/02/2021","11:18:18.354","75338.953",""
"09/02/2021","11:19:58.036","657.216",""
"09/02/2021","11:20:22.252","1678.57",""
"09/02/2021","11:21:13.958","2845.928",""
"09/02/2021","11:21:54.393","657.216",""
"09/02/2021","11:22:08.493","2845.928",""
"09/02/2021","11:22:52.145","75338.953",""
"09/02/2021","11:24:30.619","657.216",""
"09/02/2021","11:24:53.381","1678.57",""
"09/02/2021","11:25:44.571","2845.928",""
"09/02/2021","11:26:21.779","657.216",""
"09/02/2021","11:26:34.980","2845.928",""
"09/02/2021","11:27:13.839","75338.953",""
"09/02/2021","11:30:47.399","64.396",""
"09/02/2021","11:31:18.550","75338.953",""
"09/02/2021","11:33:06.653","","Unknown (0)"
"09/02/2021","11:33:07.653","","Close (1)"
"09/02/2021","11:38:12.522","64.396",""
"09/02/2021","11:38:20.699","","Unknown (0)"
"09/02/2021","11:38:21.160","","Open (2)"
"09/02/2021","11:38:46.367","1678.57",""
"09/02/2021","11:39:41.214","2845.928",""
"09/02/2021","11:40:55.890","64.396",""
"09/02/2021","11:47:13.532","196002.516",""
"09/02/2021","11:47:14.987","","Unknown (0)"
"09/02/2021","11:47:16.164","","Close (1)"
"09/02/2021","11:49:49.218","657.216",""
"09/02/2021","11:50:10.073","","Unknown (0)"
"09/02/2021","11:50:10.667","","Open (2)"
"09/02/2021","11:51:43.239","1678.57",""
"09/02/2021","11:52:32.347","2845.928",""
"09/02/2021","11:53:11.108","657.216",""
"09/02/2021","11:53:24.653","2845.928",""
"09/02/2021","11:54:34.369","75338.953",""
"09/02/2021","11:56:10.971","657.216",""
"09/02/2021","11:56:33.169","1678.57",""
"09/02/2021","11:57:23.697","2845.928",""
"09/02/2021","11:58:03.251","657.216",""
"09/02/2021","11:58:16.243","2845.928",""
"09/02/2021","12:00:19.719","75338.953",""
"09/02/2021","12:01:56.995","657.216",""
"09/02/2021","12:02:19.478","1678.57",""
"09/02/2021","12:03:10.130","2845.928",""
"09/02/2021","12:03:49.963","657.216",""
"09/02/2021","12:04:02.914","2845.928",""
"09/02/2021","12:05:14.432","75338.953",""
"09/02/2021","12:08:21.389","","Unknown (0)"
"09/02/2021","12:08:22.680","","Close (1)"
"09/02/2021","12:14:30.118","64.396",""
"09/02/2021","12:14:39.096","","Unknown (0)"
"09/02/2021","12:14:39.687","","Open (2)"
"09/02/2021","12:15:01.814","1678.57",""
"09/02/2021","12:15:52.506","2845.928",""
"09/02/2021","12:18:12.410","75338.953",""
"09/02/2021","12:27:30.873","","Unknown (0)"
"09/02/2021","12:27:31.697","","Close (1)"
"09/02/2021","12:33:02.058","64.396",""
"09/02/2021","12:33:17.427","","Unknown (0)"
"09/02/2021","12:33:17.713","","Open (2)"
"09/02/2021","12:33:30.329","1678.57",""
"09/02/2021","12:34:22.542","2845.928",""
"09/02/2021","12:36:02.820","64.396",""
"09/02/2021","12:42:28.255","196002.516",""
"09/02/2021","12:42:29.698","","Unknown (0)"
"09/02/2021","12:42:30.709","","Close (1)"
"09/02/2021","12:45:49.732","657.216",""
"09/02/2021","12:46:05.010","","Unknown (0)"
"09/02/2021","12:46:05.214","","Open (2)"
"09/02/2021","12:48:02.990","1678.57",""
"09/02/2021","12:48:52.690","2845.928",""
"09/02/2021","12:49:34.911","657.216",""
"09/02/2021","12:49:48.397","2845.928",""
"09/02/2021","12:52:43.736","75338.953",""
"09/02/2021","12:53:00.270","-1",""
"09/02/2021","12:53:13.325","75338.953",""
"09/02/2021","12:58:04.042","2845.928",""
"09/02/2021","13:46:06.518","657.216",""
"09/02/2021","13:46:32.607","1678.57",""
"09/02/2021","13:47:22.326","2845.928",""
"09/02/2021","13:48:03.712","657.216",""
"09/02/2021","13:48:17.071","2845.928",""
"09/02/2021","13:49:26.451","75338.953",""
"09/02/2021","13:55:26.982","2845.928",""
"09/02/2021","13:55:47.440","75338.953",""
"09/02/2021","13:59:14.398","2845.928",""
"09/02/2021","13:59:34.656","75338.953",""
"09/02/2021","14:04:18.352","2845.928",""
"09/02/2021","14:04:36.414","75338.953",""
"09/02/2021","14:09:58.099","2845.928",""
"09/02/2021","14:10:19.020","75338.953",""
"09/02/2021","14:16:39.584","2845.928",""
"09/02/2021","14:16:57.690","75338.953",""
"09/02/2021","14:22:19.501","2845.928",""
"09/02/2021","14:23:11.579","75338.953",""
"09/02/2021","14:28:33.427","2845.928",""
"09/02/2021","14:28:51.572","75338.953",""
"09/02/2021","14:35:33.016","2845.928",""
"09/02/2021","14:35:50.258","75338.953",""
"09/02/2021","14:42:10.129","2845.928",""
"09/02/2021","14:42:31.904","75338.953",""
"09/02/2021","14:49:15.287","2845.928",""
"09/02/2021","14:49:36.189","75338.953",""
"09/02/2021","14:55:57.156","2845.928",""
"09/02/2021","14:56:45.548","75338.953",""
"09/02/2021","15:03:09.961","2845.928",""
"09/02/2021","15:03:28.201","75338.953",""
"09/02/2021","15:09:49.590","2845.928",""
"09/02/2021","15:10:10.561","75338.953",""
"09/02/2021","15:16:13.241","2845.928",""
"09/02/2021","15:16:30.447","75338.953",""
"09/02/2021","15:23:56.831","657.216",""
"09/02/2021","15:24:19.408","1678.57",""
"09/02/2021","15:25:08.547","2845.928",""
"09/02/2021","15:25:49.511","657.216",""
"09/02/2021","15:26:02.692","2845.928",""
"09/02/2021","15:26:19.645","75338.953",""
"09/02/2021","15:29:18.283","2845.928",""
"09/02/2021","15:30:05.513","75338.953",""
"09/02/2021","15:33:23.722","2845.928",""
"09/02/2021","15:33:41.070","75338.953",""
"09/02/2021","15:39:09.529","2845.928",""
"09/02/2021","15:39:27.516","75338.953",""
"09/02/2021","15:41:50.084","2845.928",""
"09/02/2021","15:42:10.838","75338.953",""
"09/02/2021","15:48:20.857","2845.928",""
"09/02/2021","15:48:42.478","75338.953",""
"09/02/2021","15:51:22.582","2845.928",""
"09/02/2021","15:51:44.535","75338.953",""
"09/02/2021","15:56:54.732","2845.928",""
"09/02/2021","15:57:12.838","75338.953",""
"09/02/2021","16:03:18.727","2845.928",""
"09/02/2021","16:04:10.558","75338.953",""
"09/02/2021","16:10:15.476","2845.928",""
"09/02/2021","16:10:33.450","75338.953",""
"09/02/2021","16:16:01.280","2845.928",""
"09/02/2021","16:16:22.278","75338.953",""
"09/02/2021","16:22:26.538","2845.928",""
"09/02/2021","16:22:47.641","75338.953",""
"09/02/2021","16:29:11.450","2845.928",""
"09/02/2021","16:29:29.651","75338.953",""
"09/02/2021","16:35:15.132","2845.928",""
"09/02/2021","16:36:03.705","75338.953",""
"09/02/2021","16:42:27.057","2845.928",""
"09/02/2021","16:42:47.956","75338.953",""
"09/02/2021","16:49:00.318","657.216",""
"09/02/2021","16:49:23.569","1678.57",""
"09/02/2021","16:50:12.346","2845.928",""
"09/02/2021","16:50:53.755","657.216",""
"09/02/2021","16:51:07.743","2845.928",""
"09/02/2021","16:51:24.500","75338.953",""
"09/02/2021","16:57:12.552","2845.928",""
"09/02/2021","17:09:33.592","75338.953",""
"09/02/2021","17:12:32.787","2845.928",""
"09/02/2021","17:13:25.653","75338.953",""
"09/02/2021","17:17:20.604","2845.928",""
"09/02/2021","17:17:42.171","75338.953",""
"09/02/2021","17:22:52.362","2845.928",""
"09/02/2021","17:23:09.722","75338.953",""
"09/02/2021","17:29:15.902","2845.928",""
"09/02/2021","17:29:36.912","75338.953",""
"09/02/2021","17:35:41.706","2845.928",""
"09/02/2021","17:36:02.674","75338.953",""
"09/02/2021","17:40:16.226","2845.928",""
"09/02/2021","17:40:38.261","75338.953",""
"09/02/2021","17:47:03.152","2845.928",""
"09/02/2021","17:47:57.685","75338.953",""
"09/02/2021","17:53:45.523","2845.928",""
"09/02/2021","17:54:06.569","75338.953",""
"09/02/2021","18:00:12.249","2845.928",""
"09/02/2021","18:00:29.651","75338.953",""
"09/02/2021","18:03:28.397","2845.928",""
"09/02/2021","18:03:50.436","75338.953",""
"09/02/2021","18:06:49.826","2845.928",""
"09/02/2021","18:07:10.912","75338.953",""
"09/02/2021","18:12:02.250","2845.928",""
"09/02/2021","18:12:23.331","75338.953",""
"09/02/2021","18:18:10.415","657.216",""
"09/02/2021","18:18:32.776","1678.57",""
"09/02/2021","18:19:21.726","2845.928",""
"09/02/2021","18:20:04.201","657.216",""
"09/02/2021","18:20:18.021","2845.928",""
"09/02/2021","18:21:05.699","75338.953",""
"09/02/2021","18:25:56.250","2845.928",""
"09/02/2021","18:26:13.096","75338.953",""
"09/02/2021","18:32:01.132","2845.928",""
"09/02/2021","18:32:18.415","75338.953",""
"09/02/2021","18:35:36.585","2845.928",""
"09/02/2021","18:35:53.902","75338.953",""
"09/02/2021","18:42:15.688","2845.928",""
"09/02/2021","18:42:33.717","75338.953",""
"09/02/2021","18:48:07.105","2845.928",""
"09/02/2021","18:48:25.519","75338.953",""
"09/02/2021","18:51:43.576","2845.928",""
"09/02/2021","18:52:32.698","75338.953",""
"09/02/2021","18:58:39.797","2845.928",""
"09/02/2021","18:58:57.216","75338.953",""
"09/02/2021","19:04:09.562","2845.928",""
"09/02/2021","19:04:31.343","75338.953",""
"09/02/2021","19:10:36.482","2845.928",""
"09/02/2021","19:10:57.448","75338.953",""
"09/02/2021","19:17:03.391","2845.928",""
"09/02/2021","19:17:21.433","75338.953",""
"09/02/2021","19:20:58.394","2845.928",""
"09/02/2021","19:21:20.521","75338.953",""
"09/02/2021","19:27:09.103","2845.928",""
"09/02/2021","19:27:58.730","75338.953",""
"09/02/2021","19:34:04.953","2845.928",""
"09/02/2021","19:34:25.971","75338.953",""
"09/02/2021","19:41:02.586","2845.928",""
"09/02/2021","19:41:20.692","75338.953",""
"09/02/2021","19:44:39.632","2845.928",""
"09/02/2021","19:45:00.484","75338.953",""
"09/02/2021","19:51:29.764","2845.928",""
"09/02/2021","19:51:50.694","75338.953",""
"09/02/2021","19:54:32.567","657.216",""
"09/02/2021","19:54:55.333","1678.57",""
"09/02/2021","19:55:44.480","2845.928",""
"09/02/2021","19:56:25.711","657.216",""
"09/02/2021","19:56:39.836","2845.928",""
"09/02/2021","19:56:56.798","75338.953",""
"09/02/2021","20:02:25.625","2845.928",""
"09/02/2021","20:03:17.758","75338.953",""
"09/02/2021","20:09:04.603","2845.928",""
"09/02/2021","20:09:24.972","75338.953",""
"09/02/2021","20:14:59.646","2845.928",""
"09/02/2021","20:15:21.435","75338.953",""
"09/02/2021","20:21:08.397","2845.928",""
"09/02/2021","20:21:25.719","75338.953",""
"09/02/2021","20:27:31.041","2845.928",""
"09/02/2021","20:27:49.115","75338.953",""
"09/02/2021","20:32:39.809","2845.928",""
"09/02/2021","20:32:58.479","75338.953",""
"09/02/2021","20:39:04.372","2845.928",""
"09/02/2021","20:39:57.783","75338.953",""
"09/02/2021","20:46:02.171","2845.928",""
"09/02/2021","20:46:19.547","75338.953",""
"09/02/2021","20:52:10.780","2845.928",""
"09/02/2021","20:52:32.460","75338.953",""
"09/02/2021","20:56:45.463","2845.928",""
"09/02/2021","20:57:07.597","75338.953",""
"09/02/2021","21:00:45.653","2845.928",""
"09/02/2021","21:01:03.927","75338.953",""
"09/02/2021","21:07:09.338","2845.928",""
"09/02/2021","21:07:30.203","75338.953",""
"09/02/2021","21:11:06.499","2845.928",""
"09/02/2021","21:11:54.784","75338.953",""
"09/02/2021","21:15:30.931","2845.928",""
"09/02/2021","21:15:51.753","75338.953",""
"09/02/2021","21:19:28.123","2845.928",""
"09/02/2021","21:19:49.046","75338.953",""
"09/02/2021","21:21:16.586","657.216",""
"09/02/2021","21:21:39.086","1678.57",""
"09/02/2021","21:22:27.695","2845.928",""
"09/02/2021","21:23:09.989","657.216",""
"09/02/2021","21:23:23.569","2845.928",""
"09/02/2021","21:23:40.435","75338.953",""
"09/02/2021","21:28:12.717","2845.928",""
"09/02/2021","21:28:33.236","75338.953",""
"09/02/2021","21:31:51.005","2845.928",""
"09/02/2021","21:32:11.375","75338.953",""
"09/02/2021","21:37:39.494","2845.928",""
"09/02/2021","21:38:01.211","75338.953",""
"09/02/2021","21:41:55.516","2845.928",""
"09/02/2021","21:42:43.853","75338.953",""
"09/02/2021","21:48:55.238","2845.928",""
"09/02/2021","21:49:16.819","75338.953",""
"09/02/2021","21:52:34.713","2845.928",""
"09/02/2021","21:52:56.839","75338.953",""
"09/02/2021","21:58:25.909","2845.928",""
"09/02/2021","21:58:43.922","75338.953",""
"09/02/2021","22:04:49.018","2845.928",""
"09/02/2021","22:05:10.095","75338.953",""
"09/02/2021","22:11:14.893","2845.928",""
"09/02/2021","22:11:36.610","75338.953",""
"09/02/2021","22:17:23.187","2845.928",""
"09/02/2021","22:18:13.871","75338.953",""
"09/02/2021","22:23:41.606","2845.928",""
"09/02/2021","22:24:03.476","75338.953",""
"09/02/2021","22:29:50.516","2845.928",""
"09/02/2021","22:30:11.498","75338.953",""
"09/02/2021","22:36:16.677","2845.928",""
"09/02/2021","22:36:34.851","75338.953",""
"09/02/2021","22:42:40.406","2845.928",""
"09/02/2021","22:43:01.369","75338.953",""
"09/02/2021","22:49:11.810","657.216",""
"09/02/2021","22:49:33.807","1678.57",""
"09/02/2021","22:50:22.333","2845.928",""
"09/02/2021","22:51:04.052","657.216",""
"09/02/2021","22:51:17.480","2845.928",""
"09/02/2021","22:52:05.976","75338.953",""
"09/02/2021","22:55:23.064","2845.928",""
"09/02/2021","22:55:40.332","75338.953",""
"09/02/2021","22:59:36.614","2845.928",""
"09/02/2021","22:59:57.662","75338.953",""
"09/02/2021","23:04:53.973","2845.928",""
"09/02/2021","23:05:15.654","75338.953",""
"09/02/2021","23:09:10.729","2845.928",""
"09/02/2021","23:09:31.844","75338.953",""
"09/02/2021","23:14:44.454","2845.928",""
"09/02/2021","23:15:01.862","75338.953",""
"09/02/2021","23:20:49.214","2845.928",""
"09/02/2021","23:21:07.392","75338.953",""
"09/02/2021","23:26:53.066","2845.928",""
"09/02/2021","23:27:45.901","75338.953",""
"09/02/2021","23:33:32.107","2845.928",""
"09/02/2021","23:33:50.089","75338.953",""
"09/02/2021","23:38:03.238","2845.928",""
"09/02/2021","23:38:21.711","75338.953",""
"09/02/2021","23:43:32.259","2845.928",""
"09/02/2021","23:43:50.431","75338.953",""
"09/02/2021","23:49:41.906","2845.928",""
"09/02/2021","23:50:02.826","75338.953",""
"09/02/2021","23:55:50.713","2845.928",""
"09/02/2021","23:56:08.702","75338.953",""
"09/03/2021","00:01:01.233","2845.928",""
"09/03/2021","00:01:49.925","75338.953",""
"09/03/2021","00:07:34.992","657.216",""
"09/03/2021","00:07:58.210","1678.57",""
"09/03/2021","00:08:47.456","2845.928",""
"09/03/2021","00:09:29.550","657.216",""
"09/03/2021","00:09:43.216","2845.928",""
"09/03/2021","00:10:00.081","75338.953",""
"09/03/2021","00:14:50.676","2845.928",""
"09/03/2021","00:15:07.566","75338.953",""
"09/03/2021","00:19:21.090","2845.928",""
"09/03/2021","00:19:41.520","75338.953",""
"09/03/2021","00:25:28.246","2845.928",""
"09/03/2021","00:25:46.445","75338.953",""
"09/03/2021","00:30:36.036","2845.928",""
"09/03/2021","00:30:53.355","75338.953",""
"09/03/2021","00:36:38.583","2845.928",""
"09/03/2021","00:37:28.024","75338.953",""
"09/03/2021","00:40:27.444","2845.928",""
"09/03/2021","00:40:49.597","75338.953",""
"09/03/2021","00:46:05.215","","Open (2)"
"09/03/2021","00:46:36.280","2845.928",""
"09/03/2021","00:46:57.944","75338.953",""
"09/03/2021","00:52:31.840","2845.928",""
"09/03/2021","00:52:52.797","75338.953",""
"09/03/2021","00:58:39.835","2845.928",""
"09/03/2021","00:59:01.551","75338.953",""
"09/03/2021","01:04:11.874","2845.928",""
"09/03/2021","01:04:34.129","75338.953",""
"09/03/2021","01:10:39.611","2845.928",""
"09/03/2021","01:11:33.003","75338.953",""
"09/03/2021","01:17:19.995","2845.928",""
"09/03/2021","01:17:37.444","75338.953",""
"09/03/2021","01:23:24.013","2845.928",""
"09/03/2021","01:23:45.693","75338.953",""
"09/03/2021","01:29:13.174","2845.928",""
"09/03/2021","01:29:30.707","75338.953",""
"09/03/2021","01:35:16.519","2845.928",""
"09/03/2021","01:35:37.478","75338.953",""
"09/03/2021","01:40:46.652","657.216",""
"09/03/2021","01:41:09.181","1678.57",""
"09/03/2021","01:41:56.925","2845.928",""
"09/03/2021","01:42:39.177","657.216",""
"09/03/2021","01:42:52.754","2845.928",""
"09/03/2021","01:55:40.417","75338.953",""
"09/03/2021","02:00:34.013","2845.928",""
"09/03/2021","02:00:50.951","75338.953",""
"09/03/2021","02:04:09.683","2845.928",""
"09/03/2021","02:04:30.099","75338.953",""
"09/03/2021","02:09:57.647","2845.928",""
"09/03/2021","02:10:15.637","75338.953",""
"09/03/2021","02:13:33.920","2845.928",""
"09/03/2021","02:14:26.011","75338.953",""
"09/03/2021","02:20:31.851","2845.928",""
"09/03/2021","02:20:49.143","75338.953",""
"09/03/2021","02:26:16.160","2845.928",""
"09/03/2021","02:26:34.280","75338.953",""
"09/03/2021","02:32:40.796","2845.928",""
"09/03/2021","02:33:01.842","75338.953",""
"09/03/2021","02:39:09.570","2845.928",""
"09/03/2021","02:39:31.297","75338.953",""
"09/03/2021","02:43:27.492","2845.928",""
"09/03/2021","02:43:45.998","75338.953",""
"09/03/2021","02:46:27.410","2845.928",""
"09/03/2021","02:47:21.018","75338.953",""
"09/03/2021","02:53:09.078","2845.928",""
"09/03/2021","02:53:26.356","75338.953",""
"09/03/2021","02:57:45.501","2845.928",""
"09/03/2021","02:58:07.323","75338.953",""
"09/03/2021","03:02:03.640","2845.928",""
"09/03/2021","03:02:24.627","75338.953",""
"09/03/2021","03:06:02.749","2845.928",""
"09/03/2021","03:06:19.969","75338.953",""
